cod_materia;nome_materia;cod_departamento;sigla_departamento;nome_departamento;creditos
335380;Etnologia Sulamericana                                                ;266;DAN         ;Departamento de Antropologia                      ;4
200255;Etnologia Visual da Imagem do Negro no Cinema                         ;37;DEX         ;Decanato de Extensao;4
303623;Etnomusicologia                                                       ;165;MUS         ;Departamento de Música                            ;2
123510;ETOLOGIA                                                              ;222;ECL         ;Departamento de Ecologia                          ;8
396605;Evapotranspiraçao de Cultivos                                         ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;4
320811;Eventos Moleculares na Clínica                                        ;32;FMD         ;Faculdade de Medicina                             ;4
100650;Evoluçao                                                              ;111;IBD         ;Direçao do Instituto Ciencias Biológicas          ;2
123170;Evoluçao                                                              ;221;GEM         ;Departamento de Genética e Morfologia             ;2
317853;Evoluçao                                                              ;85;IQD         ;Instituto de Química                              ;2
303160;Evoluçao Continental do Pré-Cambriano                                 ;28;IGD         ;Instituto de Geociencias                          ;6
196134;Evoluçao da Agricultura Familiar                                      ;89;FUP         ;UnB - Faculdade de Planaltina                     ;4
145009;EVOLUCAO DA CULTURA E DA COMUNICACAO                                  ;27;FAC         ;Faculdade de Comunicaçao                          ;4
191086;EVOLUCAO DA EDUCACAO NO BRASIL                                        ;149;TEF         ;Departamento de Teoria e Fundamentos              ;4
356204;Evoluçao da Forma Estrutural                                          ;131;TEC         ;Departamento de Tecnologia em Arquit. e Urbanismo ;4
144835;Evoluçao da Música 1                                                  ;165;MUS         ;Departamento de Música                            ;4
144843;EVOLUCAO DA MUSICA 2                                                  ;165;MUS         ;Departamento de Música                            ;4
324396;Evoluçao da Personalidade                                             ;256;PED         ;Departamento de Psic.Escolar e do Desenvolvimento ;4
185752;Evoluçao da Política Exterior do Brasil                               ;87;IREL        ;Instituto de Relaçoes Internacionais              ;6
132993;EVOLUCAO DAS IDEIAS ECONOMICAS SOCIAIS                                ;160;ECO         ;Departamento de Economia                          ;4
397865;Evoluçao de Metazoa                                                   ;225;ZOO         ;Departamento de Zoologia                          ;4
162001;EVOLUCAO DE PLANTAS CULTIVADAS                                        ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;2
361038;Evoluçao de Plantas Cultivadas                                        ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;4
363341;Evoluçao do Agronegócio                                               ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;2
104451;Evoluçao do Desenvolvimento                                           ;89;FUP         ;UnB - Faculdade de Planaltina                     ;0
137413;Evoluçao do Pensamento Filosófico e Científico                        ;117;FIL         ;Departamento de Filosofia                         ;4
371262;Evoluçao do Reconhecimento Celular no Sistema Imune                   ;21;FS          ;Faculdade de Ciencias da Saúde                    ;3
321877;Evoluçao do Sistema Nervoso                                           ;220;CFS         ;Departamento de Ciencias Fisiológicas             ;4
143723;EVOLUCAO DO TEATRO E DA DANCA                                         ;168;DAP         ;Departamento de Audiovisuais e Publicidade        ;4
119059;Evoluçao dos Conceitos da Química                                     ;85;IQD         ;Instituto de Química                              ;2
118354;EVOLUCAO HISTORICA DOS CONCEITOS DA FISICA                            ;31;IFD         ;Instituto de Física                               ;4
315940;Evoluçao Humana                                                       ;15;IB          ;Instituto de Ciencias Biológicas                  ;4
123935;Evoluçao Humana                                                       ;221;GEM         ;Departamento de Genética e Morfologia             ;4
107387;Evoluçao Humana                                                       ;111;IBD         ;Direçao do Instituto Ciencias Biológicas          ;4
355062;Evoluçao Urbana                                                       ;132;THAU        ;Depto.de Teoria e Hist.em Arquitetura e Urbanismo ;4
322881;Evoluçao Vegetal                                                      ;224;BOT         ;Departamento de Botânica                          ;4
363332;Evoluççao da Agricultura Familiar                                     ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;2
381021;Ex Qual Estudos Instituc                                              ;161;ADM         ;Departamento de Administraçao                     ;0
318213;Exame de Língua Estrangeira - Doutorado em Matemática                 ;106;MAT         ;Departamento de Matemática.                       ;0
318205;Exame de Língua Estrangeira - Mestrado em Matemática                  ;106;MAT         ;Departamento de Matemática.                       ;0
316539;Exame de Mestrado                                                     ;108;CIC         ;Departamento de Ciencia da Computaçao             ;0
313009;Exame de Mestrado em Matemática                                       ;106;MAT         ;Departamento de Matemática.                       ;0
188522;Exame de Proficiencia 1                                               ;82;FDD         ;Faculdade de Direito                              ;1
188531;Exame de Proficiencia 2                                               ;82;FDD         ;Faculdade de Direito                              ;1
315982;Exame de Proficiencia em Gestao Pública                               ;89;FUP         ;UnB - Faculdade de Planaltina                     ;0
307874;Exame de Proficiencia em Língua Estrangeira - Ingles - PROMAT         ;106;MAT         ;Departamento de Matemática.                       ;0
380211;Exame de Projeto de Dissertaçao em Ciencias Contábeis                 ;159;CCA         ;Depto de Ciencias Contábeis e Atuariais           ;0
324906;Exame de Qualificaçao                                                 ;15;IB          ;Instituto de Ciencias Biológicas                  ;0
316580;Exame de Qualificaçao                                                 ;108;CIC         ;Departamento de Ciencia da Computaçao             ;0
308731;Exame de Qualificaçao                                                 ;164;CEN         ;Departamento de Artes Cenicas                     ;0
319821;Exame de Qualificaçao                                                 ;374;CDT         ;Centro de Apoio ao Desenvolvimento Tecnológico;0
303461;Exame de Qualificaçao - Desenv Soc Coop Internacional                 ;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  ;0
315516;Exame de Qualificaçao de Pesquisa Operacional 1/88                    ;107;EST         ;Departamento de Estatística                       ;0
366561;Exame de Qualificaçao do Doutorado em Agronegócio                     ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;0
335568;Exame de Qualificaçao do Doutorado em Antropologia Social Cultural    ;266;DAN         ;Departamento de Antropologia                      ;0
356107;Exame de Qualificaçao do Doutorado em Arquitetura e Urbanismo         ;132;THAU        ;Depto.de Teoria e Hist.em Arquitetura e Urbanismo ;0
321214;Exame de Qualificaçao do Doutorado em Biologia Animal                 ;221;GEM         ;Departamento de Genética e Morfologia             ;0
321681;Exame de Qualificaçao do Doutorado em Biologia Molecular              ;218;CEL         ;Departamento de Biologia Celular                  ;0
369411;Exame de Qualificaçao do Doutorado em Ciencia da Saúde                ;21;FS          ;Faculdade de Ciencias da Saúde                    ;0
380334;Exame de Qualificaçao do Doutorado em Ciencias Contábeis              ;159;CCA         ;Depto de Ciencias Contábeis e Atuariais           ;0
364452;Exame de Qualificaçao do Doutorado em Ciencias Mecânicas              ;139;ENM         ;Departamento de Engenharia Mecânica               ;0
371475;Exame de Qualificaçao do Doutorado em Ciencias Médicas - Medicina     ;32;FMD         ;Faculdade de Medicina                             ;0
330531;Exame de Qualificaçao do Doutorado em Ciencias Sociais                ;267;PAC         ;Centro de Pesquisa Pós-Graduaçao sobre as Américas;0
330531;Exame de Qualificaçao do Doutorado em Ciencias Sociais                ;365;ELA         ;Departamento de Estudos Latino-Americanos;0
346080;Exame de Qualificaçao do Doutorado em Comunicaçao                     ;27;FAC         ;Faculdade de Comunicaçao                          ;0
384879;Exame de Qualificaçao do Doutorado em Direito                         ;82;FDD         ;Faculdade de Direito                              ;0
323080;Exame de Qualificaçao do Doutorado em Ecologia                        ;222;ECL         ;Departamento de Ecologia                          ;0
333778;Exame de Qualificaçao do Doutorado em Economia                        ;160;ECO         ;Departamento de Economia                          ;0
393134;Exame de Qualificaçao do Doutorado em Educaçao                        ;23;FE          ;Faculdade de Educaçao                             ;0
320757;Exame de Qualificaçao do Doutorado em Educaçao em Ciencias            ;85;IQD         ;Instituto de Química                              ;0
366293;Exame de Qualificaçao do Doutorado em Engenharia Elétrica             ;138;ENE         ;Departamento de Engenharia Elétrica.              ;0
317179;Exame de Qualificaçao do Doutorado em Física                          ;31;IFD         ;Instituto de Física                               ;0
312622;Exame de Qualificaçao do Doutorado em Geologia                        ;28;IGD         ;Instituto de Geociencias                          ;0
365050;Exame de Qualificaçao do Doutorado em Geotecnia                       ;137;ENC         ;Departamento de Engenharia Civil e Ambiental      ;1
339652;Exame de Qualificaçao do Doutorado em História                        ;119;HIS         ;Departamento de História                          ;0
341886;Exame de Qualificaçao do Doutorado em Lingüística                     ;124;LIP         ;Departamento de Linguística; Portugues; Líng Clás ;0
341568;Exame de Qualificaçao do Doutorado em Literatura e Práticas Sociais   ;125;TEL         ;Departamento de Teoria Literária e Literatura     ;0
313271;Exame de Qualificaçao do Doutorado em Matemática  Análise             ;106;MAT         ;Departamento de Matemática.                       ;0
313297;Exame de Qualificaçao do Doutorado em Matemática Algebra              ;106;MAT         ;Departamento de Matemática.                       ;0
313289;Exame de Qualificaçao do Doutorado em Matemática Geométrica           ;106;MAT         ;Departamento de Matemática.                       ;0
372757;Exame de Qualificaçao do Doutorado em Medicina Tropical               ;32;FMD         ;Faculdade de Medicina                             ;0
324264;Exame de Qualificaçao do Doutorado em Odontologia                     ;21;FS          ;Faculdade de Ciencias da Saúde                    ;0
371238;Exame de Qualificaçao do Doutorado em Patologia Molecular             ;21;FS          ;Faculdade de Ciencias da Saúde                    ;0
325023;Exame de Qualificaçao do Doutorado em Psicologia                      ;258;PST         ;Departamento de Psicologia Social e do Trabalho   ;0
326348;Exame de Qualificaçao do Doutorado em Psicologia Clínica e Cultura    ;257;PCL         ;Departamento de Psicologia Clínica                ;0
397300;Exame de Qualificaçao do Doutorado em Saúde Animal                    ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;0
364681;Exame de Qualificaçao do Doutorado em Sistemas Mecatrônicos           ;139;ENM         ;Departamento de Engenharia Mecânica               ;0
334839;Exame de Qualificaçao do Doutorado em Sociologia                      ;265;SOL         ;Departamento de Sociologia                        ;0
341665;Exame de Qualificaçao do Doutorado em Teoria Literária                ;125;TEL         ;Departamento de Teoria Literária e Literatura     ;0
322725;Exame de Qualificaçao do Doutorado Fitopatologia                      ;223;FIT         ;Departamento de Fitopatologia                     ;0
313262;Exame de Qualificaçao do Doutorado Matemática Aplicada                ;106;MAT         ;Departamento de Matemática.                       ;0
381373;Exame de Qualificaçao do Mestrado em Administraçao                    ;161;ADM         ;Departamento de Administraçao                     ;0
330558;Exame de Qualificaçao do Mestrado em Ciencias Sociais                 ;267;PAC         ;Centro de Pesquisa Pós-Graduaçao sobre as Américas;0
330558;Exame de Qualificaçao do Mestrado em Ciencias Sociais                 ;365;ELA         ;Departamento de Estudos Latino-Americanos;0
335631;Exame de Qualificaçao Doutorado Antropol da América Latina e do Caribe;266;DAN         ;Departamento de Antropologia                      ;0
371483;Exame de Qualificaçao Doutorado Ciencias Médicas - Cien Aplicada Saúde;32;FMD         ;Faculdade de Medicina                             ;0
323519;Exame de Qualificaçao Doutorado em Botânica                           ;224;BOT         ;Departamento de Botânica                          ;0
382329;Exame de Qualificaçao Doutorado em Ciencia da Informaçao              ;33;FCI         ;Faculdade de Ciencia da Informaçao                ;0
388025;Exame de Qualificaçao Doutorado em Ciencia Política                   ;86;IPOL        ;Instituto de Ciencia Política                     ;0
365432;Exame de Qualificaçao Doutorado em Estruturas e Construçao Civil      ;137;ENC         ;Departamento de Engenharia Civil e Ambiental      ;0
322121;Exame de Qualificaçao Doutorado em Filosofia                          ;117;FIL         ;Departamento de Filosofia                         ;0
300225;Exame de Qualificaçao Doutorado em Meio Ambiente e Desenvolvimento    ;213;CDS         ;Centro de Desenvolvimento Sustentável             ;0
365645;Exame de Qualificaçao Doutorado em Tecnologia Amb Rec Hídricos        ;137;ENC         ;Departamento de Engenharia Civil e Ambiental      ;0
314366;Exame de Qualificaçao Doutorado Química                               ;268;QUI         ;Departamento de Quimica                           ;0
380784;Exame de Qualificaçao em Bioética                                     ;21;FS          ;Faculdade de Ciencias da Saúde                    ;0
397288;Exame de Qualificaçao em Biologia Microbiana                          ;15;IB          ;Instituto de Ciencias Biológicas                  ;0
397989;Exame de Qualificaçao em Biotecnologia e Biodiversidade               ;218;CEL         ;Departamento de Biologia Celular                  ;0
395838;Exame de Qualificaçao em Ciencia e Tecnologia em Saúde                ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;0
318728;Exame de Qualificaçao em Ciencias Ambientais                          ;89;FUP         ;UnB - Faculdade de Planaltina                     ;0
367061;Exame de Qualificaçao em Ciencias Animais                             ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;0
326526;Exame de Qualificaçao em Ciencias do Comportamento                    ;255;PPB         ;Departamento de Processos Psicologicos Básicos    ;0
304603;Exame de Qualificaçao em Ciencias Farmaceuticas                       ;21;FS          ;Faculdade de Ciencias da Saúde                    ;0
360465;Exame de Qualificaçao em Ciencias Florestais                          ;140;EFL         ;Departamento de Engenharia Florestal              ;1
308251;Exame de Qualificaçao em Direitos Humanos e Cidadania                 ;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  ;0
343617;Exame de Qualificaçao em Doutorado em Arte                            ;163;VIS         ;Departamento de Artes Visuais                     ;0
304387;Exame de Qualificaçao em Educaçao em Física                           ;29;FEF         ;Faculdade de Educaçao Física                      ;0
382736;Exame de Qualificaçao em Enfermagem                                   ;232;ENF         ;Departamento de Enfermagem                        ;0
319457;Exame de Qualificaçao em Geociencias Aplicadas                        ;28;IGD         ;Instituto de Geociencias                          ;0
396389;Exame de Qualificaçao em Geografia                                    ;118;GEA         ;Departamento de Geografia                         ;0
315974;Exame de Qualificaçao em Gestao Pública                               ;89;FUP         ;UnB - Faculdade de Planaltina                     ;0
398331;Exame de Qualificaçao em Nanociencia e Nanobiotecnologia              ;15;IB          ;Instituto de Ciencias Biológicas                  ;0
336271;Exame de Qualificaçao em Política Social                              ;116;SER         ;Departamento de Serviço Social                    ;0
386669;Exame de Qualificaçao em Relaçoes Internacionais                      ;87;IREL        ;Instituto de Relaçoes Internacionais              ;0
304433;Exame de Qualificaçao em Saúde Coletiva                               ;234;DSC         ;Departamento de Saúde Coletiva                    ;0
304719;Exame de Qualificaçao em Tecnologia Química e Biológica               ;85;IQD         ;Instituto de Química                              ;0
365793;Exame de Qualificaçao em Transportes                                  ;137;ENC         ;Departamento de Engenharia Civil e Ambiental      ;0
397971;Exame de Qualificaçao em Zoologia                                     ;225;ZOO         ;Departamento de Zoologia                          ;0
395641;Exame de Qualificaçao Ensino na Saúde                                 ;80;IP          ;Direçao do Instituto de Psicologia                ;0
315435;Exame de Qualificaçao Estatística Aplicada                            ;107;EST         ;Departamento de Estatística                       ;0
315443;Exame de Qualificaçao Estatística Teórica                             ;107;EST         ;Departamento de Estatística                       ;0
320684;Exame de Qualificaçao Fundamentos Avaliaçao Intervençao  Reabilitaçao ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;0
303852;Exame de Qualificaçao Mestrado Meio Ambiente e Desenvolvimento        ;213;CDS         ;Centro de Desenvolvimento Sustentável             ;0
315451;Exame de Qualificaçao Métodos Quantitativos                           ;107;EST         ;Departamento de Estatística                       ;0
367184;Exame de Qualificaçao no Doutorado em Agronomia                       ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;0
393061;Exame de Qualificaçao no Doutorado em Educaçao                        ;23;FE          ;Faculdade de Educaçao                             ;0
380555;Exame de Qualificaçao no Doutorado em Nutriçao Humana                 ;231;NUT         ;Departamento de Nutriçao                          ;0
309915;Exame de Qualificaçao no Mestrado em Agronomia                        ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;0
319562;Exame de Qualificaçao para o Mestrado                                 ;89;FUP         ;UnB - Faculdade de Planaltina                     ;0
307882;Exame de Qualificaçao PROMAT                                          ;106;MAT         ;Departamento de Matemática.                       ;0
316211;Exame em Língua Estrangeira para Ciencia da Computaçao                ;108;CIC         ;Departamento de Ciencia da Computaçao             ;0
333646;Exame Geral                                                           ;160;ECO         ;Departamento de Economia                          ;0
207713;Exames Complementares e Diagnósticos                                  ;232;ENF         ;Departamento de Enfermagem                        ;3
199524;EXCLUSAO SOCIAL DE CRIANCAS E JOVENS NO BRASIL                        ;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  ;2
301612;Excursao Didática - Atividade de Campo                                ;213;CDS         ;Centro de Desenvolvimento Sustentável             ;1
135232;Excursao Didática de Pesquisa                                         ;266;DAN         ;Departamento de Antropologia                      ;16
186716;EXECUCAO DA GESTAO PUBLICA                                            ;159;CCA         ;Depto de Ciencias Contábeis e Atuariais           ;4
107115;Execuçao do Projeto de Trabalho de Conclusao do Curso                 ;29;FEF         ;Faculdade de Educaçao Física                      ;4
107646;Execuçao do Projeto de Trabalho de Conclusao do Curso Licenciatura    ;29;FEF         ;Faculdade de Educaçao Física                      ;2
366501;Execuçao; Patologia e Reforços de Fundaçoes                           ;137;ENC         ;Departamento de Engenharia Civil e Ambiental      ;4
371726;Exercício ao Raciocínio Clínico 1                                     ;79;HUB         ;Hospital Universitário de Brasília                ;3
371831;Exercício ao Raciocínio Clínico 2                                     ;79;HUB         ;Hospital Universitário de Brasília                ;3
370100;Exercício Clínico Patológico                                          ;79;HUB         ;Hospital Universitário de Brasília                ;4
355194;Exercício de Consultoria do Planejamento Urbano                       ;129;URB         ;Departamento de Urbanismo                         ;4
181552;Exercício Profissional e Deontologia em Fisioterapia                  ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;2
114936;Exercício Profissional e Deontologia em Fonoaudiologia                ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;2
373435;Exercícios Clínico-Patológico                                         ;79;HUB         ;Hospital Universitário de Brasília                ;4
373818;Exercicios Clinico-Patologicos                                        ;79;HUB         ;Hospital Universitário de Brasília                ;4
377775;EXERCICIOS CLINICO-PATOLOGICOS 2                                      ;79;HUB         ;Hospital Universitário de Brasília                ;2
374237;EXERCICIOS CLINICO-PATOLOGICOS E RADIOLOGICOS EM ENDOCRINOLOGIA       ;79;HUB         ;Hospital Universitário de Brasília                ;11
374423;EXERCICIOS CLINICO-PATOLOGICOS E RADIOLOGICOS EM NEFROLOGIA           ;79;HUB         ;Hospital Universitário de Brasília                ;12
378151;EXERCICIOS CLINICO-PATOLOGICOS E RADIOLOGICOS EM NEFROLOGIA 2         ;79;HUB         ;Hospital Universitário de Brasília                ;6
371602;Exercícios Clínicos em Gineco Obstetrícia                             ;79;HUB         ;Hospital Universitário de Brasília                ;2
370321;Exercícios Clínicos em Perinatologia                                  ;79;HUB         ;Hospital Universitário de Brasília                ;3
179507;EXERCÍCIOS FÍSICOS TERAPEUTICOS                                       ;29;FEF         ;Faculdade de Educaçao Física                      ;2
367052;Exigencias Nutricionais dos Ruminantes                                ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;2
137979;EXISTENCIALISMO                                                       ;117;FIL         ;Departamento de Filosofia                         ;4
200069;EXPERIENCIA DE ENSINO                                                 ;124;LIP         ;Departamento de Linguística; Portugues; Líng Clás ;0
200077;EXPERIENCIA DE ENSINO DE LINGUA INGLESA                               ;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   ;0
120600;Experiencia de Ensino em Língua Espanhola                             ;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   ;0
132250;EXPERIENCIAS COMPARADAS DE DESENVOLVIMENTO                            ;160;ECO         ;Departamento de Economia                          ;4
161730;EXPERIMENTACAO AGRICOLA                                               ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;4
318264;Experimentaçao e Contexto                                             ;85;IQD         ;Instituto de Química                              ;2
125776;EXPERIMENTACAO EM FISIOLOGIA ANIMAL                                   ;220;CFS         ;Departamento de Ciencias Fisiológicas             ;4
196479;Experimentos de Química para o Ensino Médio                           ;89;FUP         ;UnB - Faculdade de Planaltina                     ;4
153079;EXPRESSAO                                                             ;166;DIN         ;Departamento de Desenho Industrial                ;4
156469;EXPRESSAO CORPORAL 1                                                  ;164;CEN         ;Departamento de Artes Cenicas                     ;4
156477;EXPRESSAO CORPORAL 2                                                  ;164;CEN         ;Departamento de Artes Cenicas                     ;4
156485;EXPRESSAO CORPORAL 3                                                  ;164;CEN         ;Departamento de Artes Cenicas                     ;4
156493;EXPRESSAO CORPORAL 4                                                  ;164;CEN         ;Departamento de Artes Cenicas                     ;4
128252;Expressao Corporal e Língua de Sinais                                 ;124;LIP         ;Departamento de Linguística; Portugues; Líng Clás ;4
154245;EXPRESSAO E REPRESENTACAO DE PROJETO 1                                ;133;ARQ         ;Departamento de Arquitetura                       ;4
154253;EXPRESSAO E REPRESENTACAO DE PROJETO 2                                ;133;ARQ         ;Departamento de Arquitetura                       ;4
153109;EXPRESSAO EM MOVIMENTO                                                ;163;VIS         ;Departamento de Artes Visuais                     ;6
153087;EXPRESSAO EM SUPERFICIE                                               ;163;VIS         ;Departamento de Artes Visuais                     ;6
153095;EXPRESSAO EM VOLUME                                                   ;163;VIS         ;Departamento de Artes Visuais                     ;4
150274;Expressao Escrita da Língua Espanhola                                 ;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   ;4
309516;Expressao Heteróloga                                                  ;218;CEL         ;Departamento de Biologia Celular                  ;5
397598;Expressao Heteróloga em Plantas                                       ;218;CEL         ;Departamento de Biologia Celular                  ;4
150282;Expressao Oral da Língua Espanhola                                    ;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   ;4
120499;Extensao em Comunicaçao 1                                             ;27;FAC         ;Faculdade de Comunicaçao                          ;6
120502;Extensao em Comunicaçao 2                                             ;27;FAC         ;Faculdade de Comunicaçao                          ;0
138495;EXTENSAO EM GEOGRAFIA                                                 ;118;GEA         ;Departamento de Geografia                         ;6
161136;EXTENSAO RURAL                                                        ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;4
196096;Extensao Rural                                                        ;89;FUP         ;UnB - Faculdade de Planaltina                     ;4
199206;Extensao Rural no Agronegócio                                         ;89;FUP         ;UnB - Faculdade de Planaltina                     ;2
364339;Fadiga dos Materiais                                                  ;139;ENM         ;Departamento de Engenharia Mecânica               ;4
397270;Fadiga dos Meteriais                                                  ;95;FGA         ;UnB - Faculdade do Gama                           ;4
398101;Fadiga em Cabos                                                       ;20;FT          ;Faculdade de Tecnologia                           ;4
395749;Fadiga Multiaxial                                                     ;95;FGA         ;UnB - Faculdade do Gama                           ;4
148628;FAGOTE 1                                                              ;165;MUS         ;Departamento de Música                            ;2
148636;FAGOTE 2                                                              ;165;MUS         ;Departamento de Música                            ;2
148644;FAGOTE 3                                                              ;165;MUS         ;Departamento de Música                            ;2
148652;FAGOTE 4                                                              ;165;MUS         ;Departamento de Música                            ;2
148661;FAGOTE 5                                                              ;165;MUS         ;Departamento de Música                            ;4
148679;FAGOTE 6                                                              ;165;MUS         ;Departamento de Música                            ;4
148687;FAGOTE 7                                                              ;165;MUS         ;Departamento de Música                            ;4
148695;FAGOTE 8                                                              ;165;MUS         ;Departamento de Música                            ;4
206032;Farmácia Clínica e Atençao Farmaceutica                               ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;2
203467;Farmácia Hospitalar                                                   ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
180416;FARMACOBOTÂNICA                                                       ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
179485;FARMACOCINÉTICA                                                       ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
305910;Farmacocinética em Casos Especiais                                    ;21;FS          ;Faculdade de Ciencias da Saúde                    ;3
179744;Farmacodependencia Experimental                                       ;21;FS          ;Faculdade de Ciencias da Saúde                    ;6
179256;FARMACODINÂMICA 1                                                     ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
179345;FARMACODINAMICA 2                                                     ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
207811;Farmacoepidemiologia e Farmacovigilancia                              ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;2
180769;Farmacognosia                                                         ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
179281;FARMACOGNOSIA                                                         ;21;FS          ;Faculdade de Ciencias da Saúde                    ;6
202991;Farmacognosia Experimental                                            ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;2
123129;FARMACOLOGIA                                                          ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
180742;Farmacologia                                                          ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
207977;Farmacologia 1                                                        ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
209139;Farmacologia 2                                                        ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
101711;Farmacologia 3                                                        ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
180653;Farmacologia Básica                                                   ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
203483;Farmacologia Clínica                                                  ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
179299;FARMACOLOGIA CLINICA 1                                                ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
179337;FARMACOLOGIA CLINICA 2                                                ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
321885;Farmacologia de Princípios Ativos de Origem Animal                    ;220;CFS         ;Departamento de Ciencias Fisiológicas             ;4
306193;Farmacologia dos Antineoplásicos                                      ;21;FS          ;Faculdade de Ciencias da Saúde                    ;1
303411;Farmacologia e Toxicologia dos Produtos Naturais                      ;32;FMD         ;Faculdade de Medicina                             ;6
200638;Farmacologia Experimental                                             ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;2
305987;Farmacologia Integrada r Equipe Multidisciplinar                      ;21;FS          ;Faculdade de Ciencias da Saúde                    ;2
123676;FARMACOLOGIA MEDICA                                                   ;32;FMD         ;Faculdade de Medicina                             ;4
379662;Farmacologia Molecular                                                ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
179493;FARMACOLOGIA MOLECULAR EXPERIMENTAL                                   ;21;FS          ;Faculdade de Ciencias da Saúde                    ;8
161616;FARMACOLOGIA VETERINARIA                                              ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;4
209121;Farmacotécnica                                                        ;21;FS          ;Faculdade de Ciencias da Saúde                    ;6
200611;Farmacotécnica 1                                                      ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
203475;Farmacotécnica 2                                                      ;96;FCE         ;UnB - Faculdade da Ceilândia                      ;4
102628;Farmacotécnica com Aspectos Tecnológicos                              ;21;FS          ;Faculdade de Ciencias da Saúde                    ;4
179388;FARMACOTECNICA E COSMETOLOGIA                                         ;21;FS          ;Faculdade de Ciencias da Saúde                    ;6
369021;Farmacoterapia em Endodontia                                          ;21;FS          ;Faculdade de Ciencias da Saúde                    ;2
170089;FARMACOVIGILANCIA                                                     ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;4
306258;Farmacovigilância em Oncologia                                        ;21;FS          ;Faculdade de Ciencias da Saúde                    ;2
372501;Fatores Ambientais;Culturais e Sócio-Biológicos na Produçao de Doenças;21;FS          ;Faculdade de Ciencias da Saúde                    ;2
203220;Fatores de Produçao Agropecuária                                      ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;4
367117;Fatores que Alteram a Microbiota e a Qualidade do Leite               ;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     ;2
205575;Fauna de Solos                                                        ;225;ZOO         ;Departamento de Zoologia                          ;4
205559;Fauna do Cerrado                                                      ;225;ZOO         ;Departamento de Zoologia                          ;4
321656;Fecundaçao in vitro em Mamíferos                                      ;218;CEL         ;Departamento de Biologia Celular                  ;6
199559;Federalismo e Desigualdade Social na América Latina                   ;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  ;4
199192;Feminismos e Teoria Queer                                             ;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  ;4
137936;FENOMENOLOGIA                                                         ;117;FIL         ;Departamento de Filosofia                         ;4
347361;Fenomenologia e Hermeneutica                                          ;117;FIL         ;Departamento de Filosofia                         ;4
168203;FENOMENOS DE TRANSPORTE                                               ;139;ENM         ;Departamento de Engenharia Mecânica               ;5
119717;Fenômenos de Transporte de Massa; Energia e Momentum                  ;85;IQD         ;Instituto de Química                              ;4
