cod_materia;cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_disciplina
653523;653523G 20181;G ;0;20181;1019872;653523
653524;653524CB20181;CB;0;20181;1051610;653524
653525;653525BA20181;BA;0;20181;1084071;653525
653526;653526B 20181;B ;60;20181;988162;653526
653528;653528A 20181;A ;60;20181;1071602;653528
653530;653530C 20181;C ;30;20181;1044966;653530
653534;653534A 20181;A ;0;20181;1095994;653534
653536;653536A 20181;A ;18;20181;134716;653536
653537;653537B 20181;B ;18;20181;1098756;653537
653538;653538C 20181;C ;18;20181;1071653;653538
653539;653539D 20181;D ;18;20181;134716;653539
653540;653540E 20181;E ;18;20181;991384;653540
653541;653541F 20181;F ;18;20181;820083;653541
653542;653542FF20181;FF;0;20181;1068407;653542
653543;653543C 20181;C ;0;20181;1033930;653543
653544;653544E 20181;E ;0;20181;1051989;653544
653545;653545AF20181;AF;0;20181;148130;653545
653546;653546D 20181;D ;0;20181;1053825;653546
653547;653547G 20181;G ;0;20181;1038541;653547
653548;653548H 20181;H ;0;20181;147869;653548
653549;653549PP20181;PP;0;20181;1042751;653549
653550;653550BB20181;BB;0;20181;826685;653550
653551;653551B 20181;B ;30;20181;1101901;653551
653552;653552A 20181;A ;40;20181;731871;653552
653553;653553XX20181;XX;0;20181;1063936;653553
653554;653554B 20181;B ;13;20181;1045857;653554
653555;653555D 20181;D ;0;20181;1039237;653555
653556;653556C 20181;C ;10;20181;1036432;653556
653557;653557B 20181;B ;50;20181;1096087;653557
653558;653558A 20181;A ;50;20181;1030965;653558
653559;653559C 20181;C ;60;20181;141151;653559
653560;653560B 20181;B ;30;20181;986721;653560
653561;653561A 20181;A ;40;20181;143448;653561
653562;653562A 20181;A ;30;20181;150321;653562
653563;653563A 20181;A ;60;20181;1057120;653563
653564;653564A 20181;A ;30;20181;151301;653564
653565;653565A 20181;A ;38;20181;137596;653565
653566;653566B 20181;B ;35;20181;1055151;653566
653567;653567A 20181;A ;25;20181;128252;653567
653568;653568B 20181;B ;25;20181;1038711;653568
653569;653569A 20181;A ;40;20181;1103822;653569
653570;653570B 20181;B ;40;20181;1047949;653570
653571;653571A 20181;A ;30;20181;1039156;653571
653572;653572A 20181;A ;40;20181;1086073;653572
653573;653573A 20181;A ;50;20181;148539;653573
653574;653574A 20181;A ;40;20181;1073711;653574
653575;653575A 20181;A ;0;20181;150070;653575
653576;653576LC20181;LC;0;20181;994791;653576
653577;653577C 20181;C ;50;20181;1086065;653577
653578;653578A 20181;A ;100;20181;1064304;653578
653579;653579A 20181;A ;10;20181;1064304;653579
653580;653580B 20181;B ;25;20181;1064606;653580
653581;653581A 20181;A ;40;20181;784257;653581
653582;653582A 20181;A ;40;20181;784257;653582
653583;653583A 20181;A ;14;20181;1090224;653583
653584;653584B 20181;B ;13;20181;1029509;653584
653585;653585C 20181;C ;13;20181;1029509;653585
653586;653586D 20181;D ;0;20181;1055691;653586
653587;653587D 20181;D ;0;20181;151301;653587
653588;653588E 20181;E ;0;20181;1048562;653588
653589;653589F 20181;F ;0;20181;146251;653589
653590;653590G 20181;G ;0;20181;989029;653590
653591;653591I 20181;I ;0;20181;676977;653591
653592;653592A 20181;A ;50;20181;1082442;653592
653593;653593D 20181;D ;50;20181;1054937;653593
653594;653594A 20181;A ;0;20181;995533;653594
653596;653596A 20181;A ;20;20181;1015834;653596
653597;653597B 20181;B ;20;20181;1015834;653597
653599;653599A 20181;A ;40;20181;1079921;653599
653602;653602B 20181;B ;50;20181;54909;653602
653603;653603C 20181;C ;50;20181;54909;653603
653604;653604D 20181;D ;50;20181;54909;653604
653605;653605C 20181;C ;13;20181;139394;653605
653606;653606C 20181;C ;40;20181;994871;653606
653607;653607B 20181;B ;40;20181;1094980;653607
653608;653608A 20181;A ;40;20181;1094980;653608
653609;653609A 20181;A ;40;20181;1013866;653609
653611;653611A 20181;A ;70;20181;149900;653611
653612;653612B 20181;B ;60;20181;149900;653612
653613;653613A 20181;A ;15;20181;1005588;653613
653614;653614A 20181;A ;34;20181;1105060;653614
653615;653615HA20181;HA;0;20181;1070363;653615
653616;653616HB20181;HB;0;20181;1017080;653616
653617;653617KA20181;KA;0;20181;1094947;653617
653618;653618A 20181;A ;20;20181;1036157;653618
653621;653621A 20181;A ;8;20181;1095714;653621
653622;653622A 20181;A ;60;20181;1063316;653622
653623;653623N 20181;N ;0;20181;202991;653623
653624;653624BB20181;BB;0;20181;1057146;653624
653625;653625AA20181;AA;0;20181;1057120;653625
653626;653626W 20181;W ;0;20181;1035428;653626
653627;653627T 20181;T ;0;20181;148806;653627
653628;653628CC20181;CC;0;20181;152005;653628
653629;653629D 20181;D ;0;20181;44873;653629
653630;653630C 20181;C ;0;20181;991171;653630
653631;653631X 20181;X ;0;20181;1042424;653631
653632;653632A 20181;A ;0;20181;68837;653632
653633;653633Y 20181;Y ;0;20181;1045121;653633
653634;653634I 20181;I ;0;20181;149055;653634
653635;653635L 20181;L ;0;20181;145114;653635
653636;653636E 20181;E ;0;20181;1008749;653636
653637;653637F 20181;F ;0;20181;780006;653637
653638;653638B 20181;B ;40;20181;731871;653638
653639;653639A 20181;A ;40;20181;1092626;653639
653640;653640B 20181;B ;40;20181;1092626;653640
653641;653641CC20181;CC;0;20181;1042289;653641
653642;653642F 20181;F ;0;20181;148610;653642
653643;653643AB20181;AB;0;20181;1084071;653643
653644;653644C 20181;C ;0;20181;1024281;653644
653646;653646A 20181;A ;0;20181;1016504;653646
653647;653647A 20181;A ;40;20181;151114;653647
653648;653648A 20181;A ;0;20181;151955;653648
653649;653649A 20181;A ;0;20181;151955;653649
653650;653650A 20181;A ;45;20181;1050699;653650
653651;653651A 20181;A ;45;20181;1069985;653651
653653;653653A 20181;A ;54;20181;1063766;653653
653654;653654B 20181;B ;65;20181;1063766;653654
653655;653655C 20181;C ;65;20181;1063766;653655
653656;653656L 20181;L ;0;20181;1013823;653656
653657;653657W 20181;W ;0;20181;993344;653657
653658;653658E 20181;E ;0;20181;1060317;653658
653659;653659Y 20181;Y ;0;20181;1007939;653659
653660;653660Z 20181;Z ;0;20181;986551;653660
653661;653661T 20181;T ;0;20181;150762;653661
653662;653662Q 20181;Q ;0;20181;1045148;653662
653663;653663M 20181;M ;0;20181;152617;653663
653664;653664X 20181;X ;0;20181;121452;653664
653665;653665S 20181;S ;0;20181;1099264;653665
653666;653666A 20181;A ;0;20181;139394;653666
653667;653667V 20181;V ;0;20181;152617;653667
653668;653668P 20181;P ;0;20181;147044;653668
653669;653669H 20181;H ;0;20181;148041;653669
653670;653670J 20181;J ;0;20181;999636;653670
653671;653671R 20181;R ;0;20181;1011901;653671
653672;653672G 20181;G ;0;20181;1060317;653672
653673;653673U 20181;U ;0;20181;149039;653673
653674;653674I 20181;I ;0;20181;999636;653674
653675;653675F 20181;F ;0;20181;1060317;653675
653676;653676D 20181;D ;0;20181;139394;653676
653677;653677B 20181;B ;0;20181;200841;653677
653678;653678C 20181;C ;0;20181;1036602;653678
653679;653679K 20181;K ;0;20181;1007939;653679
653680;653680A 20181;A ;25;20181;743241;653680
653681;653681B 20181;B ;10;20181;743241;653681
653682;653682C 20181;C ;30;20181;1096966;653682
653684;653684A 20181;A ;36;20181;1063201;653684
653685;653685F 20181;F ;30;20181;1044575;653685
653686;653686E 20181;E ;30;20181;1044575;653686
653687;653687B 20181;B ;40;20181;1093738;653687
653688;653688A 20181;A ;40;20181;1032593;653688
653689;653689B 20181;B ;41;20181;1107313;653689
653690;653690C 20181;C ;42;20181;1089854;653690
653691;653691F 20181;F ;0;20181;1084062;653691
653692;653692A 20181;A ;45;20181;1027760;653692
653693;653693A 20181;A ;20;20181;54909;653693
653694;653694A 20181;A ;40;20181;678821;653694
653695;653695B 20181;B ;4;20181;128392;653695
653696;653696FF20181;FF;4;20181;1043064;653696
653697;653697EE20181;EE;4;20181;148938;653697
653698;653698F 20181;F ;4;20181;875546;653698
653699;653699GG20181;GG;4;20181;120618;653699
653700;653700G 20181;G ;4;20181;1032747;653700
653701;653701W 20181;W ;4;20181;129500;653701
653702;653702E 20181;E ;4;20181;137561;653702
653703;653703L 20181;L ;4;20181;1094424;653703
653704;653704H 20181;H ;4;20181;787264;653704
653705;653705I 20181;I ;4;20181;1052578;653705
653706;653706CC20181;CC;4;20181;785563;653706
653707;653707K 20181;K ;4;20181;1009478;653707
653708;653708P 20181;P ;4;20181;1095480;653708
653709;653709D 20181;D ;4;20181;131016;653709
653710;653710A 20181;A ;4;20181;998320;653710
653711;653711A 20181;A ;50;20181;122009;653711
653712;653712V 20181;V ;0;20181;1027778;653712
653713;653713T 20181;T ;0;20181;1017438;653713
653714;653714S 20181;S ;0;20181;1003836;653714
653715;653715U 20181;U ;0;20181;1043081;653715
653716;653716O 20181;O ;0;20181;1028707;653716
653717;653717D 20181;D ;0;20181;1094874;653717
653718;653718Q 20181;Q ;0;20181;1062026;653718
653719;653719R 20181;R ;0;20181;510611;653719
653720;653720F 20181;F ;0;20181;1032402;653720
653721;653721X 20181;X ;0;20181;897272;653721
653722;653722I 20181;I ;0;20181;1070371;653722
653723;653723E 20181;E ;0;20181;1028197;653723
653724;653724K 20181;K ;0;20181;1094921;653724
653725;653725J 20181;J ;0;20181;1030647;653725
653726;653726C 20181;C ;0;20181;151297;653726
653727;653727M 20181;M ;0;20181;1011910;653727
653728;653728L 20181;L ;0;20181;1074601;653728
653729;653729G 20181;G ;0;20181;1016491;653729
653730;653730AI20181;AI;0;20181;146871;653730
653731;653731AJ20181;AJ;0;20181;1074571;653731
653732;653732AL20181;AL;0;20181;1069039;653732
653733;653733W 20181;W ;0;20181;1038486;653733
653734;653734AK20181;AK;0;20181;1060511;653734
653735;653735A 20181;A ;30;20181;1047485;653735
653736;653736C 20181;C ;30;20181;1066927;653736
653737;653737A 20181;A ;50;20181;1036424;653737
653738;653738A 20181;A ;40;20181;1014714;653738
653739;653739B 20181;B ;40;20181;1108816;653739
653740;653740A 20181;A ;20;20181;125539;653740
653741;653741B 20181;B ;20;20181;125539;653741
653742;653742C 20181;C ;50;20181;1041924;653742
653743;653743A 20181;A ;45;20181;1037234;653743
653744;653744B 20181;B ;40;20181;1046942;653744
653745;653745A 20181;A ;0;20181;1052471;653745
653746;653746B 20181;B ;0;20181;1052471;653746
653747;653747A 20181;A ;40;20181;1083848;653747
653748;653748A 20181;A ;0;20181;1060317;653748
653749;653749N 20181;N ;0;20181;1074318;653749
653750;653750B 20181;B ;0;20181;1045369;653750
653751;653751C 20181;C ;0;20181;989193;653751
653752;653752D 20181;D ;0;20181;984621;653752
653753;653753E 20181;E ;0;20181;1095706;653753
653754;653754L 20181;L ;0;20181;1006304;653754
653755;653755M 20181;M ;0;20181;1042211;653755
653756;653756A 20181;A ;0;20181;1069047;653756
653757;653757F 20181;F ;0;20181;104191;653757
653758;653758G 20181;G ;0;20181;1034987;653758
653759;653759B 20181;B ;40;20181;1103768;653759
653760;653760B 20181;B ;20;20181;1036262;653760
653761;653761A 20181;A ;6;20181;149616;653761
653762;653762B 20181;B ;4;20181;149616;653762
653763;653763C 20181;C ;1;20181;149616;653763
653764;653764G 20181;G ;0;20181;1097369;653764
653765;653765B 20181;B ;45;20181;1012606;653765
653766;653766A 20181;A ;20;20181;141283;653766
653767;653767A 20181;A ;60;20181;149624;653767
653768;653768B 20181;B ;60;20181;1078127;653768
653769;653769N 20181;N ;0;20181;124991;653769
653770;653770B 20181;B ;60;20181;1078127;653770
653771;653771A 20181;A ;60;20181;1054902;653771
653772;653772A 20181;A ;9;20181;121452;653772
653773;653773C 20181;C ;9;20181;121452;653773
653774;653774D 20181;D ;9;20181;121452;653774
653775;653775L 20181;L ;0;20181;1055445;653775
653776;653776A 20181;A ;50;20181;1053574;653776
653777;653777B 20181;B ;46;20181;1099141;653777
653780;653780BP20181;BP;0;20181;1008455;653780
653781;653781A 20181;A ;18;20181;1050923;653781
653782;653782A 20181;A ;5;20181;1041665;653782
653783;653783C 20181;C ;35;20181;1052578;653783
653784;653784A 20181;A ;30;20181;150894;653784
653786;653786A 20181;A ;0;20181;151955;653786
653787;653787A 20181;A ;20;20181;1049186;653787
653788;653788A 20181;A ;25;20181;1017632;653788
653789;653789A 20181;A ;40;20181;1039351;653789
653790;653790R 20181;R ;0;20181;1073591;653790
653791;653791A 20181;A ;40;20181;1043811;653791
653793;653793B 20181;B ;40;20181;1036211;653793
653794;653794A 20181;A ;50;20181;1100815;653794
653796;653796A 20181;A ;10;20181;1064304;653796
653797;653797B 20181;B ;50;20181;1064304;653797
653798;653798C 20181;C ;50;20181;1064304;653798
653799;653799D 20181;D ;50;20181;1064304;653799
653800;653800E 20181;E ;50;20181;1064304;653800
653801;653801F 20181;F ;50;20181;1064304;653801
653802;653802G 20181;G ;20;20181;1064304;653802
653803;653803H 20181;H ;10;20181;1064304;653803
653804;653804I 20181;I ;10;20181;1064304;653804
653805;653805A 20181;A ;10;20181;1064304;653805
653806;653806B 20181;B ;50;20181;1064304;653806
653807;653807C 20181;C ;50;20181;1064304;653807
653808;653808D 20181;D ;50;20181;1064304;653808
653809;653809E 20181;E ;50;20181;1064304;653809
653810;653810F 20181;F ;50;20181;1064304;653810
653811;653811G 20181;G ;20;20181;1064304;653811
653812;653812H 20181;H ;10;20181;1064304;653812
653813;653813I 20181;I ;10;20181;1064304;653813
653814;653814ZZ20181;ZZ;0;20181;1084097;653814
653815;653815O 20181;O ;0;20181;1091883;653815
653816;653816A 20181;A ;25;20181;1103962;653816
653817;653817A 20181;A ;20;20181;1035070;653817
653823;653823C 20181;C ;30;20181;1096117;653823
653824;653824D 20181;D ;30;20181;1096117;653824
653825;653825A 20181;A ;20;20181;1027727;653825
653826;653826B 20181;B ;50;20181;54909;653826
653827;653827C 20181;C ;50;20181;54909;653827
653828;653828D 20181;D ;50;20181;54909;653828
653829;653829Q 20181;Q ;0;20181;1086065;653829
653830;653830P 20181;P ;0;20181;1045474;653830
653831;653831G 20181;G ;0;20181;763934;653831
653832;653832AA20181;AA;0;20181;1057120;653832
653833;653833BB20181;BB;0;20181;1057146;653833
653834;653834CC20181;CC;0;20181;152005;653834
653835;653835DD20181;DD;0;20181;1062930;653835
653836;653836EE20181;EE;0;20181;309257;653836
653837;653837GG20181;GG;0;20181;1045580;653837
653838;653838A 20181;A ;23;20181;1098560;653838
653839;653839C 20181;C ;75;20181;1059581;653839
653840;653840D 20181;D ;60;20181;1059581;653840
653841;653841A 20181;A ;75;20181;1059581;653841
653842;653842B 20181;B ;86;20181;1059581;653842
653843;653843A 20181;A ;40;20181;1030299;653843
653844;653844A 20181;A ;20;20181;1049267;653844
653845;653845B 20181;B ;20;20181;1049267;653845
653847;653847C 20181;C ;35;20181;150509;653847
653848;653848A 20181;A ;47;20181;1096893;653848
653849;653849A 20181;A ;40;20181;1096290;653849
653850;653850P 20181;P ;0;20181;1096575;653850
653851;653851X 20181;X ;0;20181;1055691;653851
653852;653852A 20181;A ;0;20181;1011901;653852
653853;653853MM20181;MM;0;20181;1048571;653853
653854;653854H 20181;H ;0;20181;1056662;653854
653855;653855LL20181;LL;0;20181;1050711;653855
653856;653856ZZ20181;ZZ;0;20181;149870;653856
653858;653858E 20181;E ;0;20181;1007572;653858
653859;653859DD20181;DD;0;20181;143448;653859
653860;653860T 20181;T ;0;20181;131032;653860
653861;653861D 20181;D ;0;20181;986721;653861
653862;653862C 20181;C ;30;20181;1097881;653862
653863;653863A 20181;A ;100;20181;1064304;653863
653864;653864AA20181;AA;70;20181;1107381;653864
653865;653865AB20181;AB;70;20181;1107232;653865
653866;653866AC20181;AC;70;20181;1035258;653866
653867;653867AD20181;AD;70;20181;150339;653867
653868;653868BA20181;BA;70;20181;118036;653868
653869;653869BB20181;BB;70;20181;1107224;653869
653870;653870CA20181;CA;70;20181;1103083;653870
653871;653871DA20181;DA;70;20181;1103083;653871
653872;653872EA20181;EA;70;20181;1107232;653872
653873;653873EB20181;EB;70;20181;1098527;653873
653874;653874FA20181;FA;80;20181;1098527;653874
653875;653875DB20181;DB;0;20181;150339;653875
653876;653876B 20181;B ;15;20181;1059572;653876
653878;653878B 20181;B ;25;20181;1101102;653878
653881;653881B 20181;B ;5;20181;201391;653881
653882;653882E 20181;E ;5;20181;1034821;653882
653883;653883C 20181;C ;1;20181;801089;653883
653884;653884CA20181;CA;0;20181;1084071;653884
653885;653885BQ20181;BQ;0;20181;141283;653885
653886;653886FF20181;FF;0;20181;1012606;653886
653887;653887X 20181;X ;0;20181;1032585;653887
653888;653888BB20181;BB;0;20181;1034448;653888
653889;653889P 20181;P ;0;20181;986551;653889
653891;653891O 20181;O ;0;20181;986721;653891
653892;653892R 20181;R ;0;20181;121754;653892
653893;653893J 20181;J ;0;20181;1034332;653893
653894;653894W 20181;W ;0;20181;1027735;653894
653895;653895L 20181;L ;0;20181;121754;653895
653896;653896U 20181;U ;0;20181;1035746;653896
653897;653897G 20181;G ;0;20181;1013955;653897
653898;653898M 20181;M ;0;20181;1048473;653898
653899;653899T 20181;T ;0;20181;1011901;653899
653900;653900E 20181;E ;0;20181;63304;653900
653901;653901Q 20181;Q ;0;20181;994235;653901
653902;653902K 20181;K ;0;20181;1016377;653902
653903;653903AA20181;AA;0;20181;139751;653903
653904;653904F 20181;F ;0;20181;149667;653904
653905;653905Z 20181;Z ;0;20181;1048571;653905
653906;653906I 20181;I ;0;20181;131032;653906
653907;653907N 20181;N ;0;20181;997536;653907
653908;653908A 20181;A ;36;20181;1074555;653908
653910;653910B 20181;B ;60;20181;1104195;653910
653911;653911A 20181;A ;40;20181;1080326;653911
653912;653912B 20181;B ;40;20181;1027832;653912
653913;653913C 20181;C ;40;20181;1086561;653913
653914;653914D 20181;D ;40;20181;1027832;653914
653915;653915E 20181;E ;40;20181;1107372;653915
653916;653916F 20181;F ;40;20181;1086561;653916
653917;653917A 20181;A ;40;20181;1105108;653917
653918;653918G 20181;G ;0;20181;1053531;653918
653919;653919A 20181;A ;0;20181;151955;653919
653920;653920B 20181;B ;50;20181;54909;653920
653921;653921A 20181;A ;50;20181;54909;653921
653922;653922C 20181;C ;50;20181;54909;653922
653923;653923D 20181;D ;50;20181;54909;653923
653924;653924A 20181;A ;36;20181;1075161;653924
653925;653925EQ20181;EQ;40;20181;999318;653925
653926;653926A 20181;A ;40;20181;999318;653926
653927;653927AA20181;AA;60;20181;1051253;653927
653928;653928A 20181;A ;140;20181;1078127;653928
653929;653929B 20181;B ;140;20181;1078127;653929
653930;653930D 20181;D ;50;20181;148407;653930
653931;653931C 20181;C ;50;20181;148407;653931
653932;653932A 20181;A ;0;20181;1059793;653932
653933;653933A 20181;A ;40;20181;1034910;653933
653934;653934A 20181;A ;35;20181;149217;653934
653935;653935A 20181;A ;0;20181;1044702;653935
653936;653936A 20181;A ;60;20181;1027671;653936
653937;653937A 20181;A ;30;20181;1105761;653937
653938;653938C 20181;C ;70;20181;1066234;653938
653939;653939A 20181;A ;70;20181;1023870;653939
653940;653940A 20181;A ;8;20181;1096052;653940
653941;653941C 20181;C ;8;20181;149357;653941
653944;653944H 20181;H ;0;20181;1064339;653944
653945;653945I 20181;I ;0;20181;1029088;653945
653949;653949C 20181;C ;40;20181;1104276;653949
653952;653952A 20181;A ;70;20181;993212;653952
653953;653953E 20181;E ;70;20181;1104802;653953
653954;653954B 20181;B ;70;20181;1096354;653954
653955;653955C 20181;C ;70;20181;993212;653955
653956;653956A 20181;A ;50;20181;22381;653956
653957;653957B 20181;B ;50;20181;1101757;653957
653958;653958A 20181;A ;60;20181;1017306;653958
653959;653959B 20181;B ;60;20181;1017306;653959
653960;653960A 20181;A ;0;20181;1096796;653960
653961;653961D 20181;D ;22;20181;993492;653961
653962;653962B 20181;B ;22;20181;993492;653962
653963;653963A 20181;A ;20;20181;1063189;653963
653964;653964A 20181;A ;40;20181;998320;653964
653965;653965A 20181;A ;45;20181;1054830;653965
653966;653966A 20181;A ;30;20181;1011359;653966
653967;653967A 20181;A ;50;20181;1039211;653967
653968;653968B 20181;B ;50;20181;1097741;653968
653969;653969F 20181;F ;0;20181;104191;653969
653970;653970B 20181;B ;0;20181;1045369;653970
653971;653971C 20181;C ;0;20181;989193;653971
653972;653972D 20181;D ;0;20181;984621;653972
653973;653973E 20181;E ;0;20181;1095706;653973
653974;653974M 20181;M ;0;20181;1042211;653974
653975;653975C 20181;C ;35;20181;1053906;653975
653976;653976L 20181;L ;0;20181;999393;653976
653977;653977A 20181;A ;20;20181;200841;653977
653978;653978B 20181;B ;20;20181;200841;653978
653979;653979C 20181;C ;20;20181;745731;653979
653980;653980D 20181;D ;20;20181;745731;653980
653981;653981A 20181;A ;50;20181;1049119;653981
653982;653982B 20181;B ;60;20181;1006711;653982
653983;653983A 20181;A ;15;20181;1038249;653983
653984;653984G 20181;G ;66;20181;136999;653984
653985;653985K 20181;K ;66;20181;1034090;653985
653986;653986B 20181;B ;66;20181;739286;653986
653987;653987D 20181;D ;66;20181;739286;653987
653988;653988A 20181;A ;4;20181;1064436;653988
653989;653989A 20181;A ;30;20181;755681;653989
653990;653990X 20181;X ;0;20181;1055691;653990
653991;653991G 20181;G ;0;20181;126365;653991
653992;653992D 20181;D ;0;20181;1018523;653992
653993;653993M 20181;M ;0;20181;954632;653993
653994;653994B 20181;B ;0;20181;1020099;653994
653995;653995P 20181;P ;0;20181;1096575;653995
653996;653996E 20181;E ;0;20181;1064096;653996
653998;653998C 20181;C ;30;20181;1037943;653998
653999;653999A 20181;A ;0;20181;1020099;653999
654000;654000A 20181;A ;50;20181;1060031;654000
654001;654001A 20181;A ;30;20181;137561;654001
654002;654002A 20181;A ;33;20181;700584;654002
654003;654003U 20181;U ;5;20181;1014528;654003
654004;654004V 20181;V ;5;20181;1008617;654004
654005;654005KK20181;KK;0;20181;986577;654005
654006;654006A 20181;A ;12;20181;752517;654006
654007;654007B 20181;B ;12;20181;752517;654007
654008;654008C 20181;C ;0;20181;1080911;654008
654009;654009B 20181;B ;40;20181;1016997;654009
654011;654011C 20181;C ;20;20181;1061160;654011
654012;654012O 20181;O ;0;20181;1052896;654012
654013;654013B 20181;B ;10;20181;1069420;654013
654015;654015D 20181;D ;20;20181;1038460;654015
654016;654016B 20181;B ;20;20181;1015303;654016
654017;654017A 20181;A ;40;20181;1034421;654017
654018;654018F 20181;F ;66;20181;152871;654018
654019;654019M 20181;M ;66;20181;126624;654019
654020;654020J 20181;J ;66;20181;1014153;654020
654021;654021A 20181;A ;66;20181;1049399;654021
654022;654022E 20181;E ;66;20181;1017195;654022
654023;654023L 20181;L ;66;20181;126624;654023
654024;654024I 20181;I ;66;20181;1014536;654024
654025;654025NN20181;NN;0;20181;1094122;654025
654026;654026O 20181;O ;0;20181;1013955;654026
654027;654027M 20181;M ;0;20181;1010590;654027
654028;654028K 20181;K ;0;20181;665495;654028
654029;654029EE20181;EE;0;20181;1027735;654029
654030;654030P 20181;P ;0;20181;1011693;654030
654031;654031R 20181;R ;0;20181;139751;654031
654032;654032X 20181;X ;0;20181;1032585;654032
654033;654033I 20181;I ;0;20181;504211;654033
654034;654034L 20181;L ;0;20181;121754;654034
654035;654035BB20181;BB;0;20181;1034456;654035
654036;654036V 20181;V ;0;20181;986551;654036
654037;654037CC20181;CC;0;20181;1034774;654037
654038;654038Y 20181;Y ;0;20181;1034324;654038
654039;654039S 20181;S ;0;20181;994235;654039
654040;654040AA20181;AA;0;20181;1034448;654040
654041;654041A 20181;A ;50;20181;1034791;654041
654042;654042A 20181;A ;50;20181;54909;654042
654043;654043B 20181;B ;20;20181;1027727;654043
654044;654044A 20181;A ;40;20181;1041835;654044
654045;654045P 20181;P ;0;20181;1011693;654045
654046;654046B 20181;B ;0;20181;139751;654046
654047;654047H 20181;H ;0;20181;63304;654047
654048;654048CC20181;CC;0;20181;1034774;654048
654049;654049BB20181;BB;0;20181;151785;654049
654050;654050U 20181;U ;0;20181;986721;654050
654051;654051Q 20181;Q ;0;20181;1053574;654051
654052;654052A 20181;A ;36;20181;140619;654052
654053;654053A 20181;A ;50;20181;54909;654053
654054;654054B 20181;B ;50;20181;54909;654054
654055;654055C 20181;C ;50;20181;54909;654055
654056;654056D 20181;D ;50;20181;54909;654056
654057;654057H 20181;H ;0;20181;1063928;654057
654058;654058F 20181;F ;0;20181;1063928;654058
654059;654059A 20181;A ;0;20181;1063928;654059
654060;654060B 20181;B ;0;20181;1063928;654060
654061;654061C 20181;C ;0;20181;1063928;654061
654062;654062I 20181;I ;0;20181;1063928;654062
654063;654063E 20181;E ;0;20181;1063928;654063
654064;654064A 20181;A ;60;20181;1104292;654064
654065;654065A 20181;A ;30;20181;992275;654065
654066;654066B 20181;B ;0;20181;990019;654066
654067;654067G 20181;G ;0;20181;1039504;654067
654068;654068F 20181;F ;0;20181;1096796;654068
654069;654069A 20181;A ;20;20181;1059831;654069
654070;654070B 20181;B ;20;20181;1010859;654070
654071;654071A 20181;A ;30;20181;201154;654071
654072;654072A 20181;A ;30;20181;1063961;654072
654073;654073A 20181;A ;60;20181;137511;654073
654074;654074C 20181;C ;50;20181;1036297;654074
654075;654075BB20181;BB;0;20181;90948;654075
654076;654076A 20181;A ;40;20181;1033051;654076
654077;654077B 20181;B ;40;20181;1033051;654077
654078;654078A 20181;A ;30;20181;1027409;654078
654079;654079B 20181;B ;30;20181;1027409;654079
654080;654080A 20181;A ;50;20181;137120;654080
654081;654081A 20181;A ;38;20181;120618;654081
654082;654082A 20181;A ;36;20181;1068512;654082
654083;654083B 20181;B ;36;20181;1068512;654083
654084;654084C 20181;C ;36;20181;202908;654084
654085;654085D 20181;D ;36;20181;202908;654085
654086;654086A 20181;A ;20;20181;1064487;654086
654087;654087A 20181;A ;40;20181;1040804;654087
654088;654088A 20181;A ;40;20181;1096290;654088
654089;654089A 20181;A ;20;20181;1043331;654089
654090;654090P 20181;P ;50;20181;54909;654090
654091;654091O 20181;O ;50;20181;54909;654091
654092;654092Q 20181;Q ;50;20181;54909;654092
654093;654093R 20181;R ;50;20181;54909;654093
654094;654094S 20181;S ;50;20181;54909;654094
654095;654095T 20181;T ;50;20181;54909;654095
654096;654096A 20181;A ;50;20181;994197;654096
654097;654097B 20181;B ;50;20181;1098764;654097
654098;654098A 20181;A ;40;20181;1042840;654098
654099;654099A 20181;A ;25;20181;1080318;654099
654101;654101A 20181;A ;40;20181;1057294;654101
654102;654102B 20181;B ;18;20181;1055445;654102
654103;654103A 20181;A ;18;20181;1055445;654103
654104;654104A 20181;A ;0;20181;151955;654104
654105;654105A 20181;A ;10;20181;1029070;654105
654106;654106B 20181;B ;10;20181;1057782;654106
654107;654107B 20181;B ;40;20181;136719;654107
654108;654108A 20181;A ;35;20181;139785;654108
654109;654109GG20181;GG;0;20181;1060520;654109
654110;654110CC20181;CC;0;20181;1083490;654110
654111;654111II20181;II;0;20181;43702;654111
654112;654112Z 20181;Z ;0;20181;140392;654112
654113;654113FF20181;FF;0;20181;1060287;654113
654114;654114B 20181;B ;20;20181;1063936;654114
654116;654116A 20181;A ;40;20181;872415;654116
654118;654118GE20181;GE;0;20181;1061291;654118
654119;654119C 20181;C ;15;20181;1059521;654119
654120;654120A 20181;A ;15;20181;1097814;654120
654121;654121B 20181;B ;15;20181;1039059;654121
654122;654122A 20181;A ;40;20181;1036262;654122
654123;654123A 20181;A ;0;20181;1020099;654123
654124;654124A 20181;A ;35;20181;1017641;654124
654125;654125C 20181;C ;30;20181;1048210;654125
654126;654126A 20181;A ;30;20181;150517;654126
654127;654127B 20181;B ;30;20181;1079328;654127
654128;654128A 20181;A ;76;20181;1042211;654128
654129;654129B 20181;B ;79;20181;1091883;654129
654130;654130K 20181;K ;0;20181;1017781;654130
654131;654131L 20181;L ;0;20181;744026;654131
654132;654132B 20181;B ;0;20181;1036378;654132
