cod_materia;cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_disciplina
647642;647642A 20181;A ;40;20181;136093;647642
647643;647643L 20181;L ;0;20181;1051318;647643
647644;647644M 20181;M ;0;20181;1055674;647644
647645;647645XX20181;XX;0;20181;1054163;647645
647646;647646A 20181;A ;13;20181;31259;647646
647647;647647C 20181;C ;13;20181;1091221;647647
647648;647648D 20181;D ;13;20181;1017217;647648
647649;647649A 20181;A ;0;20181;745944;647649
647651;647651MM20181;MM;0;20181;665495;647651
647652;647652A 20181;A ;40;20181;1064941;647652
647654;647654A 20181;A ;30;20181;1027719;647654
647655;647655B 20181;B ;30;20181;1027808;647655
647656;647656B 20181;B ;120;20181;149225;647656
647657;647657C 20181;C ;120;20181;993930;647657
647658;647658A 20181;A ;40;20181;1108221;647658
647659;647659A 20181;A ;30;20181;987956;647659
647660;647660A 20181;A ;40;20181;728535;647660
647661;647661A 20181;A ;0;20181;1018523;647661
647662;647662A 20181;A ;55;20181;917613;647662
647663;647663A 20181;A ;0;20181;989479;647663
647664;647664DD20181;DD;35;20181;1043455;647664
647665;647665A 20181;A ;30;20181;1046942;647665
647666;647666B 20181;B ;35;20181;1076949;647666
647667;647667A 20181;A ;40;20181;1062557;647667
647668;647668A 20181;A ;45;20181;1057545;647668
647669;647669B 20181;B ;0;20181;1042823;647669
647670;647670H 20181;H ;0;20181;1070754;647670
647671;647671I 20181;I ;0;20181;1034791;647671
647672;647672A 20181;A ;0;20181;1055569;647672
647673;647673K 20181;K ;0;20181;1070398;647673
647674;647674J 20181;J ;0;20181;1064100;647674
647675;647675A 20181;A ;25;20181;1097091;647675
647676;647676B 20181;B ;25;20181;1102214;647676
647677;647677A 20181;A ;25;20181;1097393;647677
647678;647678B 20181;B ;25;20181;1055569;647678
647679;647679A 20181;A ;30;20181;1094157;647679
647680;647680F 20181;F ;47;20181;1103717;647680
647681;647681E 20181;E ;37;20181;1017268;647681
647682;647682A 20181;A ;45;20181;1098489;647682
647683;647683B 20181;B ;35;20181;1038486;647683
647684;647684G 20181;G ;38;20181;1103717;647684
647685;647685C 20181;C ;40;20181;1009451;647685
647686;647686H 20181;H ;38;20181;1091280;647686
647687;647687A 20181;A ;20;20181;1045172;647687
647688;647688A 20181;A ;33;20181;152439;647688
647690;647690A 20181;A ;40;20181;1109031;647690
647691;647691D 20181;D ;15;20181;1104144;647691
647692;647692C 20181;C ;15;20181;1074423;647692
647693;647693A 20181;A ;20;20181;201979;647693
647694;647694B 20181;B ;20;20181;1020692;647694
647695;647695A 20181;A ;0;20181;1064096;647695
647696;647696D 20181;D ;55;20181;1027344;647696
647697;647697A 20181;A ;40;20181;801089;647697
647698;647698A 20181;A ;50;20181;1010972;647698
647699;647699A 20181;A ;0;20181;1027727;647699
647700;647700P 20181;P ;0;20181;745731;647700
647701;647701Q 20181;Q ;0;20181;1034979;647701
647702;647702M 20181;M ;0;20181;1036831;647702
647703;647703N 20181;N ;0;20181;1019864;647703
647704;647704O 20181;O ;0;20181;999474;647704
647705;647705D 20181;D ;0;20181;1018370;647705
647706;647706E 20181;E ;0;20181;1082442;647706
647707;647707B 20181;B ;50;20181;137511;647707
647708;647708A 20181;A ;45;20181;1064134;647708
647709;647709A 20181;A ;0;20181;146081;647709
647710;647710A 20181;A ;29;20181;1045547;647710
647711;647711A 20181;A ;44;20181;1017110;647711
647713;647713A 20181;A ;0;20181;1045172;647713
647715;647715P 20181;P ;50;20181;54909;647715
647716;647716E 20181;E ;1;20181;54747;647716
647717;647717R 20181;R ;50;20181;54909;647717
647718;647718S 20181;S ;50;20181;54909;647718
647719;647719O 20181;O ;50;20181;54909;647719
647720;647720T 20181;T ;50;20181;54909;647720
647721;647721N 20181;N ;50;20181;54909;647721
647722;647722Q 20181;Q ;50;20181;54909;647722
647723;647723C 20181;C ;18;20181;1055445;647723
647724;647724E 20181;E ;18;20181;1055445;647724
647725;647725D 20181;D ;0;20181;992321;647725
647726;647726A 20181;A ;40;20181;992321;647726
647727;647727B 20181;B ;30;20181;1018001;647727
647728;647728A 20181;A ;30;20181;1066188;647728
647729;647729B 20181;B ;31;20181;1064118;647729
647730;647730D 20181;D ;30;20181;1040421;647730
647732;647732C 20181;C ;30;20181;150029;647732
647733;647733A 20181;A ;0;20181;1051474;647733
647734;647734A 20181;A ;5;20181;145688;647734
647735;647735B 20181;B ;5;20181;1106708;647735
647736;647736C 20181;C ;5;20181;150371;647736
647737;647737A 20181;A ;15;20181;1044737;647737
647738;647738E 20181;E ;40;20181;1045814;647738
647739;647739B 20181;B ;15;20181;1044737;647739
647740;647740C 20181;C ;15;20181;1044737;647740
647741;647741D 20181;D ;50;20181;1106660;647741
647742;647742A 20181;A ;15;20181;1066536;647742
647743;647743A 20181;A ;20;20181;140538;647743
647744;647744B 20181;B ;0;20181;148911;647744
647745;647745A 20181;A ;0;20181;700410;647745
647746;647746C 20181;C ;0;20181;1026780;647746
647747;647747A 20181;A ;61;20181;146625;647747
647748;647748B 20181;B ;60;20181;665274;647748
647749;647749A 20181;A ;30;20181;130427;647749
647750;647750A 20181;A ;75;20181;137260;647750
647751;647751B 20181;B ;75;20181;152251;647751
647752;647752A 20181;A ;40;20181;1043145;647752
647753;647753C 20181;C ;0;20181;150509;647753
647754;647754A 20181;A ;60;20181;309265;647754
647755;647755B 20181;B ;60;20181;1048015;647755
647757;647757C 20181;C ;40;20181;1017250;647757
647758;647758F 20181;F ;40;20181;148148;647758
647759;647759E 20181;E ;40;20181;149951;647759
647760;647760A 20181;A ;40;20181;148148;647760
647761;647761B 20181;B ;40;20181;1017250;647761
647762;647762D 20181;D ;30;20181;1017250;647762
647763;647763B 20181;B ;50;20181;1042467;647763
647764;647764A 20181;A ;50;20181;1042467;647764
647765;647765A 20181;A ;0;20181;1014994;647765
647766;647766B 20181;B ;0;20181;1048546;647766
647767;647767C 20181;C ;0;20181;1025317;647767
647768;647768D 20181;D ;0;20181;1052471;647768
647769;647769A 20181;A ;30;20181;1035886;647769
647770;647770A 20181;A ;40;20181;1030299;647770
647771;647771A 20181;A ;40;20181;1097369;647771
647772;647772A 20181;A ;20;20181;734721;647772
647773;647773A 20181;A ;40;20181;1055241;647773
647774;647774A 20181;A ;20;20181;148121;647774
647775;647775A 20181;A ;95;20181;1044052;647775
647776;647776C 20181;C ;60;20181;999393;647776
647777;647777A 20181;A ;20;20181;54909;647777
647778;647778B 20181;B ;50;20181;1098764;647778
647779;647779C 20181;C ;50;20181;1046144;647779
647780;647780A 20181;A ;50;20181;1035134;647780
647781;647781J 20181;J ;0;20181;1030647;647781
647782;647782O 20181;O ;0;20181;1028707;647782
647783;647783K 20181;K ;0;20181;1094921;647783
647784;647784B 20181;B ;0;20181;1013769;647784
647785;647785T 20181;T ;0;20181;1017438;647785
647786;647786L 20181;L ;0;20181;1074601;647786
647787;647787F 20181;F ;0;20181;1032402;647787
647788;647788S 20181;S ;0;20181;1003836;647788
647789;647789R 20181;R ;0;20181;510611;647789
647790;647790D 20181;D ;0;20181;1094874;647790
647791;647791V 20181;V ;0;20181;1027778;647791
647792;647792G 20181;G ;0;20181;1016491;647792
647793;647793A 20181;A ;0;20181;1038133;647793
647794;647794U 20181;U ;0;20181;1043081;647794
647795;647795E 20181;E ;0;20181;1028197;647795
647796;647796M 20181;M ;0;20181;1011910;647796
647797;647797C 20181;C ;0;20181;151297;647797
647798;647798X 20181;X ;0;20181;897272;647798
647799;647799H 20181;H ;0;20181;1036726;647799
647800;647800P 20181;P ;0;20181;1010379;647800
647801;647801N 20181;N ;0;20181;763403;647801
647802;647802B 20181;B ;1;20181;147559;647802
647803;647803B 20181;B ;20;20181;1036831;647803
647804;647804C 20181;C ;20;20181;1042483;647804
647805;647805D 20181;D ;20;20181;1042483;647805
647806;647806E 20181;E ;20;20181;1036831;647806
647809;647809A 20181;A ;60;20181;1049119;647809
647810;647810A 20181;A ;50;20181;1029070;647810
647811;647811A 20181;A ;30;20181;1014447;647811
647812;647812A 20181;A ;40;20181;1074768;647812
647813;647813A 20181;A ;25;20181;736104;647813
647814;647814A 20181;A ;0;20181;743194;647814
647815;647815B 20181;B ;0;20181;1095994;647815
647817;647817D 20181;D ;0;20181;1014366;647817
647818;647818G 20181;G ;0;20181;995533;647818
647819;647819C 20181;C ;0;20181;951374;647819
647821;647821B 20181;B ;0;20181;1095366;647821
647822;647822H 20181;H ;0;20181;1025911;647822
647823;647823A 20181;A ;0;20181;1030566;647823
647824;647824F 20181;F ;0;20181;1044524;647824
647825;647825A 20181;A ;40;20181;1050303;647825
647826;647826B 20181;B ;40;20181;1038508;647826
647827;647827A 20181;A ;55;20181;1028995;647827
647828;647828A 20181;A ;50;20181;1027328;647828
647829;647829D 20181;D ;0;20181;745944;647829
647830;647830A 20181;A ;20;20181;203416;647830
647831;647831B 20181;B ;20;20181;203416;647831
647832;647832C 20181;C ;30;20181;745944;647832
647833;647833A 20181;A ;50;20181;1048597;647833
647834;647834B 20181;B ;40;20181;1057049;647834
647836;647836B 20181;B ;40;20181;1108816;647836
647837;647837A 20181;A ;40;20181;1038508;647837
647838;647838B 20181;B ;40;20181;1055984;647838
647839;647839A 20181;A ;50;20181;1098977;647839
647840;647840A 20181;A ;35;20181;1055801;647840
647841;647841C 20181;C ;40;20181;146641;647841
647843;647843A 20181;A ;25;20181;1057952;647843
647844;647844B 20181;B ;25;20181;1057952;647844
647845;647845C 20181;C ;25;20181;1057952;647845
647846;647846D 20181;D ;25;20181;1057952;647846
647847;647847I 20181;I ;0;20181;1070371;647847
647848;647848A 20181;A ;0;20181;1074539;647848
647849;647849L 20181;L ;0;20181;1048007;647849
647850;647850G 20181;G ;0;20181;119024;647850
647851;647851H 20181;H ;0;20181;1048830;647851
647852;647852I 20181;I ;0;20181;148041;647852
647853;647853D 20181;D ;0;20181;131318;647853
647854;647854E 20181;E ;0;20181;992089;647854
647855;647855J 20181;J ;0;20181;993344;647855
647856;647856M 20181;M ;0;20181;1029495;647856
647857;647857N 20181;N ;0;20181;1091930;647857
647858;647858F 20181;F ;0;20181;1075837;647858
647859;647859A 20181;A ;0;20181;1086537;647859
647860;647860B 20181;B ;0;20181;126039;647860
647861;647861C 20181;C ;0;20181;151793;647861
647862;647862A 20181;A ;20;20181;1065017;647862
647863;647863A 20181;A ;40;20181;117277;647863
647864;647864B 20181;B ;40;20181;117277;647864
647865;647865A 20181;A ;60;20181;1016270;647865
647866;647866B 20181;B ;60;20181;1016270;647866
647867;647867A 20181;A ;25;20181;1040987;647867
647868;647868A 20181;A ;40;20181;139246;647868
647869;647869A 20181;A ;60;20181;1098721;647869
647871;647871A 20181;A ;40;20181;994235;647871
647872;647872M 20181;M ;0;20181;151921;647872
647873;647873J 20181;J ;0;20181;1043692;647873
647874;647874A 20181;A ;60;20181;1064169;647874
647875;647875A 20181;A ;60;20181;1078127;647875
647876;647876A 20181;A ;40;20181;731811;647876
647877;647877A 20181;A ;30;20181;1014269;647877
647878;647878B 20181;B ;30;20181;1009893;647878
647879;647879B 20181;B ;40;20181;1098489;647879
647880;647880A 20181;A ;37;20181;1013921;647880
647883;647883GG20181;GG;0;20181;1050711;647883
647884;647884HH20181;HH;0;20181;1056662;647884
647885;647885X 20181;X ;0;20181;994235;647885
647886;647886DD20181;DD;0;20181;309940;647886
647887;647887K 20181;K ;0;20181;1011693;647887
647888;647888CC20181;CC;0;20181;1054791;647888
647889;647889Y 20181;Y ;0;20181;149870;647889
647890;647890AA20181;AA;0;20181;1016377;647890
647891;647891EE20181;EE;0;20181;1032585;647891
647892;647892MM20181;MM;0;20181;1054791;647892
647893;647893V 20181;V ;0;20181;1036602;647893
647894;647894Q 20181;Q ;0;20181;986551;647894
647895;647895L 20181;L ;0;20181;121754;647895
647897;647897R 20181;R ;0;20181;986721;647897
647898;647898I 20181;I ;0;20181;1053574;647898
647899;647899E 20181;E ;0;20181;63304;647899
647900;647900A 20181;A ;0;20181;504211;647900
647901;647901U 20181;U ;0;20181;1035746;647901
647902;647902B 20181;B ;0;20181;121452;647902
647903;647903AZ20181;AZ;0;20181;1034456;647903
647905;647905Z 20181;Z ;0;20181;1034774;647905
647906;647906N 20181;N ;0;20181;131032;647906
647907;647907H 20181;H ;0;20181;1010590;647907
647908;647908O 20181;O ;0;20181;139751;647908
647909;647909G 20181;G ;0;20181;149667;647909
647910;647910P 20181;P ;0;20181;1027654;647910
647911;647911W 20181;W ;0;20181;1027735;647911
647912;647912BB20181;BB;0;20181;1048571;647912
647913;647913M 20181;M ;0;20181;1011901;647913
647914;647914T 20181;T ;0;20181;1035011;647914
647915;647915S 20181;S ;0;20181;1034324;647915
647916;647916D 20181;D ;0;20181;1007572;647916
647917;647917C 20181;C ;0;20181;152145;647917
647918;647918A 20181;A ;0;20181;700410;647918
647919;647919E 20181;E ;0;20181;148911;647919
647920;647920G 20181;G ;0;20181;1059971;647920
647921;647921H 20181;H ;0;20181;1059831;647921
647922;647922D 20181;D ;0;20181;1029673;647922
647923;647923D 20181;D ;3;20181;1052551;647923
647924;647924E 20181;E ;3;20181;150878;647924
647925;647925F 20181;F ;5;20181;1096541;647925
647926;647926G 20181;G ;3;20181;1056123;647926
647927;647927H 20181;H ;1;20181;1077091;647927
647928;647928LL20181;LL;0;20181;1070380;647928
647929;647929F 20181;F ;0;20181;1073711;647929
647930;647930A 20181;A ;0;20181;1043692;647930
647931;647931C 20181;C ;0;20181;1018370;647931
647932;647932B 20181;B ;0;20181;1034529;647932
647933;647933J 20181;J ;0;20181;993344;647933
647934;647934K 20181;K ;0;20181;1042815;647934
647935;647935L 20181;L ;0;20181;1022547;647935
647936;647936G 20181;G ;0;20181;148300;647936
647937;647937H 20181;H ;0;20181;151921;647937
647938;647938I 20181;I ;0;20181;1082442;647938
647939;647939A 20181;A ;40;20181;1035975;647939
647940;647940A 20181;A ;40;20181;1049054;647940
647942;647942A 20181;A ;32;20181;1048660;647942
647943;647943A 20181;A ;40;20181;1074865;647943
647944;647944A 20181;A ;60;20181;121649;647944
647945;647945A 20181;A ;0;20181;1096796;647945
647946;647946B 20181;B ;0;20181;1039504;647946
647947;647947A 20181;A ;0;20181;126365;647947
647948;647948A 20181;A ;0;20181;1039504;647948
647949;647949B 20181;B ;30;20181;1036122;647949
647950;647950A 20181;A ;30;20181;1036122;647950
647952;647952B 20181;B ;0;20181;1039504;647952
647953;647953A 20181;A ;0;20181;126365;647953
647954;647954A 20181;A ;0;20181;1105051;647954
647955;647955A 20181;A ;0;20181;1105051;647955
647956;647956A 20181;A ;30;20181;1015796;647956
647957;647957B 20181;B ;40;20181;1015796;647957
647958;647958A 20181;A ;50;20181;1094793;647958
647959;647959A 20181;A ;0;20181;1004972;647959
647960;647960I 20181;I ;0;20181;150223;647960
647961;647961A 20181;A ;70;20181;1023349;647961
647962;647962A 20181;A ;0;20181;1018523;647962
647963;647963A 20181;A ;0;20181;1018523;647963
647964;647964A 20181;A ;50;20181;1063227;647964
647965;647965A 20181;A ;45;20181;139246;647965
647966;647966A 20181;A ;28;20181;1102010;647966
647968;647968A 20181;A ;20;20181;1039083;647968
647969;647969B 20181;B ;20;20181;1039083;647969
647970;647970B 20181;B ;60;20181;1100874;647970
647971;647971A 20181;A ;70;20181;1100874;647971
647972;647972A 20181;A ;36;20181;731811;647972
647974;647974A 20181;A ;50;20181;1062832;647974
647975;647975E 20181;E ;30;20181;54747;647975
647976;647976D 20181;D ;50;20181;1060597;647976
647977;647977A 20181;A ;16;20181;1080652;647977
647978;647978B 20181;B ;16;20181;1080652;647978
647979;647979AA20181;AA;0;20181;1029720;647979
647983;647983B 20181;B ;40;20181;1048368;647983
647984;647984H 20181;H ;0;20181;137634;647984
647985;647985I 20181;I ;0;20181;1029312;647985
647986;647986AB20181;AB;0;20181;1086324;647986
647987;647987AC20181;AC;0;20181;617181;647987
647988;647988J 20181;J ;0;20181;1045113;647988
647989;647989K 20181;K ;0;20181;151777;647989
647990;647990L 20181;L ;0;20181;148181;647990
647991;647991M 20181;M ;0;20181;1049135;647991
647992;647992N 20181;N ;0;20181;152510;647992
647993;647993O 20181;O ;0;20181;1049186;647993
647994;647994P 20181;P ;0;20181;145815;647994
647995;647995Q 20181;Q ;0;20181;1048210;647995
647996;647996R 20181;R ;0;20181;1085077;647996
647997;647997S 20181;S ;0;20181;1074423;647997
647998;647998T 20181;T ;0;20181;1039652;647998
647999;647999U 20181;U ;0;20181;146994;647999
648000;648000V 20181;V ;0;20181;1086324;648000
648001;648001W 20181;W ;0;20181;146617;648001
648002;648002X 20181;X ;0;20181;1040171;648002
648003;648003Y 20181;Y ;0;20181;989401;648003
648004;648004Z 20181;Z ;0;20181;1086324;648004
648005;648005E 20181;E ;0;20181;131156;648005
648006;648006A 20181;A ;45;20181;1044893;648006
648007;648007A 20181;A ;0;20181;122203;648007
648008;648008A 20181;A ;40;20181;1060244;648008
648009;648009A 20181;A ;40;20181;150061;648009
648010;648010B 20181;B ;30;20181;100480;648010
648012;648012B 20181;B ;60;20181;1097598;648012
648013;648013C 20181;C ;60;20181;1078127;648013
648014;648014A 20181;A ;10;20181;1063871;648014
648015;648015B 20181;B ;10;20181;1063871;648015
648016;648016D 20181;D ;0;20181;878979;648016
648017;648017E 20181;E ;0;20181;1049127;648017
648018;648018B 20181;B ;0;20181;988189;648018
648019;648019C 20181;C ;0;20181;137651;648019
648020;648020F 20181;F ;0;20181;1086324;648020
648021;648021G 20181;G ;0;20181;201979;648021
648022;648022B 20181;B ;40;20181;1049143;648022
648023;648023A 20181;A ;40;20181;1099175;648023
648024;648024A 20181;A ;20;20181;147672;648024
648025;648025A 20181;A ;40;20181;1064177;648025
648026;648026F 20181;F ;0;20181;1019945;648026
648027;648027E 20181;E ;0;20181;885029;648027
648028;648028G 20181;G ;0;20181;140864;648028
648029;648029K 20181;K ;0;20181;1059858;648029
648030;648030H 20181;H ;0;20181;148032;648030
648031;648031A 20181;A ;0;20181;123889;648031
648032;648032J 20181;J ;0;20181;1039075;648032
648033;648033C 20181;C ;0;20181;134791;648033
648034;648034I 20181;I ;0;20181;995592;648034
648035;648035B 20181;B ;0;20181;998788;648035
648036;648036A 20181;A ;0;20181;109312;648036
648037;648037B 20181;B ;0;20181;138053;648037
648038;648038C 20181;C ;0;20181;138053;648038
648039;648039A 20181;A ;40;20181;1086049;648039
648040;648040L 20181;L ;0;20181;743194;648040
648041;648041M 20181;M ;0;20181;1053795;648041
648042;648042A 20181;A ;0;20181;1042726;648042
648043;648043B 20181;B ;0;20181;151173;648043
648044;648044F 20181;F ;0;20181;140210;648044
648045;648045G 20181;G ;0;20181;1033930;648045
648046;648046H 20181;H ;0;20181;1051989;648046
648047;648047I 20181;I ;0;20181;1017128;648047
648048;648048J 20181;J ;0;20181;148130;648048
648049;648049L 20181;L ;0;20181;1053825;648049
648050;648050N 20181;N ;0;20181;1038541;648050
648051;648051P 20181;P ;0;20181;1070363;648051
648052;648052Q 20181;Q ;0;20181;147869;648052
648053;648053R 20181;R ;0;20181;745537;648053
648054;648054S 20181;S ;0;20181;1017080;648054
648055;648055A 20181;A ;40;20181;1041835;648055
648056;648056A 20181;A ;50;20181;1045261;648056
648057;648057A 20181;A ;10;20181;140538;648057
648060;648060C 20181;C ;100;20181;1014293;648060
648061;648061A 20181;A ;45;20181;1033719;648061
648063;648063A 20181;A ;45;20181;1084810;648063
648064;648064C 20181;C ;0;20181;118001;648064
648066;648066A 20181;A ;0;20181;1077091;648066
648067;648067B 20181;B ;0;20181;1043587;648067
648068;648068E 20181;E ;0;20181;127311;648068
648070;648070B 20181;B ;40;20181;1030299;648070
648071;648071A 20181;A ;36;20181;973912;648071
648072;648072A 20181;A ;35;20181;1034456;648072
648073;648073B 20181;B ;45;20181;997536;648073
648074;648074C 20181;C ;35;20181;1034448;648074
648075;648075A 20181;A ;0;20181;743194;648075
648076;648076B 20181;B ;0;20181;1095994;648076
648077;648077A 20181;A ;0;20181;1053353;648077
648078;648078B 20181;B ;0;20181;1042467;648078
648079;648079C 20181;C ;0;20181;1030965;648079
648080;648080D 20181;D ;0;20181;1019481;648080
648081;648081E 20181;E ;0;20181;1039547;648081
648082;648082F 20181;F ;0;20181;134716;648082
648083;648083G 20181;G ;0;20181;1036297;648083
648084;648084H 20181;H ;0;20181;1046144;648084
648085;648085I 20181;I ;0;20181;152625;648085
648086;648086A 20181;A ;50;20181;1099515;648086
648087;648087A 20181;A ;40;20181;1105493;648087
648088;648088C 20181;C ;10;20181;1042360;648088
648089;648089A 20181;A ;10;20181;1103636;648089
648090;648090B 20181;B ;10;20181;1103644;648090
648092;648092A 20181;A ;30;20181;149047;648092
648093;648093A 20181;A ;80;20181;1027352;648093
648094;648094B 20181;B ;80;20181;743712;648094
648095;648095A 20181;A ;20;20181;151939;648095
648096;648096B 20181;B ;20;20181;1034979;648096
648097;648097C 20181;C ;20;20181;1034979;648097
648098;648098D 20181;D ;20;20181;1034979;648098
648099;648099E 20181;E ;20;20181;1034979;648099
648100;648100A 20181;A ;18;20181;150762;648100
648101;648101B 20181;B ;18;20181;149039;648101
648102;648102C 20181;C ;18;20181;149039;648102
648103;648103D 20181;D ;18;20181;149039;648103
648104;648104C 20181;C ;15;20181;1101854;648104
648105;648105L 20181;L ;0;20181;995681;648105
648106;648106H 20181;H ;0;20181;1008617;648106
648108;648108ZZ20181;ZZ;1;20181;1045903;648108
648109;648109YY20181;YY;0;20181;1051628;648109
648110;648110II20181;II;0;20181;1045270;648110
648111;648111K 20181;K ;0;20181;1051083;648111
648112;648112NN20181;NN;0;20181;1042971;648112
648113;648113OO20181;OO;0;20181;1045903;648113
648114;648114U 20181;U ;0;20181;1008927;648114
648115;648115PP20181;PP;0;20181;1047655;648115
648116;648116Q 20181;Q ;0;20181;131270;648116
648117;648117LL20181;LL;1;20181;995363;648117
648118;648118B 20181;B ;12;20181;1045512;648118
648119;648119A 20181;A ;50;20181;1071971;648119
648120;648120A 20181;A ;20;20181;993743;648120
648121;648121A 20181;A ;45;20181;1047477;648121
648122;648122B 20181;B ;45;20181;1107291;648122
648123;648123A 20181;A ;7;20181;1041002;648123
648124;648124A 20181;A ;0;20181;1105051;648124
648125;648125A 20181;A ;26;20181;1100009;648125
648126;648126B 20181;B ;50;20181;1041584;648126
648127;648127C 20181;C ;12;20181;151386;648127
648128;648128A 20181;A ;13;20181;1010557;648128
648129;648129B 20181;B ;40;20181;138321;648129
648130;648130F 20181;F ;0;20181;1051059;648130
648131;648131A 20181;A ;40;20181;1029720;648131
648132;648132X 20181;X ;0;20181;1018183;648132
648133;648133Z 20181;Z ;0;20181;822701;648133
648134;648134XX20181;XX;0;20181;1036734;648134
648135;648135TT20181;TT;0;20181;1084232;648135
648136;648136GG20181;GG;0;20181;1094777;648136
648137;648137AG20181;AG;0;20181;1077635;648137
648140;648140A 20181;A ;50;20181;1075837;648140
648141;648141TT20181;TT;10;20181;1001531;648141
648142;648142D 20181;D ;0;20181;152561;648142
648143;648143D 20181;D ;20;20181;1055925;648143
648144;648144C 20181;C ;40;20181;200573;648144
648145;648145B 20181;B ;0;20181;1096567;648145
648146;648146C 20181;C ;0;20181;1093533;648146
648147;648147D 20181;D ;0;20181;1093533;648147
648148;648148I 20181;I ;0;20181;1070371;648148
648149;648149A 20181;A ;0;20181;1038133;648149
648150;648150E 20181;E ;0;20181;1028197;648150
648151;648151L 20181;L ;0;20181;1074601;648151
648152;648152F 20181;F ;0;20181;1032402;648152
648153;648153A 20181;A ;34;20181;1038982;648153
648154;648154A 20181;A ;20;20181;152587;648154
648155;648155A 20181;A ;60;20181;1092022;648155
648156;648156A 20181;A ;40;20181;1037170;648156
648157;648157A 20181;A ;30;20181;1095366;648157
648158;648158A 20181;A ;40;20181;1042726;648158
648159;648159B 20181;B ;40;20181;146081;648159
648160;648160A 20181;A ;0;20181;1099906;648160
648161;648161A 20181;A ;50;20181;1019970;648161
648163;648163A 20181;A ;0;20181;1055691;648163
648164;648164A 20181;A ;0;20181;1055691;648164
648165;648165A 20181;A ;130;20181;1064037;648165
648167;648167A 20181;A ;40;20181;120791;648167
648168;648168A 20181;A ;30;20181;1063847;648168
648170;648170A 20181;A ;30;20181;1053396;648170
648171;648171A 20181;A ;25;20181;1064339;648171
648172;648172A 20181;A ;18;20181;1066897;648172
648173;648173B 20181;B ;18;20181;1066897;648173
648174;648174A 20181;A ;30;20181;1009265;648174
648175;648175B 20181;B ;30;20181;1096095;648175
648176;648176I 20181;I ;55;20181;1094874;648176
648177;648177C 20181;C ;40;20181;130249;648177
648179;648179A 20181;A ;20;20181;136727;648179
648180;648180B 20181;B ;15;20181;1079514;648180
648181;648181A 20181;A ;40;20181;1035061;648181
648182;648182B 20181;B ;30;20181;1042904;648182
648183;648183A 20181;A ;50;20181;1070398;648183
648184;648184A 20181;A ;50;20181;54747;648184
648185;648185B 20181;B ;50;20181;54747;648185
648186;648186C 20181;C ;50;20181;54747;648186
648187;648187D 20181;D ;50;20181;54747;648187
648188;648188A 20181;A ;0;20181;1041436;648188
648189;648189B 20181;B ;0;20181;1043561;648189
648190;648190A 20181;A ;50;20181;202991;648190
648191;648191A 20181;A ;10;20181;1036157;648191
648192;648192B 20181;B ;10;20181;1036157;648192
648193;648193C 20181;C ;10;20181;1036157;648193
648194;648194D 20181;D ;10;20181;1036157;648194
648195;648195E 20181;E ;10;20181;1036157;648195
648196;648196F 20181;F ;6;20181;1036157;648196
648197;648197A 20181;A ;32;20181;1018949;648197
648198;648198B 20181;B ;30;20181;1076604;648198
648199;648199B 20181;B ;90;20181;1015150;648199
648200;648200D 20181;D ;80;20181;993956;648200
648201;648201K 20181;K ;85;20181;887013;648201
648202;648202F 20181;F ;110;20181;993956;648202
648203;648203E 20181;E ;80;20181;1015150;648203
648204;648204N 20181;N ;80;20181;124931;648204
648205;648205C 20181;C ;90;20181;124931;648205
648206;648206A 20181;A ;80;20181;1105914;648206
648208;648208A 20181;A ;25;20181;127892;648208
648210;648210B 20181;B ;40;20181;1037358;648210
648211;648211A 20181;A ;40;20181;1051989;648211
648212;648212B 20181;B ;30;20181;1043781;648212
648213;648213A 20181;A ;38;20181;1095471;648213
648214;648214A 20181;A ;14;20181;1017594;648214
648215;648215B 20181;B ;13;20181;1017594;648215
648216;648216C 20181;C ;14;20181;1017594;648216
648217;648217A 20181;A ;30;20181;1037561;648217
648218;648218A 20181;A ;45;20181;744026;648218
648219;648219A 20181;A ;0;20181;151955;648219
648220;648220A 20181;A ;60;20181;1019830;648220
648221;648221B 20181;B ;60;20181;1078127;648221
648222;648222A 20181;A ;60;20181;1000446;648222
648223;648223A 20181;A ;50;20181;988162;648223
648224;648224A 20181;A ;28;20181;1032674;648224
648225;648225A 20181;A ;50;20181;1045857;648225
648226;648226B 20181;B ;40;20181;1094203;648226
648227;648227B 20181;B ;45;20181;1063995;648227
648228;648228A 20181;A ;45;20181;1050117;648228
648229;648229A 20181;A ;20;20181;518310;648229
648230;648230A 20181;A ;0;20181;1050028;648230
648242;648242A 20181;A ;82;20181;1105281;648242
648243;648243B 20181;B ;80;20181;1104217;648243
648244;648244C 20181;C ;80;20181;73296;648244
648245;648245A 20181;A ;30;20181;149047;648245
648246;648246A 20181;A ;40;20181;885029;648246
648247;648247A 20181;A ;40;20181;1091450;648247
648249;648249A 20181;A ;30;20181;1091964;648249
648250;648250A 20181;A ;60;20181;1061925;648250
648251;648251B 20181;B ;60;20181;1078127;648251
648252;648252A 20181;A ;50;20181;1051318;648252
648253;648253A 20181;A ;20;20181;998834;648253
648255;648255A 20181;A ;50;20181;1053787;648255
648256;648256ZP20181;ZP;0;20181;1017993;648256
648257;648257G 20181;G ;0;20181;1048848;648257
648258;648258K 20181;K ;0;20181;151998;648258
648259;648259J 20181;J ;0;20181;993158;648259
