cod_disciplina;nome_disciplina;creditos;cod_departamento;sigla_departamento;nome_departamento
102903;Estágio Supervisionado 1                                              ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
102911;Estágio Supervisionado 2                                              ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
102920;Trabalho de Conclusao de Curso 1                                      ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
102938;Trabalho de Conclusao de Curso 2                                      ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
102946;Planejamento e Gestao em Turismo 2                                    ;4;56;CET         ;Centro de Excelencia em Turismo                   
102954;Fundamentos de Estatística Aplicado ao Turismo                        ;2;56;CET         ;Centro de Excelencia em Turismo                   
102962;Projeto Integrador em Turismo 3                                       ;2;56;CET         ;Centro de Excelencia em Turismo                   
102971;Estágio Supervisionado 2                                              ;4;56;CET         ;Centro de Excelencia em Turismo                   
102989;Seminários em Turismo 2                                               ;2;56;CET         ;Centro de Excelencia em Turismo                   
102997;Enoturismo                                                            ;4;56;CET         ;Centro de Excelencia em Turismo                   
103004;Fisiologia Animal 1                                                   ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103012;Fisiologia Vegetal                                                    ;6;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103021;Biofísica                                                             ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103039;Parasitologia                                                         ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103047;Venenos Animais                                                       ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103055;Imunologia                                                            ;2;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103063;Estágio Supervisionado em Fitopatologia                               ;5;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103071;Estágio em Botânica                                                   ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103080;Pesquisa em Imunologia                                                ;6;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103098;Tópicos Especiais Ensino de Biologia                                  ;2;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103101;Tópicos Especiais Ensino de Ciencias                                  ;2;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
103110;Doenças Parasitárias dos Animais Domésticos                           ;6;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
103128;Introduçao a Ciencias Farmaceuticas                                   ;4;21;FS          ;Faculdade de Ciencias da Saúde                    
103136;Principais Vetores de Importância em Saúde Coletiva                   ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
103144;Metodologias Qualitativas em Saúde Coletiva                           ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
103152;Saúde, Cuidado e Reconhecimento                                       ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
103161;Manobras Farmacológicas em Emergencias Clínicas                       ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103179;Fundamentos de Arquitetura de Software                                ;4;95;FGA         ;UnB - Faculdade do Gama                           
103187;Princípios de Robótica Educacional                                    ;4;95;FGA         ;UnB - Faculdade do Gama                           
103195;Programaçao para Competiçoes                                          ;4;95;FGA         ;UnB - Faculdade do Gama                           
103209;Estruturas de Dados 2                                                 ;4;95;FGA         ;UnB - Faculdade do Gama                           
103217;Seminários em Engenharia de Software                                  ;2;95;FGA         ;UnB - Faculdade do Gama                           
103225;Saneamento, Meio Ambiente e Planejamento Urbano                       ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
103233;Tratamento de Águas Residuárias Urbanas                               ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
103241;Tratamento de Água para Consumo Humano                                ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
103250;Modelos e Simulaçao de Sistemas Ambientais                            ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
103268;Estudos dos Ecossistemas Aquáticos Continentais                       ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
103276;As Origens do Pensamento Ocidental                                    ;4;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  
103284;Laboratório de Ensino de Ciencias                                     ;6;15;IB          ;Instituto de Ciencias Biológicas                  
103292;Saúde e Trabalho                                                      ;4;232;ENF         ;Departamento de Enfermagem                        
103306;Fundamentos de Produçao de Cerveja                                    ;4;85;IQD         ;Instituto de Química                              
103314;Técnicas Intrumentais de Análise                                      ;2;21;FS          ;Faculdade de Ciencias da Saúde                    
103322;Línguas de Sinais Brasileira - Básico                                 ;4;17;IL          ;Instituto de Letras                               
103331;Arte e Pensamento                                                     ;4;163;VIS         ;Departamento de Artes Visuais                     
103349;Arte e Ciencias da Linguagem                                          ;4;163;VIS         ;Departamento de Artes Visuais                     
103357;Teoria, Crítica e História da Arte 3                                  ;4;163;VIS         ;Departamento de Artes Visuais                     
103365;Fundamentos em Ciencias e Microbiologia dos Alimentos                 ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
103373;Estatística Aplicada r Educaçao Física                                ;4;29;FEF         ;Faculdade de Educaçao Física                      
103381;Metodologia das Lutas e Artes Marciais                                ;4;29;FEF         ;Faculdade de Educaçao Física                      
103390;Educaçao Física: Leis, Normas e Políticas                             ;4;29;FEF         ;Faculdade de Educaçao Física                      
103403;Tópicos Especiais de Epistemologia das Ciencias Humanas e Sociais     ;4;117;FIL         ;Departamento de Filosofia                         
103411;Filosofia da Psicanálise                                              ;4;117;FIL         ;Departamento de Filosofia                         
103420;Práticas de Saúde Bucal Coletiva 2                                    ;4;233;ODT         ;Departamento de Odontologia                       
103438;Clínica Odontológica 7                                                ;16;233;ODT         ;Departamento de Odontologia                       
103446;Clínica Odontológica 8                                                ;12;233;ODT         ;Departamento de Odontologia                       
103454;Estágio Supervisionado em Odontologia 1                               ;16;233;ODT         ;Departamento de Odontologia                       
103462;Estágio Supervisionado em Odontologia 2                               ;12;233;ODT         ;Departamento de Odontologia                       
103471;Introduçao r Metereologia                                             ;2;28;IGD         ;Instituto de Geociencias                          
103489;Sismologia Avançada                                                   ;4;28;IGD         ;Instituto de Geociencias                          
103497;Métodos Aeroeletromagnéticos                                          ;4;28;IGD         ;Instituto de Geociencias                          
103501;Processamentos de Dados Sismológicos                                  ;4;28;IGD         ;Instituto de Geociencias                          
103519;Preparaçao Trabalho Final - Geofísica                                 ;2;28;IGD         ;Instituto de Geociencias                          
103527;Tópicos Especiais em Física Aplicada                                  ;2;95;FGA         ;UnB - Faculdade do Gama                           
103535;Tópicos Especiais em Matemática Aplicada                              ;4;95;FGA         ;UnB - Faculdade do Gama                           
103543;Currículo e Avaliaçao                                                 ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
103551;Abordagem do Corpo Humano no Ensino de Ciencias                       ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
103560;Tópicos Especiais em Ciencias Naturais                                ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
103578;Educaçao e Ludicidade no Ensino de Ciencias                           ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
103586;Biologia Molecular e Biotecnologia                                    ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
103594;Decrescimento: Consumir menos para que todos vivam melhor             ;2;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  
103608;Elementos de Mineralogia                                              ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
103616;Aprimoramento da Performance Comunicativa: Atividade Prática          ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103624;Jogos Virtuais na Prática Terapeutica: Bases e Evidencias             ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103632;Variabilidade da Frequencia Cardíaca: Aplicaçoes Clínicas             ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103641;Recursos Tecnológicos Avançados em Fisioterapia Dermato-Funcional     ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103659;Tópicos Especiais em Fisioterapia Aquática                            ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103667;Análise de Sistemas de Energia Elétrica                               ;4;95;FGA         ;UnB - Faculdade do Gama                           
103675;Teorias do Desenvolvimento Motor: Repercussoes na Intervençao Precoce ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103683;Processos Cognitivos: Prática Fisioterapeutica                        ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103691;História Ambiental do Brasil                                          ;4;213;CDS         ;Centro de Desenvolvimento Sustentável             
103705;Biossegurança                                                         ;2;218;CEL         ;Departamento de Biologia Celular                  
103713;Boas Práticas de Laboratório e de Fabricaçao                          ;2;218;CEL         ;Departamento de Biologia Celular                  
103721;Princípios em Farmacologia                                            ;4;220;CFS         ;Departamento de Ciencias Fisiológicas             
103730;Estágio Profissional em Biotecnologia                                 ;12;218;CEL         ;Departamento de Biologia Celular                  
103748;Imunologia Aplicada                                                   ;4;218;CEL         ;Departamento de Biologia Celular                  
103756;Redaçao Científica                                                    ;2;218;CEL         ;Departamento de Biologia Celular                  
103764;Tecnologia de Bioprocessos e Fermentaçao                              ;6;218;CEL         ;Departamento de Biologia Celular                  
103772;Legislaçao, Patentes e Propriedade Intelectual                        ;2;218;CEL         ;Departamento de Biologia Celular                  
103781;Elaboraçao de Projetos Biotecnológicos                                ;2;15;IB          ;Instituto de Ciencias Biológicas                  
103799;Economia para Políticas Públicas 3                                    ;4;162;ECO         ;Departamento de Economia                          
103802;Indicadores Econômicos e Sociais e Políticas Públicas                 ;4;86;IPOL        ;Instituto de Ciencia Política                     
103811;Estágio Supervisionado 2                                              ;12;21;FS          ;Faculdade de Ciencias da Saúde                    
103829;Estágio Supervisionado 3                                              ;12;21;FS          ;Faculdade de Ciencias da Saúde                    
103837;Estágio Supervisionado 4                                              ;28;21;FS          ;Faculdade de Ciencias da Saúde                    
103845;Trabalho de Conclusao de Curso                                        ;2;21;FS          ;Faculdade de Ciencias da Saúde                    
103853;Métodos Quantitativos em Medicina Veterinária                         ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
103861;Fundamentos de Cancerologia                                           ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103870;Controle de Qualidade de Medicamentos Naturais                        ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103888;Pesquisas em Formas Farmacenticas                                     ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103896;Introduçao a Psicomotricidade                                         ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103900;Neuropsicologia Clínica                                               ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
103918;Fundamentos da Psicologia Aplicados aos Ciclos da Vida                ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
103926;Gestao e Avaliaçao de Políticas de Saúde                              ;4;110;CEAM        ;Centro de Estudos Avançados e Multidisciplinares  
103934;Estágio Obrigatório  em Fisioterapia 1                                ;20;96;FCE         ;UnB - Faculdade da Ceilândia                      
103942;Estágio Obrigatório  em Fisioterapia 2                                ;20;96;FCE         ;UnB - Faculdade da Ceilândia                      
103951;Estágio Obrigatório  em Fisioterapia 3                                ;20;96;FCE         ;UnB - Faculdade da Ceilândia                      
103969;Tópicos Especiais em Economia Regional e Urbana                       ;4;160;ECO         ;Departamento de Economia                          
103977;Diagnóstico Laboratorial em Imunologia Clínica                        ;4;21;FS          ;Faculdade de Ciencias da Saúde                    
103985;Identidade Nacional e Nacionalismo                                    ;4;86;IPOL        ;Instituto de Ciencia Política                     
103993;Estudos Legislativos                                                  ;4;86;IPOL        ;Instituto de Ciencia Política                     
104001;Introduçao r Análise de Sistemas Ambientais                           ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104019;Avaliaçao e Controle de Poluiçao do Ar e Sonora                       ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104027;Avaliaçao e Controle de Poluiçao da Água                              ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104035;Avaliaçao e Controle de Poluiçao do Solo                              ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104043;Solos Tropicais                                                       ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104051;Bioquímica Aplicada  aos Processos da Engenharia Ambiental            ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104060;Tratamento Avançado de Águas para Consumo Humano                      ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104078;Tratamento Avançado de Águas Residuárias                              ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104086;Tópicos Avançados em Transporte de Contaminantes                      ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104094;Modelos de Poluiçao Difusa em Sistemas Hídricos                       ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104108;Avaliaçao Ambiental Estratégica                                       ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104116;Estágio Curricular em Engenharia Ambiental                            ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104124;Avaliaçao de Impactos e Riscos Ambientais                             ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104132;Projeto Final em Engenharia Ambiental 1                               ;1;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104141;Projeto Final em Engenharia Ambiental 2                               ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104159;Planejamento e Gestao Ambiental                                       ;4;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104167;Elementos da Prática Educacional                                      ;2;15;IB          ;Instituto de Ciencias Biológicas                  
104175;Didática das Ciencias Naturais                                        ;4;15;IB          ;Instituto de Ciencias Biológicas                  
104183;Didática da Biologia                                                  ;4;15;IB          ;Instituto de Ciencias Biológicas                  
104191;Prática de Educaçao em Ciencias 1                                     ;2;15;IB          ;Instituto de Ciencias Biológicas                  
104205;Prática de Educaçao em Ciencias 2                                     ;2;15;IB          ;Instituto de Ciencias Biológicas                  
104213;Prática de Educaçao em Biologia 1                                     ;2;15;IB          ;Instituto de Ciencias Biológicas                  
104221;Prática de Educaçao em Biologia 2                                     ;2;15;IB          ;Instituto de Ciencias Biológicas                  
104230;Projeto de Pesquisa em Educaçao Científica                            ;4;15;IB          ;Instituto de Ciencias Biológicas                  
104248;Pré-Cálculo para Engenharia                                           ;4;95;FGA         ;UnB - Faculdade do Gama                           
104256;Introduçao r Análise de Discurso Crítica da Saúde e da Doença         ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
104264;Disfunçao Temporomandibular e Dor Orofacial                           ;2;233;ODT         ;Departamento de Odontologia                       
104272;Prática do Italiano Oral e Escrito                                    ;2;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
104281;Manejo de Vegetaçao Nativa                                            ;4;140;EFL         ;Departamento de Engenharia Florestal              
104299;Polones 3                                                             ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
104302;Prática de Apoio da Física 1- 1                                       ;2;31;IFD         ;Instituto de Física                               
104311;Prática de Apoio da Física 1- 2                                       ;2;31;IFD         ;Instituto de Física                               
104329;Prática de Apoio da Física 1-3                                        ;2;31;IFD         ;Instituto de Física                               
104337;Introduçao a Fonoaudiologia                                           ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
104345;Virologia Clínica                                                     ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
104353;Transferencia de Quantidade de Movimento                              ;4;85;IQD         ;Instituto de Química                              
104361;Laboratório de Engenharia Química 2                                   ;2;85;IQD         ;Instituto de Química                              
104388;Operaçoes Unitárias da Engenharia Química 1                           ;4;85;IQD         ;Instituto de Química                              
104396;Transferencia de Massa                                                ;4;85;IQD         ;Instituto de Química                              
104400;Operaçoes Unitárias da Engenharia Química 2                           ;4;85;IQD         ;Instituto de Química                              
104418;Operaçoes Unitárias da Engenharia Química 3                           ;4;85;IQD         ;Instituto de Química                              
104426;Laboratório de Engenharia Química 1                                   ;2;85;IQD         ;Instituto de Química                              
104434;Complexidade                                                          ;2;89;FUP         ;UnB - Faculdade de Planaltina                     
104442;Ética e Formaçao Docente                                              ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
104451;Evoluçao do Desenvolvimento                                           ;0;89;FUP         ;UnB - Faculdade de Planaltina                     
104469;Fundamentos e Estratégias no Ensino de Ciencias                       ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
104477;Projeto de Engenharia Química 1                                       ;2;85;IQD         ;Instituto de Química                              
104485;Laboratório de Microscopia                                            ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
104493;Laboratório de Química 2                                              ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
104507;Tópicos em Educaçao e Desenvolvimento Humano                          ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
104515;Ecologia do Organismo                                                 ;2;89;FUP         ;UnB - Faculdade de Planaltina                     
104523;Modelagem e Simulaçao de Processos Químicos                           ;4;85;IQD         ;Instituto de Química                              
104531;Estágio Supervisionado                                                ;11;85;IQD         ;Instituto de Química                              
104540;Projeto de Engenharia Química 2                                       ;2;85;IQD         ;Instituto de Química                              
104558;Tecnologia de Conversao de Biomassa                                   ;4;85;IQD         ;Instituto de Química                              
104566;Invasoes Biológicas                                                   ;4;221;GEM         ;Departamento de Genética e Morfologia             
104574;Teoria, Crítica e História da Arte 4                                  ;4;163;VIS         ;Departamento de Artes Visuais                     
104582;Arte e Psicanálise                                                    ;4;163;VIS         ;Departamento de Artes Visuais                     
104591;Oficina de Textos                                                     ;6;17;IL          ;Instituto de Letras                               
104604;Produçao e Manejo de Animais Silvestres e Exóticos                    ;4;30;FAV         ;Faculdade de Agronomia e Medicina Veterinária     
104612;Pesquisa em Turismo                                                   ;4;56;CET         ;Centro de Excelencia em Turismo                   
104621;Estruturaçao e Promoçao de Destinos                                   ;4;56;CET         ;Centro de Excelencia em Turismo                   
104639;Seminários em Turismo 3                                               ;2;56;CET         ;Centro de Excelencia em Turismo                   
104647;Poéticas da Viagem: Arte Cinema Literatura e Turismo                  ;4;56;CET         ;Centro de Excelencia em Turismo                   
104655;Planejamento e Organizaçao de Eventos                                 ;4;56;CET         ;Centro de Excelencia em Turismo                   
104663;Turismo Rural                                                         ;2;56;CET         ;Centro de Excelencia em Turismo                   
104671;Tópicos Especiais em Gastronomia 1                                    ;4;56;CET         ;Centro de Excelencia em Turismo                   
104680;Estudos Linguisticos 1                                                ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
104698;Física Zero                                                           ;2;31;IFD         ;Instituto de Física                               
104701;Educaçao Física no Ensino Fundamental                                 ;4;29;FEF         ;Faculdade de Educaçao Física                      
104710;Educaçao Física na Educaçao Infantil                                  ;4;29;FEF         ;Faculdade de Educaçao Física                      
104728;Fundamentos do Desenvolvimento e Aprendizagem Aplicados a EDF Infantil;4;29;FEF         ;Faculdade de Educaçao Física                      
104736;Fundamentos do Desenvolvimento e Aprendizagem Aplicados a EDF Ens Fund;4;29;FEF         ;Faculdade de Educaçao Física                      
104744;Crescimento Maturaçao e Desempenho Motor                              ;2;29;FEF         ;Faculdade de Educaçao Física                      
104752;Jogo, Lúdico e Educaçao Física                                        ;4;29;FEF         ;Faculdade de Educaçao Física                      
104761;Tópicos Especiais em Engenharia Aeroespacial                          ;4;95;FGA         ;UnB - Faculdade do Gama                           
104779;Aerodinâmica de Sistemas Aeroespaciais                                ;5;95;FGA         ;UnB - Faculdade do Gama                           
104787;Mecânica de Estruturas Aeroespaciais                                  ;5;95;FGA         ;UnB - Faculdade do Gama                           
104795;Química Analítica Experimental                                        ;4;85;IQD         ;Instituto de Química                              
104809;Princípios de Química Analítica                                       ;4;85;IQD         ;Instituto de Química                              
104817;Comunicaçao em Saúde 2                                                ;4;234;DSC         ;Departamento de Saúde Coletiva                    
104825;Saúde Indígena                                                        ;4;234;DSC         ;Departamento de Saúde Coletiva                    
104833;Projeto de Pesquisa em Educaçao Científica                            ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
104841;Tópicos Especiais em Comunicaçao Organizacional 4                     ;4;27;FAC         ;Faculdade de Comunicaçao                          
104850;Tópicos Especiais em Comunicaçao Organizacional 3                     ;4;27;FAC         ;Faculdade de Comunicaçao                          
104868;Contabilidade Nacional Aplicada ao Turismo                            ;4;160;ECO         ;Departamento de Economia                          
104876;Sistemas de Controle Automotivo                                       ;4;95;FGA         ;UnB - Faculdade do Gama                           
104884;Cosmos e Cosmovisao                                                   ;20;89;FUP         ;UnB - Faculdade de Planaltina                     
104892;Cosmos e Cosmovisao  2                                                ;8;89;FUP         ;UnB - Faculdade de Planaltina                     
104906;Cosmos e Cosmovisao 3                                                 ;8;89;FUP         ;UnB - Faculdade de Planaltina                     
104914;Estágio Supervisionado para 2s Licenciatura em Ciencias Naturais 1    ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
104922;Topicos Especiais em Gestao de Recursos Hídricos                      ;2;137;ENC         ;Departamento de Engenharia Civil e Ambiental      
104931;Tópicos Especiais em Estudos de Traduçao 1                            ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
104949;Tópicos Especiais em Estudos de Traduçao 2                            ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
104957;Tópicos Especiais em Estudos de Traduçao 3                            ;4;126;LET         ;Departamento de Línguas Estrangeiras e Traduçao   
104965;Bases Pedagógicas do Trabalho Escolar 1 Parfor                        ;5;23;FE          ;Faculdade de Educaçao                             
104973;Bases Pedagógicas do Trabalho Escolar 2 Parfor                        ;5;23;FE          ;Faculdade de Educaçao                             
104981;Educaçao e Sociedade numa Perspectiva Sociológica  Parfor             ;5;23;FE          ;Faculdade de Educaçao                             
104990;Desenvolvimento e Aprendizagem Parfor                                 ;5;23;FE          ;Faculdade de Educaçao                             
105007;Educaçao e Língua Materna 1 Parfor                                    ;9;23;FE          ;Faculdade de Educaçao                             
105015;Educaçao e Língua Materna 2 Parfor                                    ;9;23;FE          ;Faculdade de Educaçao                             
105023;Educaçao e Linguagem Matemática 1 Parfor                              ;9;23;FE          ;Faculdade de Educaçao                             
105031;Educaçao e Linguagem Matemática 2 Parfor                              ;9;23;FE          ;Faculdade de Educaçao                             
105040;Fundamentos da Educaçao da Criança Parfor                             ;5;23;FE          ;Faculdade de Educaçao                             
105058;Identidade, Sujeito e Fatos Históricos Parfor                         ;5;23;FE          ;Faculdade de Educaçao                             
105066;Educaçao e Língua Materna 3 Parfor                                    ;9;23;FE          ;Faculdade de Educaçao                             
105074;Educaçao e Linguagem Matemática 3 Parfor                              ;9;23;FE          ;Faculdade de Educaçao                             
105082;Currículo e Diversidade Cultural Parfor                               ;5;23;FE          ;Faculdade de Educaçao                             
105091;Organizaçao da Educaçao Brasileira Parfor                             ;6;23;FE          ;Faculdade de Educaçao                             
105104;Filosofia e Práxis Pedagógico Parfor                                  ;5;23;FE          ;Faculdade de Educaçao                             
105112;Avaliaçao na Escola Parfor                                            ;5;23;FE          ;Faculdade de Educaçao                             
105121;Educaçao e Ciencias Físicas e Biológicas 1 Parfor                     ;6;23;FE          ;Faculdade de Educaçao                             
105139;Educaçao e Ciencias Físicas e Biológicas 2 Parfor                     ;6;23;FE          ;Faculdade de Educaçao                             
105147;Planejamento e Gestao Escolar Parfor                                  ;6;23;FE          ;Faculdade de Educaçao                             
105155;Educaçao e Cienciais Sociais 1 Parfor                                 ;6;23;FE          ;Faculdade de Educaçao                             
105163;Educaçao e Cienciais Sociais 2 Parfor                                 ;6;23;FE          ;Faculdade de Educaçao                             
105171;Pesquisa em Educaçao 1 Parfor                                         ;5;23;FE          ;Faculdade de Educaçao                             
105180;Estágio 1 Parfor                                                      ;8;23;FE          ;Faculdade de Educaçao                             
105198;Estágio 2 Parfor                                                      ;8;23;FE          ;Faculdade de Educaçao                             
105201;Estágio 3 Parfor                                                      ;8;23;FE          ;Faculdade de Educaçao                             
105210;Educaçao Inclusiva Parfor                                             ;5;23;FE          ;Faculdade de Educaçao                             
105228;Educaçao Arte e Movimento 1 Parfor                                    ;5;23;FE          ;Faculdade de Educaçao                             
105236;Educaçao Arte e Movimento 2 Parfor                                    ;6;23;FE          ;Faculdade de Educaçao                             
105244;Politicas Públicas de Educaçao Parfor                                 ;5;23;FE          ;Faculdade de Educaçao                             
105252;Trabalho de Conclusao de Curso 1 Parfor                               ;6;23;FE          ;Faculdade de Educaçao                             
105261;Trabalho de Conclusao de Curso 2 Parfor                               ;8;23;FE          ;Faculdade de Educaçao                             
105279;Educaçao de Jovens e Adultos Parfor                                   ;5;23;FE          ;Faculdade de Educaçao                             
105287;Escolarizaçao de Surdos e LIBRAS Parfor                               ;5;23;FE          ;Faculdade de Educaçao                             
105295;Avaliaçao nas Organizaçoes Educativas Parfor                          ;5;23;FE          ;Faculdade de Educaçao                             
105309;Calculo Diferencial de uma Variável                                   ;4;106;MAT         ;Departamento de Matemática.                       
105317;Tópicos de Educaçao Matemática                                        ;4;106;MAT         ;Departamento de Matemática.                       
105325;Geometria Analítica e Vetores                                         ;3;106;MAT         ;Departamento de Matemática.                       
105333;Geometria Plana 1                                                     ;3;106;MAT         ;Departamento de Matemática.                       
105341;Estágio de Docencia 1                                                 ;7;106;MAT         ;Departamento de Matemática.                       
105350;Análise Combinatória para Cálculo de Probasbilidades                  ;4;106;MAT         ;Departamento de Matemática.                       
105368;Física teórica para Ciencias Agrárias                                 ;4;31;IFD         ;Instituto de Física                               
105376;Física Experimental para Ciencias Agrárias                            ;2;31;IFD         ;Instituto de Física                               
105384;Invasoes Biológicas                                                   ;4;111;IBD         ;Direçao do Instituto Ciencias Biológicas          
105392;Morfosiologia de Cabeça e Pescoço                                     ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
105406;Estudos Linguisticos 2                                                ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
105414;Física Acústica                                                       ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
105422;Pensamento Social Brasileiro, Instituiçoes e Cultura Política Nacional;4;265;SOL         ;Departamento de Sociologia                        
105431;Antropologia da Saúde e Adoecimento                                   ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
105449;Método da Ergonomia da Atividade                                      ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
105457;Introduçao a Saúde do Trabalhador                                     ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
105465;Tópicos Avançados em Gestao do Agronegócio 2                          ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
105473;Tópicos Avançados em Gestao do Agronegócio 3                          ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
105481;Tópicos Avançados em Gestao do Agronegócio 4                          ;4;89;FUP         ;UnB - Faculdade de Planaltina                     
105490;Introduçao a Economia Quantitativa                                    ;2;160;ECO         ;Departamento de Economia                          
105503;Morfofisiopatologia da Audiçao e do Equilíbrio                        ;4;96;FCE         ;UnB - Faculdade da Ceilândia                      
105511;Trabalho de Campo em Fonoaudiologia 1                                 ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
105520;Linguagem e Pensamento                                                ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
105538;Atençao ao Prematuro e a Família                                      ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
105546;Prontuário Eletrônico do Paciente                                     ;2;96;FCE         ;UnB - Faculdade da Ceilândia                      
105554;Fundamentos do Desenvolvimento  Aprendizagem Aplicados  a EDF EM e EJA;2;29;FEF         ;Faculdade de Educaçao Física                      
105562;Estudos e Pesquisa em Educaçao Física Escolar                         ;2;29;FEF         ;Faculdade de Educaçao Física                      
105571;Educaçao Física no Ens Médio e Educaçao de Jovens e Adultos           ;4;29;FEF         ;Faculdade de Educaçao Física                      
105589;Metodologia das Modalidades Esportivas Coletivas                      ;4;29;FEF         ;Faculdade de Educaçao Física                      
105597;Aspectos Psicológicos da Aprendizagem a EDF                           ;2;29;FEF         ;Faculdade de Educaçao Física                      
105601;Reaçao Adversa a Medicamento                                          ;3;21;FS          ;Faculdade de Ciencias da Saúde                    
