sigla_departamento;nome_departamento;cod_faculdade;nome_faculdade;cod_materia;periodo;prioridade
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;105376;1;5
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165000;1;6
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165247;2;8
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;114219;2;9
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;122050;2;10
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;113026;2;11
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;138037;2;12
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;132012;2;13
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;122076;3;15
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;121240;3;16
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;114596;3;17
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;115070;3;18
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165034;3;19
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;126039;3;58
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;122084;4;20
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;122301;4;21
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;112984;4;22
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;120529;4;22
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165379;4;23
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;112011;4;24
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;121941;5;25
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165018;5;26
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;113913;5;27
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165204;5;28
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165701;5;29
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165298;6;30
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165301;6;31
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165107;6;32
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165352;6;33
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;161021;6;34
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165751;6;59
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;161420;7;36
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;122238;7;38
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;138177;7;39
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165158;7;40
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165212;7;41
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165841;7;52
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165409;7;57
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165182;7;58
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165808;8;42
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165123;8;43
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165280;8;44
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165361;8;45
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165026;8;46
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165387;9;47
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165093;9;48
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;134856;9;49
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165131;9;50
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165573;9;51
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;104281;9;53
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165557;9;54
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;120740;9;55
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;134465;9;58
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165344;10;52
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165221;10;53
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165263;10;54
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;161136;10;55
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;161781;10;56
EFL         ;Departamento de Engenharia Florestal              ;396;Engenharia Florestal                                                  ;165531;10;57
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;113034;1;1
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;118001;1;2
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;118010;1;3
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;114626;1;4
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;114634;1;5
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;112909;1;7
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;169374;1;9
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;113042;2;4
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;118028;2;5
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;118036;2;6
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;113093;2;10
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;115045;2;11
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;112984;2;15
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;113051;3;12
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;118044;3;13
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;118052;3;14
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;113913;3;17
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;162019;3;18
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;132012;3;20
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;163899;4;16
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166014;4;19
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;167703;4;22
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;167711;4;22
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;113417;4;23
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;181315;4;27
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;122408;4;28
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166022;5;25
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;115762;5;26
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;169889;5;29
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;169897;5;29
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166073;5;31
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;134465;5;33
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;184802;5;39
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166031;6;30
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;167614;6;31
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;169579;6;32
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;169561;6;35
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166758;6;36
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166049;6;37
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166405;6;38
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;162990;7;39
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166715;7;40
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166723;7;41
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166111;7;42
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166171;7;43
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166430;7;45
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;100986;8;44
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;100994;8;44
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166162;8;46
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166791;8;47
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166197;8;49
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166421;8;50
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;166189;9;48
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;168718;9;49
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;168921;9;51
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;115771;9;52
ENC         ;Departamento de Engenharia Civil e Ambiental      ;582;Engenharia Civil                                                      ;168726;10;54
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;113034;1;1
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;118010;1;2
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;112909;1;3
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;123013;1;4
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;118001;1;5
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;114626;1;6
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;176729;1;7
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;113042;2;8
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;113093;2;9
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;118028;2;10
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;118036;2;11
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;123846;2;12
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;162019;2;13
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;113051;3;14
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;110302;3;15
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;167703;3;16
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;167711;3;17
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;203581;3;18
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;203599;3;19
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;203602;3;20
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;167614;4;22
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;115762;4;23
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;176737;4;24
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;203611;4;25
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;203629;4;26
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;206709;4;27
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;206717;4;28
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;134465;5;29
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;166588;5;30
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;169561;5;31
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;169579;5;32
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;207632;5;33
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;207641;5;34
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;166405;6;33
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;181315;6;34
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;100951;6;35
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;100960;6;36
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;100978;6;37
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;100986;6;38
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;103225;7;39
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;103233;7;40
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;103241;7;41
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;160067;7;42
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;168921;7;43
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;203700;7;44
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104001;8;45
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104019;8;46
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104027;8;47
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104035;8;48
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104116;8;49
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104922;8;50
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104132;9;50
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104124;9;51
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;103250;9;52
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104141;10;53
ENC         ;Departamento de Engenharia Civil e Ambiental      ;1457;Engenharia Ambiental                                                  ;104159;10;54
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113034;1;1
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;118001;1;2
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;118010;1;3
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;114626;1;4
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;114634;1;4
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113913;1;5
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;122408;1;6
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;163872;1;7
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113042;2;7
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113093;2;8
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;115045;2;9
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;118028;2;10
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;118036;2;11
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;162019;2;12
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113051;3;13
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113417;3;15
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111813;3;16
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111821;3;16
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;110302;3;17
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;132012;3;18
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113522;4;19
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;113069;4;20
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111830;4;21
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111848;4;21
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;167037;4;22
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111899;5;24
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111902;5;24
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111791;5;25
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111805;5;25
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;169081;5;26
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111988;5;27
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111996;5;27
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;168203;5;28
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111856;6;29
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111864;6;29
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;167088;6;30
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;169111;6;31
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111775;6;32
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111783;6;32
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;169188;6;33
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;169234;7;34
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;122840;7;35
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;112313;7;36
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;112330;7;36
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111911;7;37
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;111929;7;37
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;112003;7;38
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;112127;7;38
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;167401;8;39
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;114391;8;40
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;167193;8;41
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;134465;8;42
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;181315;8;43
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;184802;8;44
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;122858;8;45
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;169196;9;45
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;168921;9;46
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;114405;9;47
ENE         ;Departamento de Engenharia Elétrica.              ;591;Engenharia Elétrica                                                   ;169129;10;47
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;134465;1;1
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;123609;1;2
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;126667;1;3
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;174084;1;4
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177245;1;5
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;121347;2;7
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;124010;2;8
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177385;2;9
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177296;2;11
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177628;2;12
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;121061;3;13
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;121223;3;14
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;123129;3;15
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;125326;3;16
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177636;3;17
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177644;3;18
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;207047;3;19
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;123242;4;20
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;125466;4;21
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;171051;4;22
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177652;4;23
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;207128;4;24
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;205460;4;25
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177270;4;26
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;176249;5;26
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177148;5;27
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177661;5;28
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177679;5;29
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177831;5;30
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177687;6;31
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177695;6;32
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;173053;6;33
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;204561;6;33
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;100218;6;34
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177709;7;34
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177717;7;35
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177725;8;36
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177733;8;37
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;204579;8;38
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;107590;9;39
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;107603;10;40
ENF         ;Departamento de Enfermagem                        ;442;Enfermagem                                                            ;177768;10;41
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;113034;1;1
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;114626;1;2
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;114634;1;3
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;118001;1;4
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;118010;1;5
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;168874;1;6
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;168980;1;7
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;113042;2;8
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;113093;2;9
ENM         ;Departamento de Engenharia Mecânica               ;604;Engenharia Mecânica                                                   ;113913;2;10
