id_objeto,id_sujeito,id_termo,id_objeto_tipo,desc_objeto,id_coluna
48713,39539,14,1,"Instrumento Principal Contrabaixo 1",17
48714,39539,28,1,0,18
48715,39539,4,2,"Departamento de Música",21
48716,39540,14,1,"Instrumento Principal Contrabaixo 2",17
48717,39540,28,1,0,18
48718,39540,4,2,"Departamento de Música",21
48719,39541,14,1,"Instrumento Principal Flauta 1",17
48720,39541,28,1,0,18
48721,39541,4,2,"Departamento de Música",21
48722,39542,14,1,"Instrumento Principal Flauta 2",17
48723,39542,28,1,0,18
48724,39542,4,2,"Departamento de Música",21
48725,39543,14,1,"Instrumento Principal Flauta 3",17
48726,39543,28,1,0,18
48727,39543,4,2,"Departamento de Música",21
48728,39544,14,1,"Instrumento Principal Flauta 4",17
48729,39544,28,1,0,18
48730,39544,4,2,"Departamento de Música",21
48731,39545,14,1,"Instrumento Principal Clarineta 1",17
48732,39545,28,1,0,18
48733,39545,4,2,"Departamento de Música",21
48734,39546,14,1,"Instrumento Principal Clarineta 2",17
48735,39546,28,1,0,18
48736,39546,4,2,"Departamento de Música",21
48737,39547,14,1,"Instrumento Principal Clarineta 3",17
48738,39547,28,1,0,18
48739,39547,4,2,"Departamento de Música",21
48740,39548,14,1,"Instrumento Principal Clarineta 4",17
48741,39548,28,1,0,18
48742,39548,4,2,"Departamento de Música",21
48743,39549,14,1,"Instrumento Principal Fagote 1",17
48744,39549,28,1,0,18
48745,39549,4,2,"Departamento de Música",21
48746,39550,14,1,"Instrumento Principal Fagote 2",17
48747,39550,28,1,0,18
48748,39550,4,2,"Departamento de Música",21
48749,39551,14,1,"Instrumento Principal Fagote 3",17
48750,39551,28,1,0,18
48751,39551,4,2,"Departamento de Música",21
48752,39552,14,1,"Instrumento Principal Fagote 4",17
48753,39552,28,1,0,18
48754,39552,4,2,"Departamento de Música",21
48755,39553,14,1,"Instrumento Principal Trompa 1",17
48756,39553,28,1,0,18
48757,39553,4,2,"Departamento de Música",21
48758,39554,14,1,"Instrumento Principal Trompa 2",17
48759,39554,28,1,0,18
48760,39554,4,2,"Departamento de Música",21
48761,39555,14,1,"Instrumento Principal Trompa 3",17
48762,39555,28,1,0,18
48763,39555,4,2,"Departamento de Música",21
48764,39556,14,1,"Instrumento Principal Trompa 4",17
48765,39556,28,1,0,18
48766,39556,4,2,"Departamento de Música",21
48767,39557,14,1,"Instrumento Principal Viola 1",17
48768,39557,28,1,0,18
48769,39557,4,2,"Departamento de Música",21
48770,39558,14,1,"Instrumento Principal Viola 2",17
48771,39558,28,1,0,18
48772,39558,4,2,"Departamento de Música",21
48773,39559,14,1,"Instrumento Principal Viola 3",17
48774,39559,28,1,0,18
48775,39559,4,2,"Departamento de Música",21
48776,39560,14,1,"Instrumento Principal Viola 4",17
48777,39560,28,1,0,18
48778,39560,4,2,"Departamento de Música",21
48779,39561,14,1,"Instrumento Principal Canto 1",17
48780,39561,28,1,0,18
48781,39561,4,2,"Departamento de Música",21
48782,39562,14,1,"Instrumento Principal Canto 2",17
48783,39562,28,1,0,18
48784,39562,4,2,"Departamento de Música",21
48785,39563,14,1,"Instrumento Principal Canto 3",17
48786,39563,28,1,0,18
48787,39563,4,2,"Departamento de Música",21
48788,39564,14,1,"Instrumento Principal Canto 4",17
48789,39564,28,1,0,18
48790,39564,4,2,"Departamento de Música",21
48791,39565,14,1,"Instrumento Principal Piano 1",17
48792,39565,28,1,0,18
48793,39565,4,2,"Departamento de Música",21
48794,39566,14,1,"Instrumento Principal Piano 2",17
48795,39566,28,1,0,18
48796,39566,4,2,"Departamento de Música",21
48797,39567,14,1,"Instrumento Principal Piano 3",17
48798,39567,28,1,0,18
48799,39567,4,2,"Departamento de Música",21
48800,39568,14,1,"Instrumento Principal Piano 4",17
48801,39568,28,1,0,18
48802,39568,4,2,"Departamento de Música",21
48803,39569,14,1,"Instrumento Principal Trompete 1",17
48804,39569,28,1,0,18
48805,39569,4,2,"Departamento de Música",21
48806,39570,14,1,"Instrumento Principal Trompete 2",17
48807,39570,28,1,0,18
48808,39570,4,2,"Departamento de Música",21
48809,39571,14,1,"Instrumento Principal Trompete 3",17
48810,39571,28,1,0,18
48811,39571,4,2,"Departamento de Música",21
48812,39572,14,1,"Instrumento Principal Trompete 4",17
48813,39572,28,1,0,18
48814,39572,4,2,"Departamento de Música",21
48815,39573,14,1,"Instrumento Principal Violoncelo 1",17
48816,39573,28,1,0,18
48817,39573,4,2,"Departamento de Música",21
48818,39574,14,1,"Instrumento Principal Violoncelo 2",17
48819,39574,28,1,0,18
48820,39574,4,2,"Departamento de Música",21
48821,39575,14,1,"Instrumento Principal Violoncelo 3",17
48822,39575,28,1,0,18
48823,39575,4,2,"Departamento de Música",21
48824,39576,14,1,"Instrumento Principal Violoncelo 4",17
48825,39576,28,1,0,18
48826,39576,4,2,"Departamento de Música",21
48827,39577,14,1,"Instrumento Principal Saxofone 1",17
48828,39577,28,1,0,18
48829,39577,4,2,"Departamento de Música",21
48830,39578,14,1,"Instrumento Principal Saxofone 2",17
48831,39578,28,1,0,18
48832,39578,4,2,"Departamento de Música",21
48833,39579,14,1,"Instrumento Principal Saxofone 3",17
48834,39579,28,1,0,18
48835,39579,4,2,"Departamento de Música",21
48836,39580,14,1,"Instrumento Principal Saxofone 4",17
48837,39580,28,1,0,18
48838,39580,4,2,"Departamento de Música",21
48839,39581,14,1,"Engenharia Genética",17
48840,39581,28,1,6,18
48841,39581,4,2,"Departamento de Biologia Celular",21
48842,39582,14,1,"Tecnologia Enzimática",17
48843,39582,28,1,4,18
48844,39582,4,2,"Departamento de Biologia Celular",21
48845,39583,14,1,"Microbiologia Aplicada",17
48846,39583,28,1,4,18
48847,39583,4,2,"Departamento de Biologia Celular",21
48848,39584,14,1,"Princípio de Comunicaçao",17
48849,39584,28,1,4,18
48850,39584,4,2,"UnB - Faculdade do Gama",21
48851,39585,14,1,"Trabalho de Conclusao de Curso 2",17
48852,39585,28,1,6,18
48853,39585,4,2,"UnB - Faculdade do Gama",21
48854,39586,14,1,"Sistemas de Controle",17
48855,39586,28,1,4,18
48856,39586,4,2,"UnB - Faculdade do Gama",21
48857,39587,14,1,"Anatomia e Fisiologia Humana",17
48858,39587,28,1,4,18
48859,39587,4,2,"UnB - Faculdade do Gama",21
48860,39588,14,1,"Processamento de Sinais Biológicos",17
48861,39588,28,1,4,18
48862,39588,4,2,"UnB - Faculdade do Gama",21
48863,39589,14,1,"Processamento Digital de Imagens",17
48864,39589,28,1,4,18
48865,39589,4,2,"UnB - Faculdade do Gama",21
48866,39590,14,1,"Tópicos Especial em Instrumentaçao Biomédica",17
48867,39590,28,1,4,18
48868,39590,4,2,"UnB - Faculdade do Gama",21
48869,39591,14,1,"Projetos de Circuitos Integrados 1",17
48870,39591,28,1,4,18
48871,39591,4,2,"UnB - Faculdade do Gama",21
48872,39592,14,1,"Projetos de Circuitos Integrados 2",17
48873,39592,28,1,4,18
48874,39592,4,2,"UnB - Faculdade do Gama",21
48875,39593,14,1,"Tópicos em Sistemas de Computaçao de Alto Desempenho",17
48876,39593,28,1,4,18
48877,39593,4,2,"UnB - Faculdade do Gama",21
48878,39594,14,1,"Projeto e Análise de Algoritmo",17
48879,39594,28,1,4,18
48880,39594,4,2,"UnB - Faculdade do Gama",21
48881,39595,14,1,"Estágio Supervisionado",17
48882,39595,28,1,14,18
48883,39595,4,2,"UnB - Faculdade do Gama",21
48884,39596,14,1,"Teorias da Interpretaçao",17
48885,39596,28,1,6,18
48886,39596,4,2,"Departamento de Filosofia",21
48887,39597,14,1,"Filosofia Geral e Metafísica",17
48888,39597,28,1,6,18
48889,39597,4,2,"Departamento de Filosofia",21
48890,39598,14,1,"Prática de Pesquisa Histórica",17
48891,39598,28,1,6,18
48892,39598,4,2,"Departamento de História",21
48893,39599,14,1,"Estágio Curricular Supervisionado em Enfermagem 3",17
48894,39599,28,1,20,18
48895,39599,4,2,"UnB - Faculdade da Ceilândia",21
48896,39600,14,1,"Trabalho de Conclusao de Curso em Enfermagem 2",17
48897,39600,28,1,2,18
48898,39600,4,2,"UnB - Faculdade da Ceilândia",21
48899,39601,14,1,"Ensino e Aprendizagem da Língua Moderna",17
48900,39601,28,1,0,18
48901,39601,4,2,"Faculdade de Educaçao",21
48902,39602,14,1,"Aprendizagem e Desenvolvimento do PNEE",17
48903,39602,28,1,0,18
48904,39602,4,2,"Faculdade de Educaçao",21
48905,39603,14,1,"Planejamento Educacional",17
48906,39603,28,1,4,18
48907,39603,4,2,"Faculdade de Educaçao",21
48908,39604,14,1,"Física Industrial Farmaceutica",17
48909,39604,28,1,2,18
48910,39604,4,2,"Faculdade de Ciencias da Saúde",21
48911,39605,14,1,"Diagnóstico Laboratorial em Parasitologia Clínica",17
48912,39605,28,1,4,18
48913,39605,4,2,"Faculdade de Ciencias da Saúde",21
48914,39606,14,1,"Farmacotécnica com Aspectos Tecnológicos",17
48915,39606,28,1,4,18
48916,39606,4,2,"Faculdade de Ciencias da Saúde",21
48917,39607,14,1,"Gestao da Qualidade na Produçao",17
48918,39607,28,1,4,18
48919,39607,4,2,"Departamento de Engenharia de Produçao",21
48920,39608,14,1,"Gestao da Cadeia de Suprimentos em Engenharia",17
48921,39608,28,1,0,18
48922,39608,4,2,"Departamento de Engenharia de Produçao",21
48923,39609,14,1,"Tópicos Especiais em Gestao Sustentável",17
48924,39609,28,1,2,18
48925,39609,4,2,"Departamento de Engenharia de Produçao",21
48926,39610,14,1,"Técnica Instrumental Farmaceutica",17
48927,39610,28,1,2,18
48928,39610,4,2,"Faculdade de Ciencias da Saúde",21
48929,39611,14,1,"Estágio Supervisionado: Ambulatório",17
48930,39611,28,1,0,18
48931,39611,4,2,"Faculdade de Ciencias da Saúde",21
48932,39612,14,1,"Estágio Supervisionado: Drogaria",17
48933,39612,28,1,0,18
48934,39612,4,2,"Faculdade de Ciencias da Saúde",21
48935,39613,14,1,"Estágio Supervisionado: Hospitalar",17
48936,39613,28,1,0,18
48937,39613,4,2,"Faculdade de Ciencias da Saúde",21
48938,39614,14,1,"Estágio Supervisionado: Livre 1",17
48939,39614,28,1,0,18
48940,39614,4,2,"Faculdade de Ciencias da Saúde",21
48941,39615,14,1,"Estágio Supervisionado: Livre 2",17
48942,39615,28,1,0,18
48943,39615,4,2,"Faculdade de Ciencias da Saúde",21
48944,39616,14,1,"Trabalho de Conclusao de Curso - TCC",17
48945,39616,28,1,0,18
48946,39616,4,2,"Faculdade de Ciencias da Saúde",21
48947,39617,14,1,"Design de Jogos",17
48948,39617,28,1,4,18
48949,39617,4,2,"Departamento de Desenho Industrial",21
48950,39618,14,1,"Sistemas Colaborativos",17
48951,39618,28,1,2,18
48952,39618,4,2,"Departamento de Engenharia de Produçao",21
48953,39619,14,1,"Inovaçao em Sistemas de Produçao",17
48954,39619,28,1,4,18
48955,39619,4,2,"Departamento de Engenharia de Produçao",21
48956,39620,14,1,"Finanças  Comportamentais e Pessoais",17
48957,39620,28,1,2,18
48958,39620,4,2,"Departamento de Engenharia de Produçao",21
48959,39621,14,1,"Empreendedorismo e Análise de Mercado em Biotecnologia",17
48960,39621,28,1,4,18
48961,39621,4,2,"Departamento de Biologia Celular",21
48962,39622,14,1,"Patologia Molecular Clínica",17
48963,39622,28,1,4,18
48964,39622,4,2,"Faculdade de Ciencias da Saúde",21
48965,39623,14,1,"Comportamento Organizacional nos Ambientes Rural e Agroindustrial",17
48966,39623,28,1,4,18
48967,39623,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
48968,39624,14,1,Homeopatia,17
48969,39624,28,1,4,18
48970,39624,4,2,"UnB - Faculdade da Ceilândia",21
48971,39625,14,1,"Relaçoes Sociais, Família e Serviço Social",17
48972,39625,28,1,4,18
48973,39625,4,2,"Departamento de Serviço Social",21
48974,39626,14,1,"Envelhecimento e Política Social",17
48975,39626,28,1,4,18
48976,39626,4,2,"Departamento de Serviço Social",21
48977,39627,14,1,"Estágio Supervisionado de Traduçao - Espanhol",17
48978,39627,28,1,6,18
48979,39627,4,2,"Departamento de Línguas Estrangeiras e Traduçao",21
48980,39628,14,1,"Dinâmica dos Mecanismos",17
48981,39628,28,1,4,18
48982,39628,4,2,"UnB - Faculdade do Gama",21
48983,39629,14,1,"Modelagem e Simulaçao de Sistemas Energéticos",17
48984,39629,28,1,4,18
48985,39629,4,2,"UnB - Faculdade do Gama",21
48986,39630,14,1,"Sistemas de Energia Solar e Eólica",17
48987,39630,28,1,4,18
48988,39630,4,2,"UnB - Faculdade do Gama",21
48989,39631,14,1,"Tópicos Complementares em Dentística",17
48990,39631,28,1,2,18
48991,39631,4,2,"Departamento de Odontologia",21
48992,39632,14,1,"Gestao do Trabalho no Contexto Rural e Agroindustrial",17
48993,39632,28,1,4,18
48994,39632,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
48995,39633,14,1,"Comportamento do Consumidor de Alimentos",17
48996,39633,28,1,2,18
48997,39633,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
48998,39634,14,1,"Estágio Supervisionado 1",17
48999,39634,28,1,4,18
49000,39634,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
49001,39635,14,1,"Estágio Supervisionado 2",17
49002,39635,28,1,4,18
49003,39635,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
49004,39636,14,1,"Trabalho de Conclusao de Curso 1",17
49005,39636,28,1,4,18
49006,39636,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
49007,39637,14,1,"Trabalho de Conclusao de Curso 2",17
49008,39637,28,1,4,18
49009,39637,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
49010,39638,14,1,"Planejamento e Gestao em Turismo 2",17
49011,39638,28,1,4,18
49012,39638,4,2,"Centro de Excelencia em Turismo",21
49013,39639,14,1,"Fundamentos de Estatística Aplicado ao Turismo",17
49014,39639,28,1,2,18
49015,39639,4,2,"Centro de Excelencia em Turismo",21
49016,39640,14,1,"Projeto Integrador em Turismo 3",17
49017,39640,28,1,2,18
49018,39640,4,2,"Centro de Excelencia em Turismo",21
49019,39641,14,1,"Estágio Supervisionado 2",17
49020,39641,28,1,4,18
49021,39641,4,2,"Centro de Excelencia em Turismo",21
49022,39642,14,1,"Seminários em Turismo 2",17
49023,39642,28,1,2,18
49024,39642,4,2,"Centro de Excelencia em Turismo",21
49025,39643,14,1,Enoturismo,17
49026,39643,28,1,4,18
49027,39643,4,2,"Centro de Excelencia em Turismo",21
49028,39644,14,1,"Fisiologia Animal 1",17
49029,39644,28,1,4,18
49030,39644,4,2,"Direçao do Instituto Ciencias Biológicas",21
49031,39645,14,1,"Fisiologia Vegetal",17
49032,39645,28,1,6,18
49033,39645,4,2,"Direçao do Instituto Ciencias Biológicas",21
49034,39646,14,1,Biofísica,17
49035,39646,28,1,4,18
49036,39646,4,2,"Direçao do Instituto Ciencias Biológicas",21
49037,39647,14,1,Parasitologia,17
49038,39647,28,1,4,18
49039,39647,4,2,"Direçao do Instituto Ciencias Biológicas",21
49040,39648,14,1,"Venenos Animais",17
49041,39648,28,1,4,18
49042,39648,4,2,"Direçao do Instituto Ciencias Biológicas",21
49043,39649,14,1,Imunologia,17
49044,39649,28,1,2,18
49045,39649,4,2,"Direçao do Instituto Ciencias Biológicas",21
49046,39650,14,1,"Estágio Supervisionado em Fitopatologia",17
49047,39650,28,1,5,18
49048,39650,4,2,"Direçao do Instituto Ciencias Biológicas",21
49049,39651,14,1,"Estágio em Botânica",17
49050,39651,28,1,4,18
49051,39651,4,2,"Direçao do Instituto Ciencias Biológicas",21
49052,39652,14,1,"Pesquisa em Imunologia",17
49053,39652,28,1,6,18
49054,39652,4,2,"Direçao do Instituto Ciencias Biológicas",21
49055,39653,14,1,"Tópicos Especiais Ensino de Biologia",17
49056,39653,28,1,2,18
49057,39653,4,2,"Direçao do Instituto Ciencias Biológicas",21
49058,39654,14,1,"Tópicos Especiais Ensino de Ciencias",17
49059,39654,28,1,2,18
49060,39654,4,2,"Direçao do Instituto Ciencias Biológicas",21
49061,39655,14,1,"Doenças Parasitárias dos Animais Domésticos",17
49062,39655,28,1,6,18
49063,39655,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
49064,39656,14,1,"Introduçao a Ciencias Farmaceuticas",17
49065,39656,28,1,4,18
49066,39656,4,2,"Faculdade de Ciencias da Saúde",21
49067,39657,14,1,"Principais Vetores de Importância em Saúde Coletiva",17
49068,39657,28,1,4,18
49069,39657,4,2,"UnB - Faculdade da Ceilândia",21
49070,39658,14,1,"Metodologias Qualitativas em Saúde Coletiva",17
49071,39658,28,1,4,18
49072,39658,4,2,"UnB - Faculdade da Ceilândia",21
49073,39659,14,1,"Saúde, Cuidado e Reconhecimento",17
49074,39659,28,1,4,18
49075,39659,4,2,"UnB - Faculdade da Ceilândia",21
49076,39660,14,1,"Manobras Farmacológicas em Emergencias Clínicas",17
49077,39660,28,1,2,18
49078,39660,4,2,"UnB - Faculdade da Ceilândia",21
49079,39661,14,1,"Fundamentos de Arquitetura de Software",17
49080,39661,28,1,4,18
49081,39661,4,2,"UnB - Faculdade do Gama",21
49082,39662,14,1,"Princípios de Robótica Educacional",17
49083,39662,28,1,4,18
49084,39662,4,2,"UnB - Faculdade do Gama",21
49085,39663,14,1,"Programaçao para Competiçoes",17
49086,39663,28,1,4,18
49087,39663,4,2,"UnB - Faculdade do Gama",21
49088,39664,14,1,"Estruturas de Dados 2",17
49089,39664,28,1,4,18
49090,39664,4,2,"UnB - Faculdade do Gama",21
49091,39665,14,1,"Seminários em Engenharia de Software",17
49092,39665,28,1,2,18
49093,39665,4,2,"UnB - Faculdade do Gama",21
49094,39666,14,1,"Saneamento, Meio Ambiente e Planejamento Urbano",17
49095,39666,28,1,4,18
49096,39666,4,2,"Departamento de Engenharia Civil e Ambiental",21
49097,39667,14,1,"Tratamento de Águas Residuárias Urbanas",17
49098,39667,28,1,4,18
49099,39667,4,2,"Departamento de Engenharia Civil e Ambiental",21
49100,39668,14,1,"Tratamento de Água para Consumo Humano",17
49101,39668,28,1,4,18
49102,39668,4,2,"Departamento de Engenharia Civil e Ambiental",21
49103,39669,14,1,"Modelos e Simulaçao de Sistemas Ambientais",17
49104,39669,28,1,4,18
49105,39669,4,2,"Departamento de Engenharia Civil e Ambiental",21
49106,39670,14,1,"Estudos dos Ecossistemas Aquáticos Continentais",17
49107,39670,28,1,2,18
49108,39670,4,2,"Departamento de Engenharia Civil e Ambiental",21
49109,39671,14,1,"As Origens do Pensamento Ocidental",17
49110,39671,28,1,4,18
49111,39671,4,2,"Centro de Estudos Avançados e Multidisciplinares",21
49112,39672,14,1,"Laboratório de Ensino de Ciencias",17
49113,39672,28,1,6,18
49114,39672,4,2,"Instituto de Ciencias Biológicas",21
49115,39673,14,1,"Saúde e Trabalho",17
49116,39673,28,1,4,18
49117,39673,4,2,"Departamento de Enfermagem",21
49118,39674,14,1,"Fundamentos de Produçao de Cerveja",17
49119,39674,28,1,4,18
49120,39674,4,2,"Instituto de Química",21
49121,39675,14,1,"Técnicas Intrumentais de Análise",17
49122,39675,28,1,2,18
49123,39675,4,2,"Faculdade de Ciencias da Saúde",21
49124,39676,14,1,"Línguas de Sinais Brasileira - Básico",17
49125,39676,28,1,4,18
49126,39676,4,2,"Instituto de Letras",21
49127,39677,14,1,"Arte e Pensamento",17
49128,39677,28,1,4,18
49129,39677,4,2,"Departamento de Artes Visuais",21
49130,39678,14,1,"Arte e Ciencias da Linguagem",17
49131,39678,28,1,4,18
49132,39678,4,2,"Departamento de Artes Visuais",21
49133,39679,14,1,"Teoria, Crítica e História da Arte 3",17
49134,39679,28,1,4,18
49135,39679,4,2,"Departamento de Artes Visuais",21
49136,39680,14,1,"Fundamentos em Ciencias e Microbiologia dos Alimentos",17
49137,39680,28,1,4,18
49138,39680,4,2,"UnB - Faculdade de Planaltina",21
49139,39681,14,1,"Estatística Aplicada r Educaçao Física",17
49140,39681,28,1,4,18
49141,39681,4,2,"Faculdade de Educaçao Física",21
49142,39682,14,1,"Metodologia das Lutas e Artes Marciais",17
49143,39682,28,1,4,18
49144,39682,4,2,"Faculdade de Educaçao Física",21
49145,39683,14,1,"Educaçao Física: Leis, Normas e Políticas",17
49146,39683,28,1,4,18
49147,39683,4,2,"Faculdade de Educaçao Física",21
49148,39684,14,1,"Tópicos Especiais de Epistemologia das Ciencias Humanas e Sociais",17
49149,39684,28,1,4,18
49150,39684,4,2,"Departamento de Filosofia",21
49151,39685,14,1,"Filosofia da Psicanálise",17
49152,39685,28,1,4,18
49153,39685,4,2,"Departamento de Filosofia",21
49154,39686,14,1,"Práticas de Saúde Bucal Coletiva 2",17
49155,39686,28,1,4,18
49156,39686,4,2,"Departamento de Odontologia",21
49157,39687,14,1,"Clínica Odontológica 7",17
49158,39687,28,1,16,18
49159,39687,4,2,"Departamento de Odontologia",21
49160,39688,14,1,"Clínica Odontológica 8",17
49161,39688,28,1,12,18
49162,39688,4,2,"Departamento de Odontologia",21
49163,39689,14,1,"Estágio Supervisionado em Odontologia 1",17
49164,39689,28,1,16,18
49165,39689,4,2,"Departamento de Odontologia",21
49166,39690,14,1,"Estágio Supervisionado em Odontologia 2",17
49167,39690,28,1,12,18
49168,39690,4,2,"Departamento de Odontologia",21
49169,39691,14,1,"Introduçao r Metereologia",17
49170,39691,28,1,2,18
49171,39691,4,2,"Instituto de Geociencias",21
49172,39692,14,1,"Sismologia Avançada",17
49173,39692,28,1,4,18
49174,39692,4,2,"Instituto de Geociencias",21
49175,39693,14,1,"Métodos Aeroeletromagnéticos",17
49176,39693,28,1,4,18
49177,39693,4,2,"Instituto de Geociencias",21
49178,39694,14,1,"Processamentos de Dados Sismológicos",17
49179,39694,28,1,4,18
49180,39694,4,2,"Instituto de Geociencias",21
49181,39695,14,1,"Preparaçao Trabalho Final - Geofísica",17
49182,39695,28,1,2,18
49183,39695,4,2,"Instituto de Geociencias",21
49184,39696,14,1,"Tópicos Especiais em Física Aplicada",17
49185,39696,28,1,2,18
49186,39696,4,2,"UnB - Faculdade do Gama",21
49187,39697,14,1,"Tópicos Especiais em Matemática Aplicada",17
49188,39697,28,1,4,18
49189,39697,4,2,"UnB - Faculdade do Gama",21
49190,39698,14,1,"Currículo e Avaliaçao",17
49191,39698,28,1,4,18
49192,39698,4,2,"UnB - Faculdade de Planaltina",21
49193,39699,14,1,"Abordagem do Corpo Humano no Ensino de Ciencias",17
49194,39699,28,1,4,18
49195,39699,4,2,"UnB - Faculdade de Planaltina",21
49196,39700,14,1,"Tópicos Especiais em Ciencias Naturais",17
49197,39700,28,1,4,18
49198,39700,4,2,"UnB - Faculdade de Planaltina",21
49199,39701,14,1,"Educaçao e Ludicidade no Ensino de Ciencias",17
49200,39701,28,1,4,18
49201,39701,4,2,"UnB - Faculdade de Planaltina",21
49202,39702,14,1,"Biologia Molecular e Biotecnologia",17
49203,39702,28,1,4,18
49204,39702,4,2,"UnB - Faculdade de Planaltina",21
49205,39703,14,1,"Decrescimento: Consumir menos para que todos vivam melhor",17
49206,39703,28,1,2,18
49207,39703,4,2,"Centro de Estudos Avançados e Multidisciplinares",21
49208,39704,14,1,"Elementos de Mineralogia",17
49209,39704,28,1,4,18
49210,39704,4,2,"UnB - Faculdade de Planaltina",21
49211,39705,14,1,"Aprimoramento da Performance Comunicativa: Atividade Prática",17
49212,39705,28,1,2,18
49213,39705,4,2,"UnB - Faculdade da Ceilândia",21
49214,39706,14,1,"Jogos Virtuais na Prática Terapeutica: Bases e Evidencias",17
49215,39706,28,1,2,18
49216,39706,4,2,"UnB - Faculdade da Ceilândia",21
49217,39707,14,1,"Variabilidade da Frequencia Cardíaca: Aplicaçoes Clínicas",17
49218,39707,28,1,2,18
49219,39707,4,2,"UnB - Faculdade da Ceilândia",21
49220,39708,14,1,"Recursos Tecnológicos Avançados em Fisioterapia Dermato-Funcional",17
49221,39708,28,1,2,18
49222,39708,4,2,"UnB - Faculdade da Ceilândia",21
49223,39709,14,1,"Tópicos Especiais em Fisioterapia Aquática",17
49224,39709,28,1,2,18
49225,39709,4,2,"UnB - Faculdade da Ceilândia",21
49226,39710,14,1,"Análise de Sistemas de Energia Elétrica",17
49227,39710,28,1,4,18
49228,39710,4,2,"UnB - Faculdade do Gama",21
49229,39711,14,1,"Teorias do Desenvolvimento Motor: Repercussoes na Intervençao Precoce",17
49230,39711,28,1,2,18
49231,39711,4,2,"UnB - Faculdade da Ceilândia",21
49232,39712,14,1,"Processos Cognitivos: Prática Fisioterapeutica",17
49233,39712,28,1,2,18
49234,39712,4,2,"UnB - Faculdade da Ceilândia",21
49235,39713,14,1,"História Ambiental do Brasil",17
49236,39713,28,1,4,18
49237,39713,4,2,"Centro de Desenvolvimento Sustentável",21
49238,39714,14,1,Biossegurança,17
49239,39714,28,1,2,18
49240,39714,4,2,"Departamento de Biologia Celular",21
49241,39715,14,1,"Boas Práticas de Laboratório e de Fabricaçao",17
49242,39715,28,1,2,18
49243,39715,4,2,"Departamento de Biologia Celular",21
49244,39716,14,1,"Princípios em Farmacologia",17
49245,39716,28,1,4,18
49246,39716,4,2,"Departamento de Ciencias Fisiológicas",21
49247,39717,14,1,"Estágio Profissional em Biotecnologia",17
49248,39717,28,1,12,18
49249,39717,4,2,"Departamento de Biologia Celular",21
49250,39718,14,1,"Imunologia Aplicada",17
49251,39718,28,1,4,18
49252,39718,4,2,"Departamento de Biologia Celular",21
49253,39719,14,1,"Redaçao Científica",17
49254,39719,28,1,2,18
49255,39719,4,2,"Departamento de Biologia Celular",21
49256,39720,14,1,"Tecnologia de Bioprocessos e Fermentaçao",17
49257,39720,28,1,6,18
49258,39720,4,2,"Departamento de Biologia Celular",21
49259,39721,14,1,"Legislaçao, Patentes e Propriedade Intelectual",17
49260,39721,28,1,2,18
49261,39721,4,2,"Departamento de Biologia Celular",21
49262,39722,14,1,"Elaboraçao de Projetos Biotecnológicos",17
49263,39722,28,1,2,18
49264,39722,4,2,"Instituto de Ciencias Biológicas",21
49265,39723,14,1,"Economia para Políticas Públicas 3",17
49266,39723,28,1,4,18
49267,39723,4,2,"Departamento de Economia",21
49268,39724,14,1,"Indicadores Econômicos e Sociais e Políticas Públicas",17
49269,39724,28,1,4,18
49270,39724,4,2,"Instituto de Ciencia Política",21
49271,39725,14,1,"Estágio Supervisionado 2",17
49272,39725,28,1,12,18
49273,39725,4,2,"Faculdade de Ciencias da Saúde",21
49274,39726,14,1,"Estágio Supervisionado 3",17
49275,39726,28,1,12,18
49276,39726,4,2,"Faculdade de Ciencias da Saúde",21
49277,39727,14,1,"Estágio Supervisionado 4",17
49278,39727,28,1,28,18
49279,39727,4,2,"Faculdade de Ciencias da Saúde",21
49280,39728,14,1,"Trabalho de Conclusao de Curso",17
49281,39728,28,1,2,18
49282,39728,4,2,"Faculdade de Ciencias da Saúde",21
49283,39729,14,1,"Métodos Quantitativos em Medicina Veterinária",17
49284,39729,28,1,4,18
49285,39729,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
49286,39730,14,1,"Fundamentos de Cancerologia",17
49287,39730,28,1,2,18
49288,39730,4,2,"UnB - Faculdade da Ceilândia",21
49289,39731,14,1,"Controle de Qualidade de Medicamentos Naturais",17
49290,39731,28,1,2,18
49291,39731,4,2,"UnB - Faculdade da Ceilândia",21
49292,39732,14,1,"Pesquisas em Formas Farmacenticas",17
49293,39732,28,1,2,18
49294,39732,4,2,"UnB - Faculdade da Ceilândia",21
49295,39733,14,1,"Introduçao a Psicomotricidade",17
49296,39733,28,1,2,18
49297,39733,4,2,"UnB - Faculdade da Ceilândia",21
49298,39734,14,1,"Neuropsicologia Clínica",17
49299,39734,28,1,2,18
49300,39734,4,2,"UnB - Faculdade da Ceilândia",21
49301,39735,14,1,"Fundamentos da Psicologia Aplicados aos Ciclos da Vida",17
