id_objeto,id_sujeito,id_termo,id_objeto_tipo,desc_objeto,id_coluna
49302,39735,28,1,4,18
49303,39735,4,2,"UnB - Faculdade da Ceilândia",21
49304,39736,14,1,"Gestao e Avaliaçao de Políticas de Saúde",17
49305,39736,28,1,4,18
49306,39736,4,2,"Centro de Estudos Avançados e Multidisciplinares",21
49307,39737,14,1,"Estágio Obrigatório  em Fisioterapia 1",17
49308,39737,28,1,20,18
49309,39737,4,2,"UnB - Faculdade da Ceilândia",21
49310,39738,14,1,"Estágio Obrigatório  em Fisioterapia 2",17
49311,39738,28,1,20,18
49312,39738,4,2,"UnB - Faculdade da Ceilândia",21
49313,39739,14,1,"Estágio Obrigatório  em Fisioterapia 3",17
49314,39739,28,1,20,18
49315,39739,4,2,"UnB - Faculdade da Ceilândia",21
49316,39740,14,1,"Tópicos Especiais em Economia Regional e Urbana",17
49317,39740,28,1,4,18
49318,39740,4,2,"Departamento de Economia",21
49319,39741,14,1,"Diagnóstico Laboratorial em Imunologia Clínica",17
49320,39741,28,1,4,18
49321,39741,4,2,"Faculdade de Ciencias da Saúde",21
49322,39742,14,1,"Identidade Nacional e Nacionalismo",17
49323,39742,28,1,4,18
49324,39742,4,2,"Instituto de Ciencia Política",21
49325,39743,14,1,"Estudos Legislativos",17
49326,39743,28,1,4,18
49327,39743,4,2,"Instituto de Ciencia Política",21
49328,39744,14,1,"Introduçao r Análise de Sistemas Ambientais",17
49329,39744,28,1,2,18
49330,39744,4,2,"Departamento de Engenharia Civil e Ambiental",21
49331,39745,14,1,"Avaliaçao e Controle de Poluiçao do Ar e Sonora",17
49332,39745,28,1,4,18
49333,39745,4,2,"Departamento de Engenharia Civil e Ambiental",21
49334,39746,14,1,"Avaliaçao e Controle de Poluiçao da Água",17
49335,39746,28,1,4,18
49336,39746,4,2,"Departamento de Engenharia Civil e Ambiental",21
49337,39747,14,1,"Avaliaçao e Controle de Poluiçao do Solo",17
49338,39747,28,1,4,18
49339,39747,4,2,"Departamento de Engenharia Civil e Ambiental",21
49340,39748,14,1,"Solos Tropicais",17
49341,39748,28,1,4,18
49342,39748,4,2,"Departamento de Engenharia Civil e Ambiental",21
49343,39749,14,1,"Bioquímica Aplicada  aos Processos da Engenharia Ambiental",17
49344,39749,28,1,2,18
49345,39749,4,2,"Departamento de Engenharia Civil e Ambiental",21
49346,39750,14,1,"Tratamento Avançado de Águas para Consumo Humano",17
49347,39750,28,1,2,18
49348,39750,4,2,"Departamento de Engenharia Civil e Ambiental",21
49349,39751,14,1,"Tratamento Avançado de Águas Residuárias",17
49350,39751,28,1,2,18
49351,39751,4,2,"Departamento de Engenharia Civil e Ambiental",21
49352,39752,14,1,"Tópicos Avançados em Transporte de Contaminantes",17
49353,39752,28,1,4,18
49354,39752,4,2,"Departamento de Engenharia Civil e Ambiental",21
49355,39753,14,1,"Modelos de Poluiçao Difusa em Sistemas Hídricos",17
49356,39753,28,1,2,18
49357,39753,4,2,"Departamento de Engenharia Civil e Ambiental",21
49358,39754,14,1,"Avaliaçao Ambiental Estratégica",17
49359,39754,28,1,2,18
49360,39754,4,2,"Departamento de Engenharia Civil e Ambiental",21
49361,39755,14,1,"Estágio Curricular em Engenharia Ambiental",17
49362,39755,28,1,2,18
49363,39755,4,2,"Departamento de Engenharia Civil e Ambiental",21
49364,39756,14,1,"Avaliaçao de Impactos e Riscos Ambientais",17
49365,39756,28,1,4,18
49366,39756,4,2,"Departamento de Engenharia Civil e Ambiental",21
49367,39757,14,1,"Projeto Final em Engenharia Ambiental 1",17
49368,39757,28,1,1,18
49369,39757,4,2,"Departamento de Engenharia Civil e Ambiental",21
49370,39758,14,1,"Projeto Final em Engenharia Ambiental 2",17
49371,39758,28,1,2,18
49372,39758,4,2,"Departamento de Engenharia Civil e Ambiental",21
49373,39759,14,1,"Planejamento e Gestao Ambiental",17
49374,39759,28,1,4,18
49375,39759,4,2,"Departamento de Engenharia Civil e Ambiental",21
49376,39760,14,1,"Elementos da Prática Educacional",17
49377,39760,28,1,2,18
49378,39760,4,2,"Instituto de Ciencias Biológicas",21
49379,39761,14,1,"Didática das Ciencias Naturais",17
49380,39761,28,1,4,18
49381,39761,4,2,"Instituto de Ciencias Biológicas",21
49382,39762,14,1,"Didática da Biologia",17
49383,39762,28,1,4,18
49384,39762,4,2,"Instituto de Ciencias Biológicas",21
49385,39763,14,1,"Prática de Educaçao em Ciencias 1",17
49386,39763,28,1,2,18
49387,39763,4,2,"Instituto de Ciencias Biológicas",21
49388,39764,14,1,"Prática de Educaçao em Ciencias 2",17
49389,39764,28,1,2,18
49390,39764,4,2,"Instituto de Ciencias Biológicas",21
49391,39765,14,1,"Prática de Educaçao em Biologia 1",17
49392,39765,28,1,2,18
49393,39765,4,2,"Instituto de Ciencias Biológicas",21
49394,39766,14,1,"Prática de Educaçao em Biologia 2",17
49395,39766,28,1,2,18
49396,39766,4,2,"Instituto de Ciencias Biológicas",21
49397,39767,14,1,"Projeto de Pesquisa em Educaçao Científica",17
49398,39767,28,1,4,18
49399,39767,4,2,"Instituto de Ciencias Biológicas",21
49400,39768,14,1,"Pré-Cálculo para Engenharia",17
49401,39768,28,1,4,18
49402,39768,4,2,"UnB - Faculdade do Gama",21
49403,39769,14,1,"Introduçao r Análise de Discurso Crítica da Saúde e da Doença",17
49404,39769,28,1,4,18
49405,39769,4,2,"UnB - Faculdade da Ceilândia",21
49406,39770,14,1,"Disfunçao Temporomandibular e Dor Orofacial",17
49407,39770,28,1,2,18
49408,39770,4,2,"Departamento de Odontologia",21
49409,39771,14,1,"Prática do Italiano Oral e Escrito",17
49410,39771,28,1,2,18
49411,39771,4,2,"Departamento de Línguas Estrangeiras e Traduçao",21
49412,39772,14,1,"Manejo de Vegetaçao Nativa",17
49413,39772,28,1,4,18
49414,39772,4,2,"Departamento de Engenharia Florestal",21
49415,39773,14,1,"Polones 3",17
49416,39773,28,1,4,18
49417,39773,4,2,"Departamento de Línguas Estrangeiras e Traduçao",21
49418,39774,14,1,"Prática de Apoio da Física 1- 1",17
49419,39774,28,1,2,18
49420,39774,4,2,"Instituto de Física",21
49421,39775,14,1,"Prática de Apoio da Física 1- 2",17
49422,39775,28,1,2,18
49423,39775,4,2,"Instituto de Física",21
49424,39776,14,1,"Prática de Apoio da Física 1-3",17
49425,39776,28,1,2,18
49426,39776,4,2,"Instituto de Física",21
49427,39777,14,1,"Introduçao a Fonoaudiologia",17
49428,39777,28,1,2,18
49429,39777,4,2,"UnB - Faculdade da Ceilândia",21
49430,39778,14,1,"Virologia Clínica",17
49431,39778,28,1,2,18
49432,39778,4,2,"UnB - Faculdade da Ceilândia",21
49433,39779,14,1,"Transferencia de Quantidade de Movimento",17
49434,39779,28,1,4,18
49435,39779,4,2,"Instituto de Química",21
49436,39780,14,1,"Laboratório de Engenharia Química 2",17
49437,39780,28,1,2,18
49438,39780,4,2,"Instituto de Química",21
49439,39781,14,1,"Operaçoes Unitárias da Engenharia Química 1",17
49440,39781,28,1,4,18
49441,39781,4,2,"Instituto de Química",21
49442,39782,14,1,"Transferencia de Massa",17
49443,39782,28,1,4,18
49444,39782,4,2,"Instituto de Química",21
49445,39783,14,1,"Operaçoes Unitárias da Engenharia Química 2",17
49446,39783,28,1,4,18
49447,39783,4,2,"Instituto de Química",21
49448,39784,14,1,"Operaçoes Unitárias da Engenharia Química 3",17
49449,39784,28,1,4,18
49450,39784,4,2,"Instituto de Química",21
49451,39785,14,1,"Laboratório de Engenharia Química 1",17
49452,39785,28,1,2,18
49453,39785,4,2,"Instituto de Química",21
49454,39786,14,1,Complexidade,17
49455,39786,28,1,2,18
49456,39786,4,2,"UnB - Faculdade de Planaltina",21
49457,39787,14,1,"Ética e Formaçao Docente",17
49458,39787,28,1,4,18
49459,39787,4,2,"UnB - Faculdade de Planaltina",21
49460,39788,14,1,"Evoluçao do Desenvolvimento",17
49461,39788,28,1,0,18
49462,39788,4,2,"UnB - Faculdade de Planaltina",21
49463,39789,14,1,"Fundamentos e Estratégias no Ensino de Ciencias",17
49464,39789,28,1,4,18
49465,39789,4,2,"UnB - Faculdade de Planaltina",21
49466,39790,14,1,"Projeto de Engenharia Química 1",17
49467,39790,28,1,2,18
49468,39790,4,2,"Instituto de Química",21
49469,39791,14,1,"Laboratório de Microscopia",17
49470,39791,28,1,4,18
49471,39791,4,2,"UnB - Faculdade de Planaltina",21
49472,39792,14,1,"Laboratório de Química 2",17
49473,39792,28,1,4,18
49474,39792,4,2,"UnB - Faculdade de Planaltina",21
49475,39793,14,1,"Tópicos em Educaçao e Desenvolvimento Humano",17
49476,39793,28,1,4,18
49477,39793,4,2,"UnB - Faculdade de Planaltina",21
49478,39794,14,1,"Ecologia do Organismo",17
49479,39794,28,1,2,18
49480,39794,4,2,"UnB - Faculdade de Planaltina",21
49481,39795,14,1,"Modelagem e Simulaçao de Processos Químicos",17
49482,39795,28,1,4,18
49483,39795,4,2,"Instituto de Química",21
49484,39796,14,1,"Estágio Supervisionado",17
49485,39796,28,1,11,18
49486,39796,4,2,"Instituto de Química",21
49487,39797,14,1,"Projeto de Engenharia Química 2",17
49488,39797,28,1,2,18
49489,39797,4,2,"Instituto de Química",21
49490,39798,14,1,"Tecnologia de Conversao de Biomassa",17
49491,39798,28,1,4,18
49492,39798,4,2,"Instituto de Química",21
49493,39799,14,1,"Invasoes Biológicas",17
49494,39799,28,1,4,18
49495,39799,4,2,"Departamento de Genética e Morfologia",21
49496,39800,14,1,"Teoria, Crítica e História da Arte 4",17
49497,39800,28,1,4,18
49498,39800,4,2,"Departamento de Artes Visuais",21
49499,39801,14,1,"Arte e Psicanálise",17
49500,39801,28,1,4,18
49501,39801,4,2,"Departamento de Artes Visuais",21
49502,39802,14,1,"Oficina de Textos",17
49503,39802,28,1,6,18
49504,39802,4,2,"Instituto de Letras",21
49505,39803,14,1,"Produçao e Manejo de Animais Silvestres e Exóticos",17
49506,39803,28,1,4,18
49507,39803,4,2,"Faculdade de Agronomia e Medicina Veterinária",21
49508,39804,14,1,"Pesquisa em Turismo",17
49509,39804,28,1,4,18
49510,39804,4,2,"Centro de Excelencia em Turismo",21
49511,39805,14,1,"Estruturaçao e Promoçao de Destinos",17
49512,39805,28,1,4,18
49513,39805,4,2,"Centro de Excelencia em Turismo",21
49514,39806,14,1,"Seminários em Turismo 3",17
49515,39806,28,1,2,18
49516,39806,4,2,"Centro de Excelencia em Turismo",21
49517,39807,14,1,"Poéticas da Viagem: Arte Cinema Literatura e Turismo",17
49518,39807,28,1,4,18
49519,39807,4,2,"Centro de Excelencia em Turismo",21
49520,39808,14,1,"Planejamento e Organizaçao de Eventos",17
49521,39808,28,1,4,18
49522,39808,4,2,"Centro de Excelencia em Turismo",21
49523,39809,14,1,"Turismo Rural",17
49524,39809,28,1,2,18
49525,39809,4,2,"Centro de Excelencia em Turismo",21
49526,39810,14,1,"Tópicos Especiais em Gastronomia 1",17
49527,39810,28,1,4,18
49528,39810,4,2,"Centro de Excelencia em Turismo",21
49529,39811,14,1,"Estudos Linguisticos 1",17
49530,39811,28,1,2,18
49531,39811,4,2,"UnB - Faculdade da Ceilândia",21
49532,39812,14,1,"Física Zero",17
49533,39812,28,1,2,18
49534,39812,4,2,"Instituto de Física",21
49535,39813,14,1,"Educaçao Física no Ensino Fundamental",17
49536,39813,28,1,4,18
49537,39813,4,2,"Faculdade de Educaçao Física",21
49538,39814,14,1,"Educaçao Física na Educaçao Infantil",17
49539,39814,28,1,4,18
49540,39814,4,2,"Faculdade de Educaçao Física",21
49541,39815,14,1,"Fundamentos do Desenvolvimento e Aprendizagem Aplicados a EDF Infantil",17
49542,39815,28,1,4,18
49543,39815,4,2,"Faculdade de Educaçao Física",21
49544,39816,14,1,"Fundamentos do Desenvolvimento e Aprendizagem Aplicados a EDF Ens Fund",17
49545,39816,28,1,4,18
49546,39816,4,2,"Faculdade de Educaçao Física",21
49547,39817,14,1,"Crescimento Maturaçao e Desempenho Motor",17
49548,39817,28,1,2,18
49549,39817,4,2,"Faculdade de Educaçao Física",21
49550,39818,14,1,"Jogo, Lúdico e Educaçao Física",17
49551,39818,28,1,4,18
49552,39818,4,2,"Faculdade de Educaçao Física",21
49553,39819,14,1,"Tópicos Especiais em Engenharia Aeroespacial",17
49554,39819,28,1,4,18
49555,39819,4,2,"UnB - Faculdade do Gama",21
49556,39820,14,1,"Aerodinâmica de Sistemas Aeroespaciais",17
49557,39820,28,1,5,18
49558,39820,4,2,"UnB - Faculdade do Gama",21
49559,39821,14,1,"Mecânica de Estruturas Aeroespaciais",17
49560,39821,28,1,5,18
49561,39821,4,2,"UnB - Faculdade do Gama",21
49562,39822,14,1,"Química Analítica Experimental",17
49563,39822,28,1,4,18
49564,39822,4,2,"Instituto de Química",21
49565,39823,14,1,"Princípios de Química Analítica",17
49566,39823,28,1,4,18
49567,39823,4,2,"Instituto de Química",21
49568,39824,14,1,"Comunicaçao em Saúde 2",17
49569,39824,28,1,4,18
49570,39824,4,2,"Departamento de Saúde Coletiva",21
49571,39825,14,1,"Saúde Indígena",17
49572,39825,28,1,4,18
49573,39825,4,2,"Departamento de Saúde Coletiva",21
49574,39826,14,1,"Projeto de Pesquisa em Educaçao Científica",17
49575,39826,28,1,4,18
49576,39826,4,2,"Direçao do Instituto Ciencias Biológicas",21
49577,39827,14,1,"Tópicos Especiais em Comunicaçao Organizacional 4",17
49578,39827,28,1,4,18
49579,39827,4,2,"Faculdade de Comunicaçao",21
49580,39828,14,1,"Tópicos Especiais em Comunicaçao Organizacional 3",17
49581,39828,28,1,4,18
49582,39828,4,2,"Faculdade de Comunicaçao",21
49583,39829,14,1,"Contabilidade Nacional Aplicada ao Turismo",17
49584,39829,28,1,4,18
49585,39829,4,2,"Departamento de Economia",21
49586,39830,14,1,"Sistemas de Controle Automotivo",17
49587,39830,28,1,4,18
49588,39830,4,2,"UnB - Faculdade do Gama",21
49589,39831,14,1,"Cosmos e Cosmovisao",17
49590,39831,28,1,20,18
49591,39831,4,2,"UnB - Faculdade de Planaltina",21
49592,39832,14,1,"Cosmos e Cosmovisao  2",17
49593,39832,28,1,8,18
49594,39832,4,2,"UnB - Faculdade de Planaltina",21
49595,39833,14,1,"Cosmos e Cosmovisao 3",17
49596,39833,28,1,8,18
49597,39833,4,2,"UnB - Faculdade de Planaltina",21
49598,39834,14,1,"Estágio Supervisionado para 2s Licenciatura em Ciencias Naturais 1",17
49599,39834,28,1,4,18
49600,39834,4,2,"UnB - Faculdade de Planaltina",21
49601,39835,14,1,"Topicos Especiais em Gestao de Recursos Hídricos",17
49602,39835,28,1,2,18
49603,39835,4,2,"Departamento de Engenharia Civil e Ambiental",21
49604,39836,14,1,"Tópicos Especiais em Estudos de Traduçao 1",17
49605,39836,28,1,4,18
49606,39836,4,2,"Departamento de Línguas Estrangeiras e Traduçao",21
49607,39837,14,1,"Tópicos Especiais em Estudos de Traduçao 2",17
49608,39837,28,1,4,18
49609,39837,4,2,"Departamento de Línguas Estrangeiras e Traduçao",21
49610,39838,14,1,"Tópicos Especiais em Estudos de Traduçao 3",17
49611,39838,28,1,4,18
49612,39838,4,2,"Departamento de Línguas Estrangeiras e Traduçao",21
49613,39839,14,1,"Bases Pedagógicas do Trabalho Escolar 1 Parfor",17
49614,39839,28,1,5,18
49615,39839,4,2,"Faculdade de Educaçao",21
49616,39840,14,1,"Bases Pedagógicas do Trabalho Escolar 2 Parfor",17
49617,39840,28,1,5,18
49618,39840,4,2,"Faculdade de Educaçao",21
49619,39841,14,1,"Educaçao e Sociedade numa Perspectiva Sociológica  Parfor",17
49620,39841,28,1,5,18
49621,39841,4,2,"Faculdade de Educaçao",21
49622,39842,14,1,"Desenvolvimento e Aprendizagem Parfor",17
49623,39842,28,1,5,18
49624,39842,4,2,"Faculdade de Educaçao",21
49625,39843,14,1,"Educaçao e Língua Materna 1 Parfor",17
49626,39843,28,1,9,18
49627,39843,4,2,"Faculdade de Educaçao",21
49628,39844,14,1,"Educaçao e Língua Materna 2 Parfor",17
49629,39844,28,1,9,18
49630,39844,4,2,"Faculdade de Educaçao",21
49631,39845,14,1,"Educaçao e Linguagem Matemática 1 Parfor",17
49632,39845,28,1,9,18
49633,39845,4,2,"Faculdade de Educaçao",21
49634,39846,14,1,"Educaçao e Linguagem Matemática 2 Parfor",17
49635,39846,28,1,9,18
49636,39846,4,2,"Faculdade de Educaçao",21
49637,39847,14,1,"Fundamentos da Educaçao da Criança Parfor",17
49638,39847,28,1,5,18
49639,39847,4,2,"Faculdade de Educaçao",21
49640,39848,14,1,"Identidade, Sujeito e Fatos Históricos Parfor",17
49641,39848,28,1,5,18
49642,39848,4,2,"Faculdade de Educaçao",21
49643,39849,14,1,"Educaçao e Língua Materna 3 Parfor",17
49644,39849,28,1,9,18
49645,39849,4,2,"Faculdade de Educaçao",21
49646,39850,14,1,"Educaçao e Linguagem Matemática 3 Parfor",17
49647,39850,28,1,9,18
49648,39850,4,2,"Faculdade de Educaçao",21
49649,39851,14,1,"Currículo e Diversidade Cultural Parfor",17
49650,39851,28,1,5,18
49651,39851,4,2,"Faculdade de Educaçao",21
49652,39852,14,1,"Organizaçao da Educaçao Brasileira Parfor",17
49653,39852,28,1,6,18
49654,39852,4,2,"Faculdade de Educaçao",21
49655,39853,14,1,"Filosofia e Práxis Pedagógico Parfor",17
49656,39853,28,1,5,18
49657,39853,4,2,"Faculdade de Educaçao",21
49658,39854,14,1,"Avaliaçao na Escola Parfor",17
49659,39854,28,1,5,18
49660,39854,4,2,"Faculdade de Educaçao",21
49661,39855,14,1,"Educaçao e Ciencias Físicas e Biológicas 1 Parfor",17
49662,39855,28,1,6,18
49663,39855,4,2,"Faculdade de Educaçao",21
49664,39856,14,1,"Educaçao e Ciencias Físicas e Biológicas 2 Parfor",17
49665,39856,28,1,6,18
49666,39856,4,2,"Faculdade de Educaçao",21
49667,39857,14,1,"Planejamento e Gestao Escolar Parfor",17
49668,39857,28,1,6,18
49669,39857,4,2,"Faculdade de Educaçao",21
49670,39858,14,1,"Educaçao e Cienciais Sociais 1 Parfor",17
49671,39858,28,1,6,18
49672,39858,4,2,"Faculdade de Educaçao",21
49673,39859,14,1,"Educaçao e Cienciais Sociais 2 Parfor",17
49674,39859,28,1,6,18
49675,39859,4,2,"Faculdade de Educaçao",21
49676,39860,14,1,"Pesquisa em Educaçao 1 Parfor",17
49677,39860,28,1,5,18
49678,39860,4,2,"Faculdade de Educaçao",21
49679,39861,14,1,"Estágio 1 Parfor",17
49680,39861,28,1,8,18
49681,39861,4,2,"Faculdade de Educaçao",21
49682,39862,14,1,"Estágio 2 Parfor",17
49683,39862,28,1,8,18
49684,39862,4,2,"Faculdade de Educaçao",21
49685,39863,14,1,"Estágio 3 Parfor",17
49686,39863,28,1,8,18
49687,39863,4,2,"Faculdade de Educaçao",21
49688,39864,14,1,"Educaçao Inclusiva Parfor",17
49689,39864,28,1,5,18
49690,39864,4,2,"Faculdade de Educaçao",21
49691,39865,14,1,"Educaçao Arte e Movimento 1 Parfor",17
49692,39865,28,1,5,18
49693,39865,4,2,"Faculdade de Educaçao",21
49694,39866,14,1,"Educaçao Arte e Movimento 2 Parfor",17
49695,39866,28,1,6,18
49696,39866,4,2,"Faculdade de Educaçao",21
49697,39867,14,1,"Politicas Públicas de Educaçao Parfor",17
49698,39867,28,1,5,18
49699,39867,4,2,"Faculdade de Educaçao",21
49700,39868,14,1,"Trabalho de Conclusao de Curso 1 Parfor",17
49701,39868,28,1,6,18
49702,39868,4,2,"Faculdade de Educaçao",21
49703,39869,14,1,"Trabalho de Conclusao de Curso 2 Parfor",17
49704,39869,28,1,8,18
49705,39869,4,2,"Faculdade de Educaçao",21
49706,39870,14,1,"Educaçao de Jovens e Adultos Parfor",17
49707,39870,28,1,5,18
49708,39870,4,2,"Faculdade de Educaçao",21
49709,39871,14,1,"Escolarizaçao de Surdos e LIBRAS Parfor",17
49710,39871,28,1,5,18
49711,39871,4,2,"Faculdade de Educaçao",21
49712,39872,14,1,"Avaliaçao nas Organizaçoes Educativas Parfor",17
49713,39872,28,1,5,18
49714,39872,4,2,"Faculdade de Educaçao",21
49715,39873,14,1,"Calculo Diferencial de uma Variável",17
49716,39873,28,1,4,18
49717,39873,4,2,"Departamento de Matemática.",21
49718,39874,14,1,"Tópicos de Educaçao Matemática",17
49719,39874,28,1,4,18
49720,39874,4,2,"Departamento de Matemática.",21
49721,39875,14,1,"Geometria Analítica e Vetores",17
49722,39875,28,1,3,18
49723,39875,4,2,"Departamento de Matemática.",21
49724,39876,14,1,"Geometria Plana 1",17
49725,39876,28,1,3,18
49726,39876,4,2,"Departamento de Matemática.",21
49727,39877,14,1,"Estágio de Docencia 1",17
49728,39877,28,1,7,18
49729,39877,4,2,"Departamento de Matemática.",21
49730,39878,14,1,"Análise Combinatória para Cálculo de Probasbilidades",17
49731,39878,28,1,4,18
49732,39878,4,2,"Departamento de Matemática.",21
49733,39879,14,1,"Física teórica para Ciencias Agrárias",17
49734,39879,28,1,4,18
49735,39879,4,2,"Instituto de Física",21
49736,39880,14,1,"Física Experimental para Ciencias Agrárias",17
49737,39880,28,1,2,18
49738,39880,4,2,"Instituto de Física",21
49739,39881,14,1,"Invasoes Biológicas",17
49740,39881,28,1,4,18
49741,39881,4,2,"Direçao do Instituto Ciencias Biológicas",21
49742,39882,14,1,"Morfosiologia de Cabeça e Pescoço",17
49743,39882,28,1,2,18
49744,39882,4,2,"UnB - Faculdade da Ceilândia",21
49745,39883,14,1,"Estudos Linguisticos 2",17
49746,39883,28,1,4,18
49747,39883,4,2,"UnB - Faculdade da Ceilândia",21
49748,39884,14,1,"Física Acústica",17
49749,39884,28,1,2,18
49750,39884,4,2,"UnB - Faculdade da Ceilândia",21
49751,39885,14,1,"Pensamento Social Brasileiro, Instituiçoes e Cultura Política Nacional",17
49752,39885,28,1,4,18
49753,39885,4,2,"Departamento de Sociologia",21
49754,39886,14,1,"Antropologia da Saúde e Adoecimento",17
49755,39886,28,1,4,18
49756,39886,4,2,"UnB - Faculdade da Ceilândia",21
49757,39887,14,1,"Método da Ergonomia da Atividade",17
49758,39887,28,1,4,18
49759,39887,4,2,"UnB - Faculdade da Ceilândia",21
49760,39888,14,1,"Introduçao a Saúde do Trabalhador",17
49761,39888,28,1,2,18
49762,39888,4,2,"UnB - Faculdade da Ceilândia",21
49763,39889,14,1,"Tópicos Avançados em Gestao do Agronegócio 2",17
49764,39889,28,1,4,18
49765,39889,4,2,"UnB - Faculdade de Planaltina",21
49766,39890,14,1,"Tópicos Avançados em Gestao do Agronegócio 3",17
49767,39890,28,1,4,18
49768,39890,4,2,"UnB - Faculdade de Planaltina",21
49769,39891,14,1,"Tópicos Avançados em Gestao do Agronegócio 4",17
49770,39891,28,1,4,18
49771,39891,4,2,"UnB - Faculdade de Planaltina",21
49772,39892,14,1,"Introduçao a Economia Quantitativa",17
49773,39892,28,1,2,18
49774,39892,4,2,"Departamento de Economia",21
49775,39893,14,1,"Morfofisiopatologia da Audiçao e do Equilíbrio",17
49776,39893,28,1,4,18
49777,39893,4,2,"UnB - Faculdade da Ceilândia",21
49778,39894,14,1,"Trabalho de Campo em Fonoaudiologia 1",17
49779,39894,28,1,2,18
49780,39894,4,2,"UnB - Faculdade da Ceilândia",21
49781,39895,14,1,"Linguagem e Pensamento",17
49782,39895,28,1,2,18
49783,39895,4,2,"UnB - Faculdade da Ceilândia",21
49784,39896,14,1,"Atençao ao Prematuro e a Família",17
49785,39896,28,1,2,18
49786,39896,4,2,"UnB - Faculdade da Ceilândia",21
49787,39897,14,1,"Prontuário Eletrônico do Paciente",17
49788,39897,28,1,2,18
49789,39897,4,2,"UnB - Faculdade da Ceilândia",21
49790,39898,14,1,"Fundamentos do Desenvolvimento  Aprendizagem Aplicados  a EDF EM e EJA",17
49791,39898,28,1,2,18
49792,39898,4,2,"Faculdade de Educaçao Física",21
49793,39899,14,1,"Estudos e Pesquisa em Educaçao Física Escolar",17
49794,39899,28,1,2,18
49795,39899,4,2,"Faculdade de Educaçao Física",21
49796,39900,14,1,"Educaçao Física no Ens Médio e Educaçao de Jovens e Adultos",17
49797,39900,28,1,4,18
49798,39900,4,2,"Faculdade de Educaçao Física",21
49799,39901,14,1,"Metodologia das Modalidades Esportivas Coletivas",17
49800,39901,28,1,4,18
49801,39901,4,2,"Faculdade de Educaçao Física",21
49802,39902,14,1,"Aspectos Psicológicos da Aprendizagem a EDF",17
49803,39902,28,1,2,18
49804,39902,4,2,"Faculdade de Educaçao Física",21
49805,39903,14,1,"Reaçao Adversa a Medicamento",17
49806,39903,28,1,3,18
49807,39903,4,2,"Faculdade de Ciencias da Saúde",21
49808,39904,14,1,"Anatomia dos Sistemas",17
49809,39904,28,1,4,18
49810,39904,4,2,"Faculdade de Educaçao Física",21
49811,39905,14,1,"Corpo e Educaçao",17
49812,39905,28,1,4,18
49813,39905,4,2,"Faculdade de Educaçao Física",21
49814,39906,14,1,"Programa Institucional de Bolsa de Iniciaçao r Docencia",17
49815,39906,28,1,2,18
49816,39906,4,2,"Decanato de Ensino de Graduaçao",21
49817,39907,14,1,"Enfermagem em Oncologia",17
49818,39907,28,1,2,18
49819,39907,4,2,"UnB - Faculdade da Ceilândia",21
49820,39908,14,1,"Saúde Direitos Humanos e Antropologia",17
49821,39908,28,1,4,18
49822,39908,4,2,"Centro de Estudos Avançados e Multidisciplinares",21
49823,39909,14,1,"Direitos Humanos LGBT",17
49824,39909,28,1,4,18
49825,39909,4,2,"Centro de Estudos Avançados e Multidisciplinares",21
49826,39910,14,1,"Gestao e Inovaçao de Processos Críticos em Organizaçao de Serviço",17
49827,39910,28,1,2,18
49828,39910,4,2,"Centro de Estudos Avançados e Multidisciplinares",21
49829,39911,14,1,"Tecnologia do Meio Ambiente 1",17
49830,39911,28,1,2,18
49831,39911,4,2,"Instituto de Química",21
49832,39912,14,1,"Teoria dos Sistemas Sociais",17
49833,39912,28,1,4,18
49834,39912,4,2,"Departamento de Sociologia",21
49835,39913,14,1,"Teoria Crítica da Sociedade",17
49836,39913,28,1,4,18
49837,39913,4,2,"Departamento de Sociologia",21
49838,39914,14,1,"Tópicos Especiais em Sociologia 8",17
49839,39914,28,1,4,18
49840,39914,4,2,"Departamento de Sociologia",21
49841,39915,14,1,"Tópicos Especiais em Sociologia 9",17
49842,39915,28,1,4,18
49843,39915,4,2,"Departamento de Sociologia",21
49844,39916,14,1,"Tópicos Especiais em Sociologia 10",17
49845,39916,28,1,4,18
49846,39916,4,2,"Departamento de Sociologia",21
49847,39917,14,1,"Tópicos Especiais em Sociologia 11",17
49848,39917,28,1,4,18
49849,39917,4,2,"Departamento de Sociologia",21
49850,39918,14,1,"Tópicos Especiais em Sociologia 12",17
49851,39918,28,1,4,18
49852,39918,4,2,"Departamento de Sociologia",21
49853,39919,14,1,"Estágio Supervisionado 3",17
49854,39919,28,1,6,18
49855,39919,4,2,"Departamento de Saúde Coletiva",21
49856,39920,14,1,"Ciencias do Ambiente",17
49857,39920,28,1,2,18
49858,39920,4,2,"Direçao do Instituto Ciencias Biológicas",21
49859,39921,14,1,"Sistema de Produçao Enxuta",17
49860,39921,28,1,4,18
49861,39921,4,2,"Departamento de Engenharia de Produçao",21
49862,39922,14,1,"Gerenciamento de Projetos Complexos",17
49863,39922,28,1,2,18
49864,39922,4,2,"Departamento de Engenharia de Produçao",21
49865,39923,14,1,"Planejamento e Controle de Serviços",17
49866,39923,28,1,2,18
49867,39923,4,2,"Departamento de Engenharia de Produçao",21
49868,39924,14,1,"Ergonomia em Sistemas Produtivos",17
49869,39924,28,1,2,18
49870,39924,4,2,"Departamento de Engenharia de Produçao",21
49871,39925,14,1,"Gestao de Custos",17
49872,39925,28,1,2,18
