nome_departamento;sigla_departamento;cod_faculdade;cod_materia;periodo_disciplina;prioridade;cod_fluxo
Faculdade de Comunicaçăo                          ;FAC         ;337;117846;4;16;337117846
Faculdade de Comunicaçăo                          ;FAC         ;337;117838;4;17;337117838
Faculdade de Comunicaçăo                          ;FAC         ;337;117757;4;18;337117757
Faculdade de Comunicaçăo                          ;FAC         ;337;145548;4;19;337145548
Faculdade de Comunicaçăo                          ;FAC         ;337;117722;4;20;337117722
Faculdade de Comunicaçăo                          ;FAC         ;337;145556;5;21;337145556
Faculdade de Comunicaçăo                          ;FAC         ;337;117714;5;22;337117714
Faculdade de Comunicaçăo                          ;FAC         ;337;145564;6;23;337145564
Faculdade de Comunicaçăo                          ;FAC         ;337;146781;7;24;337146781
Faculdade de Comunicaçăo                          ;FAC         ;337;117862;7;25;337117862
Faculdade de Comunicaçăo                          ;FAC         ;337;150096;8;26;337150096
Faculdade de Comunicaçăo                          ;FAC         ;1473;200352;1;1;1473200352
Faculdade de Comunicaçăo                          ;FAC         ;1473;200361;1;2;1473200361
Faculdade de Comunicaçăo                          ;FAC         ;1473;200344;1;3;1473200344
Faculdade de Comunicaçăo                          ;FAC         ;1473;200336;1;4;1473200336
Faculdade de Comunicaçăo                          ;FAC         ;1473;200328;1;5;1473200328
Faculdade de Comunicaçăo                          ;FAC         ;1473;200999;2;6;1473200999
Faculdade de Comunicaçăo                          ;FAC         ;1473;201006;2;7;1473201006
Faculdade de Comunicaçăo                          ;FAC         ;1473;201014;2;8;1473201014
Faculdade de Comunicaçăo                          ;FAC         ;1473;201022;2;9;1473201022
Faculdade de Comunicaçăo                          ;FAC         ;1473;201031;2;10;1473201031
Faculdade de Comunicaçăo                          ;FAC         ;1473;202509;3;11;1473202509
Faculdade de Comunicaçăo                          ;FAC         ;1473;202517;3;12;1473202517
Faculdade de Comunicaçăo                          ;FAC         ;1473;202525;3;13;1473202525
Faculdade de Comunicaçăo                          ;FAC         ;1473;202533;3;14;1473202533
Faculdade de Comunicaçăo                          ;FAC         ;1473;203718;3;15;1473203718
Faculdade de Comunicaçăo                          ;FAC         ;1473;203726;3;16;1473203726
Faculdade de Comunicaçăo                          ;FAC         ;1473;202576;4;17;1473202576
Faculdade de Comunicaçăo                          ;FAC         ;1473;202541;4;18;1473202541
Faculdade de Comunicaçăo                          ;FAC         ;1473;202568;4;19;1473202568
Faculdade de Comunicaçăo                          ;FAC         ;1473;202550;4;20;1473202550
Faculdade de Comunicaçăo                          ;FAC         ;1473;206351;4;25;1473206351
Faculdade de Comunicaçăo                          ;FAC         ;1473;202584;5;21;1473202584
Faculdade de Comunicaçăo                          ;FAC         ;1473;202592;5;22;1473202592
Faculdade de Comunicaçăo                          ;FAC         ;1473;202606;5;23;1473202606
Faculdade de Comunicaçăo                          ;FAC         ;1473;202614;6;24;1473202614
Faculdade de Comunicaçăo                          ;FAC         ;1473;202622;6;25;1473202622
Faculdade de Comunicaçăo                          ;FAC         ;1473;202631;6;26;1473202631
Faculdade de Comunicaçăo                          ;FAC         ;1473;202649;6;27;1473202649
Faculdade de Comunicaçăo                          ;FAC         ;1473;202657;7;28;1473202657
Faculdade de Comunicaçăo                          ;FAC         ;1473;202665;7;29;1473202665
Faculdade de Comunicaçăo                          ;FAC         ;1473;202673;8;30;1473202673
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180025;1;1;1112180025
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180033;1;2;1112180033
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180041;1;3;1112180041
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180050;1;4;1112180050
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180068;2;5;1112180068
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180076;2;6;1112180076
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180084;2;7;1112180084
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180092;2;8;1112180092
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180106;3;9;1112180106
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180114;3;10;1112180114
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180122;3;11;1112180122
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180131;3;12;1112180131
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180149;4;13;1112180149
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180157;4;14;1112180157
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180165;4;15;1112180165
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180173;4;16;1112180173
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180181;4;17;1112180181
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180190;5;18;1112180190
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180203;5;19;1112180203
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180211;5;19;1112180211
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180220;5;20;1112180220
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180238;6;21;1112180238
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180246;6;22;1112180246
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180360;6;23;1112180360
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180254;6;24;1112180254
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180262;7;25;1112180262
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180271;7;26;1112180271
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180289;7;27;1112180289
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180297;8;30;1112180297
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180301;8;31;1112180301
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180319;8;32;1112180319
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180378;8;33;1112180378
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180386;9;27;1112180386
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180327;9;33;1112180327
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180335;9;34;1112180335
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180343;9;35;1112180343
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1112;180351;9;36;1112180351
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;184039;1;1;1350184039
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;132012;1;2;1350132012
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;147389;1;3;1350147389
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;181013;1;4;1350181013
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;113018;1;5;1350113018
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;185035;1;6;1350185035
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;133230;2;7;1350133230
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;139203;2;8;1350139203
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;185850;2;9;1350185850
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;186384;2;10;1350186384
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;132039;3;12;1350132039
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;200794;3;13;1350200794
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;200808;3;14;1350200808
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;200816;3;15;1350200816
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;185051;3;16;1350185051
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;200824;3;17;1350200824
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;186091;4;18;1350186091
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;186457;4;19;1350186457
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;203238;4;20;1350203238
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;203246;4;21;1350203246
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;188638;5;22;1350188638
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;188620;5;23;1350188620
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;186236;6;23;1350186236
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;100323;7;24;1350100323
Faculd. de Economia; Administraçăo e Contabilidade;FACE        ;1350;100331;8;25;1350100331
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154474;1;1;27154474
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154598;1;2;27154598
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154628;1;3;27154628
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154008;1;4;27154008
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;155080;1;5;27155080
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154580;1;6;27154580
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;112984;2;7;27112984
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154482;2;8;27154482
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154741;2;9;27154741
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154652;2;10;27154652
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154687;2;11;27154687
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;208469;2;12;27208469
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154750;3;13;27154750
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154601;3;14;27154601
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;208485;3;15;27208485
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154491;3;16;27154491
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154661;3;17;27154661
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154695;3;18;27154695
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154768;4;19;27154768
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154504;4;20;27154504
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;155349;4;21;27155349
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;155331;4;22;27155331
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154709;4;23;27154709
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154784;5;24;27154784
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154512;5;25;27154512
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154091;5;26;27154091
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;166952;5;27;27166952
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;166961;5;28;27166961
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154717;5;29;27154717
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154776;6;30;27154776
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154521;6;31;27154521
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154571;6;32;27154571
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;155322;6;33;27155322
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154423;6;34;27154423
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154806;7;35;27154806
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;155403;7;36;27155403
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154849;7;37;27154849
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154547;7;38;27154547
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154555;8;39;27154555
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;155390;8;40;27155390
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154814;9;41;27154814
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154989;9;42;27154989
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;154326;9;43;27154326
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;27;100293;10;44;27100293
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154008;1;1;1422154008
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154474;1;2;1422154474
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;155080;1;3;1422155080
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154598;1;4;1422154598
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154628;1;5;1422154628
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154482;2;6;1422154482
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154580;2;7;1422154580
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154652;2;8;1422154652
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154741;2;9;1422154741
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;201481;2;10;1422201481
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;208469;2;11;1422208469
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;112984;3;12;1422112984
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154491;3;13;1422154491
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154601;3;14;1422154601
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154750;3;15;1422154750
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;204129;3;16;1422204129
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154547;4;17;1422154547
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154768;4;18;1422154768
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;155322;4;19;1422155322
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;206091;4;20;1422206091
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;206105;4;21;1422206105
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;206521;4;22;1422206521
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;208485;4;24;1422208485
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154504;5;25;1422154504
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;206083;5;26;1422206083
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;208477;5;27;1422208477
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;209023;5;28;1422209023
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;209031;5;29;1422209031
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;100307;6;30;1422100307
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;100315;6;31;1422100315
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154784;6;32;1422154784
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154849;6;33;1422154849
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;155349;6;34;1422155349
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;100340;7;35;1422100340
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154776;7;36;1422154776
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154512;7;37;1422154512
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;155331;7;38;1422155331
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154709;7;39;1422154709
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;100358;8;40;1422100358
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;155403;8;41;1422155403
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154521;8;42;1422154521
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;206113;8;43;1422206113
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154717;8;44;1422154717
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154806;9;45;1422154806
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154555;9;46;1422154555
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;206121;9;47;1422206121
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154814;10;48;1422154814
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;155390;10;49;1422155390
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154989;11;50;1422154989
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;154326;11;51;1422154326
Direçăo da Faculdade de Arquitetura e Urbanismo   ;FAU         ;1422;100293;12;52;1422100293
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;121398;1;1;884121398
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;123838;1;2;884123838
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;123153;1;3;884123153
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;169684;1;4;884169684
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;169692;1;5;884169692
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;125610;2;6;884125610
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;125628;2;7;884125628
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;125652;2;8;884125652
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161004;2;9;884161004
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;121061;3;10;884121061
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;103853;3;11;884103853
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161837;3;12;884161837
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;170577;3;13;884170577
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161608;3;14;884161608
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161454;4;15;884161454
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;107379;4;16;884107379
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161632;4;17;884161632
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161616;4;18;884161616
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;100781;5;19;884100781
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161659;5;20;884161659
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161667;5;21;884161667
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;169846;5;22;884169846
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161471;5;23;884161471
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;169854;5;24;884169854
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;103110;6;25;884103110
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;170372;6;26;884170372
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161136;6;27;884161136
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161489;6;28;884161489
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161535;6;29;884161535
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161527;6;30;884161527
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161519;7;31;884161519
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161845;7;32;884161845
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;169803;7;33;884169803
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;176656;7;34;884176656
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161551;7;35;884161551
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161772;8;36;884161772
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;100773;8;37;884100773
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;100757;8;38;884100757
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161543;8;39;884161543
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161705;9;40;884161705
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161853;9;41;884161853
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;100765;9;42;884100765
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;100790;9;43;884100790
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161101;9;44;884161101
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;884;161683;10;45;884161683
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;181013;1;1;1511181013
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;113018;1;2;1511113018
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196118;1;3;1511196118
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;132012;1;4;1511132012
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;186791;1;5;1511186791
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;134465;2;6;1511134465
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;115011;2;7;1511115011
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;203220;2;8;1511203220
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196266;2;9;1511196266
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196240;2;10;1511196240
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196550;3;11;1511196550
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196371;3;12;1511196371
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;207136;3;13;1511207136
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;207144;3;14;1511207144
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;132233;3;15;1511132233
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;186201;4;16;1511186201
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;190501;4;17;1511190501
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;208124;4;18;1511208124
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;197424;4;19;1511197424
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196355;4;20;1511196355
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;202380;5;21;1511202380
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196339;5;22;1511196339
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196568;5;23;1511196568
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;181188;5;24;1511181188
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;197416;6;25;1511197416
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;196657;6;26;1511196657
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;181064;6;27;1511181064
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;208132;6;28;1511208132
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;102792;7;29;1511102792
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;102881;7;30;1511102881
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;102903;7;31;1511102903
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;102920;8;32;1511102920
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;195596;8;33;1511195596
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;102890;8;34;1511102890
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;102911;8;35;1511102911
Faculdade de Agronomia e Medicina Veterinária     ;FAV         ;1511;102938;9;36;1511102938
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170861;1;1;1236170861
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170879;1;2;1236170879
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170887;1;3;1236170887
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170895;1;4;1236170895
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170976;1;5;1236170976
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;179868;1;6;1236179868
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170984;2;7;1236170984
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;171000;2;8;1236171000
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;179833;2;9;1236179833
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;107662;2;10;1236107662
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;179876;2;11;1236179876
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180424;2;12;1236180424
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180441;2;13;1236180441
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;170992;3;14;1236170992
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180416;3;15;1236180416
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180432;3;16;1236180432
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180491;3;17;1236180491
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180564;3;18;1236180564
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180572;3;19;1236180572
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180793;3;20;1236180793
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;103888;4;21;1236103888
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180653;4;22;1236180653
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180726;4;23;1236180726
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180734;4;24;1236180734
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180769;4;25;1236180769
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180777;4;26;1236180777
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180785;4;27;1236180785
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180807;4;28;1236180807
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180742;5;29;1236180742
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;180921;5;30;1236180921
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;181382;5;31;1236181382
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;200603;5;32;1236200603
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;200611;5;33;1236200611
UnB - Faculdade da Ceilândia                      ;FCE         ;1236;200620;5;34;1236200620
