nome_departamento;sigla_departamento;cod_faculdade;cod_materia;periodo_disciplina;prioridade;cod_fluxo
Instituto de Química                              ;IQD         ;761;119695;6;37;761119695
Instituto de Química                              ;IQD         ;761;203092;6;38;761203092
Instituto de Química                              ;IQD         ;761;200557;7;39;761200557
Instituto de Química                              ;IQD         ;761;114855;7;40;761114855
Instituto de Química                              ;IQD         ;761;119032;7;41;761119032
Instituto de Química                              ;IQD         ;761;119059;7;42;761119059
Instituto de Química                              ;IQD         ;761;119181;7;43;761119181
Instituto de Química                              ;IQD         ;761;191663;7;45;761191663
Instituto de Química                              ;IQD         ;761;203106;7;46;761203106
Instituto de Química                              ;IQD         ;761;108766;8;47;761108766
Instituto de Química                              ;IQD         ;761;108774;8;48;761108774
Instituto de Química                              ;IQD         ;761;112593;8;49;761112593
Instituto de Química                              ;IQD         ;761;114774;8;50;761114774
Instituto de Química                              ;IQD         ;761;114863;8;51;761114863
Instituto de Química                              ;IQD         ;761;119008;8;52;761119008
Instituto de Química                              ;IQD         ;761;119016;8;53;761119016
Instituto de Química                              ;IQD         ;761;119024;8;54;761119024
Instituto de Química                              ;IQD         ;761;119571;8;55;761119571
Instituto de Química                              ;IQD         ;761;108782;8;56;761108782
Instituto de Química                              ;IQD         ;761;105961;9;56;761105961
Instituto de Química                              ;IQD         ;761;106046;9;57;761106046
Instituto de Química                              ;IQD         ;761;108758;9;58;761108758
Instituto de Química                              ;IQD         ;761;114791;9;59;761114791
Instituto de Química                              ;IQD         ;761;150649;9;60;761150649
Instituto de Química                              ;IQD         ;761;191639;10;60;761191639
Instituto de Química                              ;IQD         ;761;106038;10;61;761106038
Instituto de Química                              ;IQD         ;761;106054;10;62;761106054
Instituto de Química                              ;IQD         ;761;108740;10;63;761108740
Instituto de Química                              ;IQD         ;761;119415;10;64;761119415
Instituto de Química                              ;IQD         ;1481;113034;1;1;1481113034
Instituto de Química                              ;IQD         ;1481;114090;1;2;1481114090
Instituto de Química                              ;IQD         ;1481;114081;1;3;1481114081
Instituto de Química                              ;IQD         ;1481;114804;1;4;1481114804
Instituto de Química                              ;IQD         ;1481;119709;1;5;1481119709
Instituto de Química                              ;IQD         ;1481;113042;2;6;1481113042
Instituto de Química                              ;IQD         ;1481;114464;2;7;1481114464
Instituto de Química                              ;IQD         ;1481;114596;2;8;1481114596
Instituto de Química                              ;IQD         ;1481;118001;2;9;1481118001
Instituto de Química                              ;IQD         ;1481;118532;2;10;1481118532
Instituto de Química                              ;IQD         ;1481;113301;3;11;1481113301
Instituto de Química                              ;IQD         ;1481;114685;3;12;1481114685
Instituto de Química                              ;IQD         ;1481;114715;3;13;1481114715
Instituto de Química                              ;IQD         ;1481;118028;3;14;1481118028
Instituto de Química                              ;IQD         ;1481;118281;3;15;1481118281
Instituto de Química                              ;IQD         ;1481;119423;3;16;1481119423
Instituto de Química                              ;IQD         ;1481;114537;4;17;1481114537
Instituto de Química                              ;IQD         ;1481;114707;4;18;1481114707
Instituto de Química                              ;IQD         ;1481;114871;4;19;1481114871
Instituto de Química                              ;IQD         ;1481;119296;4;20;1481119296
Instituto de Química                              ;IQD         ;1481;112577;4;21;1481112577
Instituto de Química                              ;IQD         ;1481;115045;4;22;1481115045
Instituto de Química                              ;IQD         ;1481;114863;5;24;1481114863
Instituto de Química                              ;IQD         ;1481;119008;5;25;1481119008
Instituto de Química                              ;IQD         ;1481;119253;5;26;1481119253
Instituto de Química                              ;IQD         ;1481;114545;5;27;1481114545
Instituto de Química                              ;IQD         ;1481;162019;5;28;1481162019
Instituto de Química                              ;IQD         ;1481;119288;6;29;1481119288
Instituto de Química                              ;IQD         ;1481;119717;6;30;1481119717
Instituto de Química                              ;IQD         ;1481;119181;6;31;1481119181
Instituto de Química                              ;IQD         ;1481;121223;6;32;1481121223
Instituto de Química                              ;IQD         ;1481;168921;6;33;1481168921
Instituto de Química                              ;IQD         ;1481;119032;7;34;1481119032
Instituto de Química                              ;IQD         ;1481;122921;7;35;1481122921
Instituto de Química                              ;IQD         ;1481;122939;7;36;1481122939
Instituto de Química                              ;IQD         ;1481;181315;7;37;1481181315
Instituto de Química                              ;IQD         ;1481;114553;8;38;1481114553
Instituto de Química                              ;IQD         ;1481;200514;9;39;1481200514
Instituto de Química                              ;IQD         ;1481;200522;10;40;1481200522
Instituto de Química                              ;IQD         ;1562;113034;1;1;1562113034
Instituto de Química                              ;IQD         ;1562;113093;1;2;1562113093
Instituto de Química                              ;IQD         ;1562;118001;1;3;1562118001
Instituto de Química                              ;IQD         ;1562;114081;1;4;1562114081
Instituto de Química                              ;IQD         ;1562;114634;1;5;1562114634
Instituto de Química                              ;IQD         ;1562;207551;1;6;1562207551
Instituto de Química                              ;IQD         ;1562;122408;1;7;1562122408
Instituto de Química                              ;IQD         ;1562;113042;2;8;1562113042
Instituto de Química                              ;IQD         ;1562;115045;2;9;1562115045
Instituto de Química                              ;IQD         ;1562;118028;2;10;1562118028
Instituto de Química                              ;IQD         ;1562;168823;2;11;1562168823
Instituto de Química                              ;IQD         ;1562;114464;2;12;1562114464
Instituto de Química                              ;IQD         ;1562;100510;2;13;1562100510
Instituto de Química                              ;IQD         ;1562;113051;3;14;1562113051
Instituto de Química                              ;IQD         ;1562;118044;3;15;1562118044
Instituto de Química                              ;IQD         ;1562;168769;3;16;1562168769
Instituto de Química                              ;IQD         ;1562;104809;3;17;1562104809
Instituto de Química                              ;IQD         ;1562;181315;3;18;1562181315
Instituto de Química                              ;IQD         ;1562;114685;3;19;1562114685
Instituto de Química                              ;IQD         ;1562;206571;4;20;1562206571
Instituto de Química                              ;IQD         ;1562;113417;4;21;1562113417
Instituto de Química                              ;IQD         ;1562;168009;4;22;1562168009
Instituto de Química                              ;IQD         ;1562;114871;4;23;1562114871
Instituto de Química                              ;IQD         ;1562;104795;4;24;1562104795
