cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_materia
663280;A ;30;20181;137413;387380
663281;A ;2;20181;1011316;364631
663282;B ;1;20181;1009451;340707
663283;C ;30;20181;1078127;188336
663284;A ;26;20181;146251;398497
663285;A ;26;20181;146447;398489
663286;A ;40;20181;1042963;319635
663287;D ;20;20181;1110012;188336
663288;A ;25;20181;1095498;128252
663290;A ;40;20181;1043412;319660
663291;A ;25;20181;1065181;128244
663292;A ;40;20181;1014293;319791
663293;A ;40;20181;994766;319775
663294;A ;40;20181;1023837;319643
663295;A ;15;20181;745944;319686
663296;A ;35;20181;1079549;125041
663297;A ;40;20181;1095706;319856
663298;A ;30;20181;1042190;125865
663299;A ;30;20181;997048;124931
663300;A ;15;20181;147869;398501
663301;A ;10;20181;665274;384496
663302;A ;20;20181;84298;398641
663304;A ;26;20181;1018787;392618
663305;A ;15;20181;139602;316997
663306;A ;15;20181;1097164;397806
663309;A ;15;20181;1035029;196045
663317;A ;3;20181;1011316;398136
663318;A ;5;20181;80071;341673
663320;F ;3;20181;1024281;323314
663321;A ;15;20181;1055054;398594
663322;A ;30;20181;1078127;188328
663323;A ;20;20181;745057;392871
663324;MS;4;20181;994871;392936
663325;AM;10;20181;681318;392936
663326;E ;30;20181;1073702;188255
663327;A ;20;20181;997048;326470
663328;A ;20;20181;997048;309982
663332;A ;30;20181;1078127;188310
663333;ET;10;20181;38369;392936
663334;FM;10;20181;1046411;392936
663335;FR;10;20181;986330;392936
663336;GL;10;20181;149489;392936
663337;IA;10;20181;141216;392936
663338;IW;10;20181;1036734;392936
663339;JV;10;20181;1008153;392936
663340;KC;10;20181;1033204;392936
663341;LB;10;20181;150011;392936
663342;LF;10;20181;1012401;392936
663343;MH;10;20181;139971;392936
663344;MM;10;20181;989568;392936
663345;PP;10;20181;745057;392936
663346;RH;5;20181;777404;392936
663347;RM;10;20181;146641;392936
663348;WW;10;20181;1010212;392936
663349;ER;10;20181;1037773;392936
663350;F ;30;20181;1110527;188310
663351;A ;15;20181;991091;314609
663352;B ;15;20181;994863;314609
663353;F ;30;20181;1111221;188255
663354;A ;20;20181;149063;319929
663355;A ;5;20181;146234;311626
663356;A ;30;20181;22381;318264
663357;B ;30;20181;1078127;188310
663358;A ;20;20181;1048872;311600
663359;C ;30;20181;1109928;188310
663360;A ;30;20181;124494;317888
663361;E ;30;20181;1078127;188310
663362;EH;5;20181;994898;341967
663363;B ;30;20181;1078127;188328
663364;MG;5;20181;1037609;341967
663365;MG;5;20181;1037609;342505
663366;AL;5;20181;1012932;341967
663367;AL;5;20181;1012932;342505
663368;AR;5;20181;1034995;341967
663369;CS;5;20181;1037366;341967
663370;CS;5;20181;1037366;342505
663371;FW;5;20181;1075357;342505
663373;B ;5;20181;145891;112470
663375;D ;5;20181;1099159;112470
663376;E ;5;20181;1054350;112470
663377;F ;5;20181;1107330;112470
663378;G ;5;20181;1098870;112470
663379;H ;5;20181;1076604;112470
663380;I ;5;20181;1070304;112470
663381;J ;5;20181;1048813;112470
663382;A ;20;20181;1107321;112666
663384;A ;20;20181;745731;366366
663386;A ;30;20181;1007939;311553
663387;A ;20;20181;999636;366111
663388;A ;20;20181;1032411;367664
663390;A ;30;20181;1063731;330931
663391;B ;20;20181;1007939;366170
663392;B ;20;20181;1007939;366188
663394;B ;20;20181;1007939;366285
663395;B ;20;20181;1007939;366315
663396;A ;20;20181;1075837;363219
663399;A ;20;20181;151921;394742
663400;A ;20;20181;1073711;363715
663401;A ;20;20181;1079808;363791
663402;A ;20;20181;1037242;366170
663403;A ;20;20181;1037242;366188
663404;A ;20;20181;1037242;366285
663405;A ;20;20181;1037242;366315
663407;E ;30;20181;1112830;188336
663408;A ;20;20181;1017152;366102
663410;C ;20;20181;1023349;321028
663411;A ;6;20181;137448;321745
663412;A ;50;20181;1030621;321672
663413;A ;10;20181;1070274;321028
663414;B ;30;20181;1037617;188344
663415;A ;6;20181;128210;321982
663416;A ;5;20181;136417;321419
663417;B ;5;20181;1061895;321419
663418;C ;5;20181;1111647;321419
663419;A ;8;20181;150355;396176
663420;A ;3;20181;1011201;323551
663421;A ;10;20181;134171;321478
663423;A ;20;20181;1052799;318345
663424;A ;15;20181;1027743;318329
663425;A ;15;20181;1034863;318337
663427;A ;20;20181;119024;169307
663428;A ;16;20181;1035096;397334
663429;B ;16;20181;1102729;397334
663430;C ;16;20181;1055232;397334
663431;A ;16;20181;1017225;397326
663432;B ;16;20181;1041860;397326
663436;A ;15;20181;1013661;303488
663441;B ;15;20181;1089404;303488
663442;A ;16;20181;1023713;327107
663443;A ;30;20181;1110594;188344
663444;F ;30;20181;1078127;188336
663445;D ;60;20181;145220;188344
663446;H ;45;20181;1083881;188344
663447;A ;5;20181;149578;308218
663448;K ;30;20181;1109880;188336
663450;C ;40;20181;1063731;130320
663452;A ;27;20181;1016768;301345
663453;A ;27;20181;1030728;301329
663454;A ;27;20181;1030728;301337
663455;A ;27;20181;995541;301302
663456;A ;27;20181;309265;301361
663457;B ;25;20181;148814;371459
663458;A ;30;20181;1035665;141551
663459;A ;30;20181;152412;304051
663460;A ;30;20181;1043757;304026
663461;A ;30;20181;993956;304018
663462;A ;30;20181;149861;304093
663463;A ;30;20181;140741;304042
663464;A ;30;20181;1103920;304069
663465;A ;30;20181;1080067;310905
663467;C ;12;20181;1111035;206717
663468;AB;5;20181;1064746;324663
663469;DF;5;20181;728209;324663
663470;FB;5;20181;1080911;324663
663472;SB;5;20181;146021;324663
663476;AB;5;20181;1064746;324078
663477;CM;5;20181;151301;324078
663478;DF;5;20181;728209;324078
663479;FB;5;20181;1080911;324078
663481;LP;5;20181;146251;324078
663482;MC;5;20181;989029;324078
663483;MR;5;20181;1048562;324078
663484;SF;5;20181;1032593;324078
663485;A ;15;20181;1035908;101435
663486;A ;40;20181;1036670;206385
663487;DF;5;20181;728209;324108
663488;MR;5;20181;1048562;324108
663489;A ;40;20181;677493;139301
663490;AB;5;20181;1064746;319988
663491;SF;5;20181;1032593;319988
663492;CM;5;20181;151301;324671
663493;DF;5;20181;728209;324671
663495;LP;5;20181;146251;324671
663496;MC;5;20181;989029;324671
663497;SB;5;20181;146021;324671
663498;A ;20;20181;1107437;110213
663499;A ;15;20181;1109791;104957
663500;SF;5;20181;1032593;324671
663501;A ;20;20181;139483;363111
663503;EE;1;20181;995452;202126
663505;GG;2;20181;1098993;202126
663509;A ;15;20181;1017292;162132
663526;B ;1;20181;1027832;395862
663527;C ;4;20181;1084062;340731
663528;NA;10;20181;1071572;394793
663529;G ;1;20181;150029;395358
663532;H ;1;20181;150029;395358
663537;C ;15;20181;1049721;117013
663540;B ;40;20181;1073516;165174
663541;H ;10;20181;1063928;350141
663542;A ;15;20181;1002350;327778
663543;B ;40;20181;134902;107689
663544;J ;1;20181;1093967;395358
663545;I ;1;20181;1093967;395358
663546;A ;30;20181;1032402;135437
663547;A ;15;20181;1107437;397865
663551;B ;15;20181;1110713;209171
663552;E ;25;20181;1107241;187208
663554;A ;25;20181;1103962;192741
663555;A ;23;20181;1107305;308978
663556;A ;23;20181;1045300;309052
663557;A ;3;20181;1014528;309061
663558;A ;3;20181;1013866;305103
663559;A ;3;20181;1014528;309109
663560;A ;3;20181;1014528;309150
663561;A ;3;20181;1014528;309087
663562;A ;3;20181;1014528;309125
663563;A ;3;20181;1014528;309176
663564;A ;3;20181;1014528;309192
663565;A ;3;20181;1013866;305146
663566;A ;3;20181;1013866;305189
663567;A ;3;20181;1013866;305120
663568;A ;3;20181;1086049;305162
663569;A ;3;20181;1013866;305201
663570;A ;3;20181;1086049;305227
663571;A ;3;20181;1008617;305383
663572;A ;3;20181;1008617;305421
663573;A ;3;20181;1045270;305464
663574;A ;40;20181;1109251;198421
663575;A ;3;20181;1008617;305405
663576;A ;3;20181;1008617;305448
663577;A ;3;20181;1008617;305481
663578;A ;3;20181;1008617;305502
663579;A ;3;20181;1000128;305243
663580;A ;3;20181;1036793;305286
663581;A ;3;20181;1036793;305324
663582;A ;3;20181;1068164;305260
663583;A ;3;20181;1036793;305308
663584;A ;3;20181;1107526;305341
663585;A ;3;20181;1036793;305367
663586;A ;3;20181;1107305;309214
663587;A ;3;20181;1107305;309257
663588;A ;3;20181;1107305;309290
663589;A ;3;20181;1107305;309231
663590;A ;3;20181;1107305;309273
663591;A ;3;20181;1107305;309311
663592;A ;3;20181;1107305;309338
663593;A ;3;20181;1047540;305529
663594;A ;3;20181;1047540;305561
663595;A ;3;20181;986577;307530
663596;A ;3;20181;1045300;305545
663597;A ;3;20181;1045300;305588
663598;A ;3;20181;986577;307556
663599;A ;3;20181;1045300;307572
663600;A ;3;20181;1054333;307599
663601;A ;3;20181;995363;307637
663602;A ;3;20181;1054333;307670
663603;A ;3;20181;1054333;307611
663604;A ;3;20181;995363;307653
663605;A ;3;20181;1054333;307696
663606;A ;3;20181;1054333;307718
663607;A ;3;20181;152781;307734
663608;A ;3;20181;152781;307777
663609;A ;3;20181;152781;307815
663610;A ;3;20181;152781;307751
663611;A ;3;20181;152781;307793
663612;A ;3;20181;152781;307831
663613;A ;3;20181;152781;307858
663614;A ;40;20181;1102061;132811
663616;A ;25;20181;1050745;147010
663633;B ;25;20181;1109171;192562
663636;A ;20;20181;1034405;311065
663637;A ;20;20181;1048759;311201
663638;A ;30;20181;139556;311031
663639;A ;30;20181;1032305;317021
663640;A ;20;20181;701581;311057
663641;A ;20;20181;200522;311073
663642;A ;20;20181;1035070;317039
663643;A ;20;20181;139556;317683
663644;A ;20;20181;139556;317691
663645;A ;20;20181;139556;317705
663646;A ;20;20181;139556;317802
663647;B ;20;20181;151670;317802
663648;A ;20;20181;1035266;317675
663649;B ;20;20181;151670;317675
663652;A ;40;20181;1060902;128295
663653;A ;10;20181;22381;310913
663654;B ;10;20181;1044702;310913
663655;A ;10;20181;1035215;310921
663656;B ;10;20181;1080067;310921
663657;C ;10;20181;943487;310921
663658;D ;10;20181;1014005;310921
663659;A ;10;20181;1080067;310930
663660;B ;10;20181;22381;310930
663661;C ;10;20181;1060252;310930
663662;D ;10;20181;991091;310930
663663;E ;10;20181;1044702;310930
663664;A ;10;20181;994863;310948
663665;B ;10;20181;1014005;310948
663666;C ;10;20181;1028774;310948
663667;B ;20;20181;139751;116297
663668;A ;30;20181;1063227;121797
663669;B ;40;20181;1062417;175871
663670;A ;2;20181;148032;321249
663671;A ;12;20181;1047833;302201
663672;A ;30;20181;1096079;324892
663673;A ;30;20181;151831;324850
663674;A ;28;20181;147516;327506
663675;A ;15;20181;148288;327620
663676;A ;28;20181;149616;327549
663677;A ;2;20181;1064002;340685
663678;AA;8;20181;1036220;382604
663679;D ;5;20181;150401;340740
663682;P ;5;20181;1107313;194778
663683;E ;1;20181;1084119;303470
663684;C ;12;20181;1027930;193623
663686;C ;4;20181;129496;340707
663687;B ;5;20181;129496;340855
663688;B ;10;20181;129496;340103
663689;A ;20;20181;1093215;320722
663690;A ;25;20181;1029070;396818
663691;A ;1;20181;1035363;342670
663692;A ;40;20181;1109251;195855
663694;SB;5;20181;1034766;342505
663696;A ;6;20181;1041436;394726
663697;A ;6;20181;1041436;394734
663698;M ;2;20181;1039083;395501
663699;D ;20;20181;931314;343579
663700;B ;30;20181;1060295;302465
663701;B ;1;20181;140406;340740
663702;A ;40;20181;1109243;105686
663703;A ;40;20181;1109243;110230
663704;A ;50;20181;1108891;202291
663705;C ;3;20181;989479;338311
663707;B ;1;20181;993174;369683
663708;A ;50;20181;1027387;327794
663709;A ;1;20181;152056;380024
663710;A ;10;20181;1073842;360091
663711;A ;5;20181;1021982;360031
663712;A ;10;20181;141283;360449
