cod_oferta;turma;vagas_oferecidas;periodo;matricula_professor;cod_materia
653966;A ;30;20181;1011359;178144
653967;A ;50;20181;1039211;181102
653968;B ;55;20181;1097741;181102
653975;C ;34;20181;1053906;153044
653977;A ;20;20181;200841;111864
653978;B ;20;20181;200841;111864
653979;C ;20;20181;745731;111864
653980;D ;20;20181;745731;111864
653981;A ;50;20181;1049119;112313
653982;B ;60;20181;1006711;139203
653983;A ;15;20181;1038249;104426
653984;G ;66;20181;136999;113042
653985;K ;66;20181;1109651;113042
653986;B ;66;20181;739286;113042
653987;D ;66;20181;739286;113042
653988;A ;4;20181;1064436;200697
653989;A ;30;20181;755681;179809
653998;C ;30;20181;1037943;145947
654000;A ;50;20181;1060031;174157
654001;A ;30;20181;137561;146617
654002;A ;33;20181;700584;176346
654006;A ;12;20181;752517;169111
654007;B ;12;20181;752517;169111
654009;B ;40;20181;1016997;202703
654011;C ;20;20181;1061160;209121
654013;B ;10;20181;1069420;208621
654015;D ;20;20181;1038460;145947
654016;B ;20;20181;1015303;209121
654017;A ;40;20181;1034421;107743
654018;F ;66;20181;152871;113042
654019;M ;66;20181;126624;113042
654020;J ;66;20181;1014153;113042
654021;A ;66;20181;1049399;113042
654022;E ;66;20181;1017195;113042
654023;L ;66;20181;126624;113042
654024;I ;66;20181;1014536;113042
654041;A ;50;20181;1034791;177997
654043;B ;20;20181;1027727;200611
654044;A ;40;20181;1041835;169684
654052;A ;36;20181;140619;138339
654064;A ;60;20181;1104292;134856
654065;A ;30;20181;1097938;177415
654069;A ;20;20181;1059831;102393
654070;B ;20;20181;1010859;102393
654071;A ;30;20181;993174;202347
654072;A ;30;20181;1063961;102911
654073;A ;60;20181;137511;114464
654074;C ;50;20181;1036297;114464
654076;A ;40;20181;1110209;196517
654077;B ;40;20181;1110209;196517
654078;A ;30;20181;1027409;106755
654079;B ;30;20181;1027409;106755
654080;A ;50;20181;137120;126039
654081;A ;38;20181;120618;143294
654082;A ;36;20181;1068512;105376
654083;B ;36;20181;1068512;105376
654084;C ;36;20181;202908;105376
654085;D ;36;20181;202908;105376
654086;A ;20;20181;1064487;143855
654087;A ;40;20181;1040804;171131
654088;A ;40;20181;1096290;180980
654089;A ;20;20181;1043331;200450
654096;A ;50;20181;994197;119687
654097;B ;50;20181;1098764;119687
654098;A ;40;20181;1081209;191787
654099;A ;25;20181;1080318;158313
654101;A ;40;20181;1057294;100471
654102;B ;18;20181;1055445;203637
654103;A ;18;20181;1055445;203637
654105;A ;10;20181;1057782;181498
654106;B ;10;20181;1057782;181498
654107;B ;40;20181;136719;147281
654108;A ;35;20181;139785;147281
654114;B ;20;20181;1063936;156281
654116;A ;40;20181;872415;138274
654119;C ;15;20181;1059521;179922
654120;A ;15;20181;1097814;179922
654121;B ;15;20181;1039059;179922
654122;A ;40;20181;1036262;165841
654124;A ;35;20181;1073508;145149
654125;C ;30;20181;1048210;154652
654126;A ;30;20181;150517;124770
654127;B ;30;20181;1079328;124770
654128;A ;76;20181;104191;181315
654129;B ;79;20181;104191;181315
654143;A ;40;20181;1061437;102385
654144;A ;40;20181;1049143;102890
654145;A ;40;20181;745723;204498
654148;A ;20;20181;149551;118265
654149;C ;52;20181;1096249;199371
654150;B ;51;20181;1095919;199371
654151;A ;50;20181;1104489;199371
654152;A ;60;20181;1055054;184896
654153;B ;60;20181;1036165;184896
654155;A ;40;20181;150401;147427
654156;A ;60;20181;1037374;182206
654157;A ;25;20181;1103792;147460
654158;A ;100;20181;999695;110141
654159;U ;1;20181;1039491;202126
654161;B ;15;20181;1038249;104426
654162;ZR;4;20181;1101421;202126
654166;A ;50;20181;1039253;185850
654167;B ;50;20181;1107593;185850
654168;A ;60;20181;90948;132870
654169;A ;30;20181;1017209;124028
654170;B ;30;20181;46701;124028
654171;B ;60;20181;1002643;186317
654172;A ;45;20181;1088017;201090
654173;ZY;1;20181;1065262;202126
654175;B ;40;20181;1034448;113468
654176;A ;40;20181;146871;166197
654180;A ;50;20181;1036289;181081
654181;B ;50;20181;140635;181081
654182;C ;10;20181;1063871;203050
654183;A ;25;20181;872415;138606
654186;A ;20;20181;1024281;121860
654187;D ;12;20181;1111035;206717
654188;A ;40;20181;1040456;115771
654210;A ;40;20181;1100432;125806
654211;B ;40;20181;148261;125806
654212;C ;40;20181;148261;125806
654213;A ;40;20181;152196;191175
654214;B ;40;20181;200573;191175
654216;C ;68;20181;1034430;113042
654217;H ;66;20181;1034430;113042
654218;B ;40;20181;1063961;196134
654221;E ;12;20181;752517;169111
654223;A ;24;20181;131016;115533
654224;A ;13;20181;137065;169013
654225;A ;30;20181;147044;164399
654226;A ;40;20181;1014021;118290
654227;C ;12;20181;1102222;169579
654228;J ;12;20181;1095129;169579
654229;A ;12;20181;1095871;169579
654230;I ;12;20181;1102222;169579
654231;B ;12;20181;1095129;169579
654232;B ;40;20181;648981;166405
654233;A ;30;20181;150134;112976
654234;A ;40;20181;1059971;126144
654235;B ;40;20181;148911;126144
654236;C ;40;20181;1010859;126144
654238;B ;120;20181;1027638;168009
654239;A ;60;20181;1078127;188433
654240;B ;60;20181;663883;188433
654242;A ;40;20181;1038541;100455
654243;B ;40;20181;1086596;100455
654244;A ;60;20181;1010875;188280
654245;B ;60;20181;1010875;188280
654246;A ;40;20181;988162;195502
654247;B ;13;20181;137065;169013
654248;C ;13;20181;137065;169013
654249;B ;40;20181;1059891;126161
654250;F ;50;20181;1034944;123838
654251;A ;40;20181;146650;166405
654252;AA;110;20181;1106465;113042
654253;BB;100;20181;1083775;113042
654254;CC;100;20181;1042718;113042
654255;A ;40;20181;1042769;202533
654256;A ;15;20181;1037331;188361
654257;B ;15;20181;1096192;188361
654258;C ;15;20181;1037331;188361
654259;D ;15;20181;1073702;188361
654260;E ;15;20181;1020617;188361
654261;F ;15;20181;1078127;188361
654262;G ;15;20181;1020617;188361
654263;H ;15;20181;1078127;188361
654264;A ;50;20181;1029495;169234
654265;A ;10;20181;145327;146781
654266;C ;40;20181;1095935;123013
654267;A ;32;20181;1064908;146277
654268;A ;30;20181;1028359;141372
654308;A ;45;20181;1035312;101176
654317;A ;40;20181;1063863;193313
654318;B ;40;20181;1063863;193313
654319;A ;35;20181;1017641;145530
654321;A ;50;20181;1094793;133230
654322;A ;35;20181;1012606;116416
654323;B ;35;20181;1027654;116416
654326;A ;37;20181;149152;146315
654327;A ;40;20181;1032747;200999
654328;TE;15;20181;1060309;102831
654329;E ;20;20181;677035;111821
654330;F ;20;20181;677035;111821
654332;B ;20;20181;1042726;201901
654333;A ;30;20181;1017802;166839
654334;B ;40;20181;1051628;161659
654335;A ;20;20181;1091697;106003
654340;A ;40;20181;1059742;110370
654341;A ;40;20181;1103075;201286
654342;A ;60;20181;1093606;106283
654343;A ;20;20181;1014897;157945
654344;A ;50;20181;1075161;138282
654345;A ;52;20181;1103008;207781
654347;A ;32;20181;1065017;104779
654348;B ;40;20181;1043048;206920
654349;A ;40;20181;1066471;166022
654359;A ;30;20181;1036408;170224
654362;D ;8;20181;1102745;173231
654363;E ;8;20181;1060392;173231
654364;B ;8;20181;1096052;173231
654366;B ;31;20181;1103890;145874
654367;B ;70;20181;1014889;179965
654368;D ;4;20181;1032607;150100
654369;J ;4;20181;1073508;150100
654370;C ;4;20181;1037234;150100
654371;H ;4;20181;1032747;150100
654372;P ;4;20181;1046942;150100
654373;AA;4;20181;129500;150100
654374;O ;4;20181;1011294;150100
654376;F ;4;20181;1014331;150100
654377;B ;4;20181;1099108;150100
654378;G ;4;20181;148938;150100
654379;M ;4;20181;148989;150100
654380;FF;4;20181;875546;150100
654381;A ;4;20181;1086588;150100
654382;I ;4;20181;1095480;150100
654383;A ;40;20181;1017241;165026
654384;B ;30;20181;202258;154130
654385;A ;30;20181;202258;154130
654386;A ;16;20181;1045512;176389
654387;B ;16;20181;1045512;176389
654390;A ;40;20181;1063804;134074
654391;B ;40;20181;1063821;134074
654392;A ;60;20181;989568;111147
654393;B ;60;20181;989568;111147
654394;A ;1;20181;145149;109118
654395;B ;3;20181;150878;109118
654397;A ;24;20181;145327;115495
654398;B ;65;20181;1054651;193682
654399;D ;10;20181;1045105;157911
654400;C ;2;20181;1052438;109118
654401;D ;6;20181;1061429;109118
654402;E ;2;20181;1080181;109118
654403;F ;5;20181;1096541;109118
654404;G ;3;20181;1056123;109118
654406;H ;1;20181;1077091;109118
654407;C ;20;20181;1039237;157911
654414;A ;42;20181;1107798;182729
654415;A ;40;20181;1044940;170186
654431;A ;40;20181;123145;108154
654435;B ;40;20181;1094416;194671
654448;B ;60;20181;121436;111830
654450;A ;40;20181;1086049;125652
654462;C ;8;20181;1095714;144266
654463;A ;20;20181;1048228;107841
654467;A ;35;20181;1071971;180505
654468;A ;35;20181;1105698;203076
654469;A ;15;20181;913588;106119
654474;X ;15;20181;487198;109738
654488;A ;40;20181;1110918;209031
654489;A ;50;20181;128767;108669
654490;C ;60;20181;148041;111813
654491;A ;40;20181;138029;168769
654492;B ;40;20181;1045814;168769
654493;C ;40;20181;1027336;168769
654495;A ;16;20181;151386;176371
654496;B ;16;20181;151386;176371
654497;A ;55;20181;104191;200671
654498;B ;10;20181;152731;171077
654499;C ;10;20181;1005588;171077
654500;D ;10;20181;1041665;171077
654501;A ;11;20181;1015907;171077
654513;A ;40;20181;1048783;201057
654514;A ;61;20181;1100670;200972
654515;A ;38;20181;1050940;194638
654516;C ;42;20181;139742;194638
654517;B ;40;20181;1033204;194638
654518;B ;50;20181;142492;167037
654519;C ;40;20181;1058037;168009
654526;A ;15;20181;1034481;176567
654529;A ;40;20181;1059548;206415
654530;A ;40;20181;1011901;113476
654531;B ;35;20181;1099264;113476
654532;C ;40;20181;1048473;113476
654533;D ;40;20181;1034456;113476
654534;E ;41;20181;1094092;113476
654535;H ;32;20181;1103679;113476
654547;A ;45;20181;1049437;195600
654558;A ;45;20181;1036360;206261
654560;B ;60;20181;1064061;181650
654561;A ;44;20181;1042106;123676
654562;A ;40;20181;1042149;202631
654563;A ;30;20181;1103920;118303
654565;A ;40;20181;1079450;104027
654566;A ;40;20181;1106635;202649
654568;A ;20;20181;990019;150223
654569;A ;65;20181;146633;113069
654570;B ;65;20181;1014579;113069
654571;A ;30;20181;1058941;145904
654572;A ;20;20181;1014021;118192
654573;A ;68;20181;1017471;132489
654574;A ;15;20181;1064118;170593
654575;A ;4;20181;1048368;103977
654576;A ;75;20181;43702;132039
654577;E ;65;20181;1104641;132039
654578;B ;70;20181;1090836;132039
654579;D ;75;20181;1104641;132039
654580;C ;75;20181;1062697;132039
654589;B ;15;20181;1053302;103420
654590;A ;15;20181;1053302;103420
654591;C ;30;20181;1039482;173061
654599;A ;28;20181;1102010;141941
654601;A ;30;20181;1037609;140805
654602;A ;20;20181;1110918;209023
654603;B ;20;20181;1110918;209023
654604;A ;30;20181;1084801;108481
654605;A ;15;20181;146153;168211
654606;B ;15;20181;146153;168211
654607;C ;15;20181;146153;168211
654608;A ;15;20181;1100696;209066
654609;A ;40;20181;150690;179477
654610;C ;7;20181;1039156;179477
654611;A ;30;20181;987646;207489
654612;A ;60;20181;146447;184802
654621;B ;30;20181;1042904;205281
654623;A ;35;20181;1019864;203386
654626;A ;40;20181;1030299;174114
654627;B ;30;20181;1104136;174114
654630;A ;60;20181;1051911;184063
654631;B ;60;20181;992135;184063
654632;A ;40;20181;1054368;196274
654633;B ;40;20181;1054368;196274
654642;B ;20;20181;1051083;161535
654643;A ;30;20181;149551;118419
654645;O ;120;20181;1010425;118001
654646;P ;120;20181;1064291;118001
654647;Q ;120;20181;1036998;118001
654660;D ;1;20181;1025317;107603
654661;M ;40;20181;1109774;194221
654662;K ;40;20181;1109642;194221
654663;B ;40;20181;821217;194221
654664;J ;40;20181;1109642;194221
654665;F ;40;20181;1109642;194221
654666;A ;50;20181;995355;175706
654667;A ;40;20181;129496;147362
654685;A ;80;20181;1016750;101419
654692;R ;1;20181;745057;182192
654699;A ;36;20181;1074695;114910
654702;C ;15;20181;1039059;180947
654707;B ;105;20181;1039059;170992
654708;C ;30;20181;152510;155080
654709;A ;40;20181;152510;155080
654710;A ;12;20181;1064011;181455
654711;B ;12;20181;1064011;181455
654712;C ;12;20181;1027301;181455
654718;A ;35;20181;1014331;203998
654719;A ;50;20181;1108921;100331
654720;A ;19;20181;1076442;153061
654721;A ;20;20181;1039482;104825
654722;A ;40;20181;120782;123846
654723;B ;40;20181;118389;123846
654724;C ;40;20181;137120;123846
654727;B ;10;20181;1096087;114871
654728;C ;10;20181;1042246;114871
654729;A ;10;20181;1030965;114871
654730;E ;10;20181;1100980;114871
654731;A ;25;20181;1019724;145823
654732;A ;50;20181;1080555;125717
654734;A ;30;20181;152153;170291
654735;B ;30;20181;1034481;170291
654736;A ;40;20181;1100980;119601
654737;A ;50;20181;1070771;175439
654738;C ;50;20181;1070771;175439
654739;A ;40;20181;1042327;103357
654740;B ;40;20181;732222;141143
654741;A ;45;20181;1096567;201243
654742;A ;50;20181;1099914;180670
654749;A ;40;20181;1099981;154717
654750;C ;30;20181;1099981;154717
654751;B ;50;20181;487198;186180
654752;A ;32;20181;1043595;176095
654755;I ;3;20181;145874;109118
654756;A ;20;20181;130761;166910
654757;A ;40;20181;1088017;195979
654758;B ;40;20181;995282;169757
654759;B ;50;20181;150444;185019
654760;A ;50;20181;1036904;186180
654761;B ;20;20181;992089;114391
654762;A ;45;20181;1106937;197076
654763;A ;50;20181;1094963;115177
654765;A ;60;20181;1084232;185051
654766;D ;60;20181;1094301;185051
654767;B ;60;20181;1106023;185051
654768;C ;60;20181;1094301;185051
654769;A ;40;20181;1107615;202517
654771;A ;25;20181;1017632;165131
654772;B ;50;20181;1037382;186287
654773;C ;50;20181;1064410;186287
654775;G ;60;20181;1110047;181013
654780;A ;40;20181;137618;133183
654781;A ;40;20181;1068717;166952
654787;A ;40;20181;1110080;208132
654788;A ;30;20181;152439;160091
654795;A ;40;20181;1094777;182028
654796;A ;60;20181;1027221;170909
654798;A ;50;20181;1022245;181188
654799;B ;50;20181;1055119;181188
654802;B ;45;20181;1050788;206474
654803;A ;50;20181;1049739;206474
654804;A ;38;20181;1012410;182842
654805;A ;45;20181;1061836;209228
654806;A ;40;20181;1105043;156302
654811;B ;50;20181;1097636;175790
654812;A ;45;20181;1069420;206288
654813;A ;30;20181;1055666;203866
654814;B ;30;20181;1055666;203866
654815;B ;40;20181;1034758;141011
654817;A ;30;20181;1037561;118516
654829;A ;40;20181;732222;141143
654841;E ;4;20181;1084054;150100
654843;A ;60;20181;1034961;111813
654844;B ;60;20181;1042572;111813
654846;L ;4;20181;1006487;150100
654849;CC;110;20181;1055348;113034
654851;A ;12;20181;131318;114405
654852;B ;12;20181;131318;114405
654853;A ;40;20181;1041991;203581
654854;C ;30;20181;141321;155331
654855;F ;2;20181;1038982;107603
654858;B ;20;20181;1019864;203386
654860;A ;40;20181;1074571;166014
654862;A ;15;20181;150495;122319
654868;A ;40;20181;129551;133035
654869;E ;8;20181;991198;101613
654871;A ;25;20181;1051598;110639
654875;B ;16;20181;1066447;176117
654876;A ;16;20181;1107739;176117
654888;A ;45;20181;994154;169510
654892;B ;35;20181;745057;194701
654894;C ;60;20181;149021;100986
654896;B ;60;20181;1012738;203793
654897;A ;40;20181;1011138;153028
654899;B ;20;20181;1028774;104230
654900;C ;40;20181;1104578;139351
654901;A ;50;20181;148971;124052
654905;A ;10;20181;138053;172316
654906;A ;50;20181;1103768;200921
654907;A ;80;20181;1091379;118702
654908;B ;50;20181;1080067;118702
654912;A ;40;20181;1107615;202657
654913;A ;60;20181;1026119;197009
654914;K ;25;20181;1070380;113913
654915;B ;25;20181;1070380;113913
654916;M ;26;20181;1070380;113913
654917;H ;25;20181;1050711;113913
654918;F ;25;20181;1070380;113913
654919;A ;25;20181;1070380;113913
654920;E ;25;20181;1050711;113913
654921;N ;25;20181;1050711;113913
654922;L ;25;20181;1070380;113913
654923;C ;26;20181;1070380;113913
654924;D ;25;20181;1050711;113913
654925;G ;25;20181;1070380;113913
654926;J ;25;20181;1050711;113913
654927;I ;25;20181;1070380;113913
654931;A ;45;20181;1064193;203793
654933;A ;88;20181;1062697;132233
654934;B ;80;20181;1102583;132233
654935;A ;68;20181;146731;113522
654936;B ;68;20181;136999;113522
654937;A ;40;20181;1101005;196207
654938;C ;40;20181;1101005;196207
654939;A ;20;20181;1029312;154491
654940;B ;20;20181;988189;154491
654942;A ;26;20181;1046594;205842
654943;A ;60;20181;152340;118061
654944;A ;24;20181;145327;146510
654945;A ;27;20181;1074652;113824
654946;A ;60;20181;1038125;193810
654950;A ;50;20181;129593;111775
654951;B ;50;20181;129593;111775
654952;C ;25;20181;1111736;179361
654955;B ;40;20181;1104578;139351
654960;A ;20;20181;1084763;117668
654966;A ;80;20181;685950;121240
654967;C ;80;20181;1023349;121240
654968;E ;80;20181;151831;121240
654969;B ;80;20181;741680;121240
654970;D ;60;20181;147974;121240
654971;A ;35;20181;1014331;143600
654972;A ;35;20181;148032;125466
654973;E ;40;20181;998788;125466
654974;B ;40;20181;1103946;125466
654975;C ;35;20181;148032;125466
654976;D ;35;20181;1108913;125466
654977;A ;30;20181;1079476;119181
654978;A ;70;20181;1036769;186716
654980;A ;52;20181;151785;117528
654981;A ;40;20181;1103806;201006
654982;A ;26;20181;137464;118800
654983;A ;15;20181;1014366;157589
654984;A ;40;20181;1022962;100951
654986;B ;50;20181;1110497;175838
654987;A ;50;20181;1070754;175838
654988;A ;40;20181;1049356;206857
654989;B ;40;20181;1049356;206857
654990;C ;12;20181;1064029;181536
654991;A ;12;20181;1042521;181536
654992;B ;12;20181;1042521;181536
654993;A ;10;20181;152129;119032
654994;B ;10;20181;149071;119032
654995;D ;10;20181;152129;119032
654996;A ;45;20181;1043315;202827
654998;B ;30;20181;1061003;173029
654999;A ;40;20181;1110080;197416
655000;R ;50;20181;1049038;197416
655002;A ;20;20181;131032;117196
655003;B ;50;20181;1045792;186384
655004;C ;50;20181;1063464;186384
655005;C ;10;20181;1039237;209465
655007;A ;40;20181;136174;103241
655008;A ;26;20181;1107895;172979
655009;B ;18;20181;1107895;172979
655010;A ;40;20181;1017101;203513
655013;A ;30;20181;1036106;107786
655016;A ;60;20181;1078127;184179
655017;B ;60;20181;147109;184179
655018;B ;60;20181;1106139;184462
655019;A ;60;20181;1018469;184462
655020;A ;30;20181;125423;166731
655022;A ;44;20181;1052438;177709
655023;A ;50;20181;913006;208094
655024;B ;40;20181;150053;123129
655025;A ;40;20181;1044681;123129
655026;A ;40;20181;152285;161616
655027;A ;10;20181;141429;105678
655028;A ;30;20181;1033212;202878
655029;A ;5;20181;1097407;179949
655031;E ;60;20181;1106643;170976
655032;C ;60;20181;1063791;170976
655033;D ;60;20181;1106643;170976
655034;A ;60;20181;1015974;170976
655035;A ;100;20181;1011049;201359
655036;A ;50;20181;1098675;115924
655048;A ;40;20181;1071351;161233
655049;B ;40;20181;1071351;161233
655050;A ;30;20181;1059106;177342
655051;A ;30;20181;1009265;177610
655052;B ;40;20181;1083821;141127
655053;A ;40;20181;1012967;141178
655054;A ;30;20181;1043447;100633
655055;A ;20;20181;1047833;100901
655057;A ;24;20181;1110578;117846
655073;A ;40;20181;1064118;177377
655074;B ;40;20181;1037790;191663
655105;A ;40;20181;1026810;196762
655106;B ;40;20181;1026810;196762
655107;G ;50;20181;1109308;124966
655109;A ;50;20181;152625;206571
655110;B ;60;20181;1010972;206571
655111;B ;70;20181;1038095;206504
655112;A ;65;20181;1079468;206504
655113;B ;30;20181;118796;170208
655114;A ;70;20181;1045130;181722
655115;B ;60;20181;1045130;181722
655117;A ;50;20181;139505;187151
655121;A ;90;20181;1049062;119482
655122;B ;110;20181;1049062;119482
655123;C ;60;20181;1001191;119482
655136;A ;25;20181;1019724;145858
655138;D ;70;20181;1097644;168921
655139;A ;10;20181;1029339;106046
655140;C ;50;20181;1064746;124966
655141;B ;60;20181;1101048;186716
655142;B ;25;20181;1069047;100129
655145;A ;30;20181;1047485;170208
655150;A ;70;20181;1097644;168921
655151;B ;70;20181;1097644;168921
655152;A ;62;20181;141381;132853
655153;B ;40;20181;1104268;194239
655154;C ;40;20181;1039229;194239
655155;A ;40;20181;1104268;194239
655156;A ;60;20181;1089404;191817
655159;D ;16;20181;134805;178845
655161;C ;16;20181;1106066;178845
655162;A ;40;20181;1096524;126187
655169;A ;25;20181;1010557;176141
655170;B ;7;20181;1010557;176141
655172;B ;55;20181;1038133;135011
655173;F ;55;20181;1011910;135011
655174;C ;55;20181;1094874;135011
655175;E ;55;20181;1028197;135011
655176;A ;55;20181;1102885;135011
655177;D ;55;20181;1043081;135011
655178;H ;55;20181;1074601;135011
655179;G ;58;20181;1003836;135011
655180;B ;100;20181;1014293;170054
655181;A ;20;20181;1059742;104477
655182;C ;50;20181;147001;206571
655183;C ;95;20181;1080172;195308
655185;A ;40;20181;145122;122475
655186;B ;40;20181;145122;122475
655187;A ;20;20181;1100025;158275
655188;D ;40;20181;1028707;135194
655189;B ;40;20181;130249;135194
655190;A ;40;20181;1094874;135194
655191;A ;30;20181;504211;116360
655194;D ;10;20181;1045105;209465
655208;A ;120;20181;1094513;199451
655213;A ;30;20181;1058533;205371
655219;A ;30;20181;1058746;200255
655221;A ;30;20181;1045229;206563
655222;A ;36;20181;1102681;114898
655223;A ;15;20181;954632;149926
655224;B ;17;20181;1098560;158216
655225;C ;30;20181;1048660;140783
655226;A ;40;20181;1054376;194280
655228;A ;40;20181;986593;161373
655248;A ;30;20181;139751;204323
655249;A ;45;20181;1055127;201332
655250;A ;56;20181;984621;176681
655251;A ;20;20181;152277;102377
655252;B ;20;20181;148229;102377
655255;A ;40;20181;1108816;206865
655256;B ;40;20181;1101773;206865
655257;A ;30;20181;1047787;138509
655258;A ;30;20181;1052578;203955
655260;BB;45;20181;1039091;168025
655261;A ;15;20181;152773;168025
655262;B ;15;20181;152773;168025
655263;AA;45;20181;1039091;168025
655264;A ;30;20181;1042858;202070
655266;A ;25;20181;901105;145882
655267;B ;45;20181;744255;180912
655268;A ;45;20181;744255;180912
655269;A ;50;20181;995461;179655
655270;B ;50;20181;995461;179655
655274;B ;45;20181;1035983;165034
655283;A ;40;20181;994235;117536
655284;E ;35;20181;1080326;193861
655285;B ;35;20181;1054821;193861
655286;B ;50;20181;1009478;145548
655287;C ;40;20181;1009478;145548
655288;A ;40;20181;943487;108731
655289;A ;40;20181;1011316;167959
655292;A ;40;20181;1045504;100960
655293;E ;70;20181;1045016;181129
655294;A ;50;20181;1042793;187160
655300;C ;26;20181;1029291;170143
655301;A ;40;20181;1108221;165263
655302;A ;30;20181;1105761;207497
655303;A ;6;20181;83640;171654
655304;B ;6;20181;83640;171654
655305;C ;30;20181;1044834;155403
655306;T ;24;20181;1109243;114634
655307;I ;24;20181;1100904;114634
655308;J ;24;20181;1064126;114634
655309;G ;24;20181;1100904;114634
655310;M ;24;20181;1103768;114634
655311;C ;24;20181;1100904;114634
655312;L ;24;20181;1109243;114634
655313;E ;24;20181;1019481;114634
655314;B ;24;20181;1100980;114634
655315;H ;24;20181;1100904;114634
655316;D ;24;20181;1101757;114634
655317;O ;24;20181;1100980;114634
655318;Q ;24;20181;820083;114634
655319;BB;20;20181;1036785;114634
655320;K ;24;20181;1101757;114634
655322;P ;24;20181;1059467;114634
655323;B ;42;20181;736678;177270
655324;A ;40;20181;1027298;196801
655325;A ;12;20181;742431;179167
655326;A ;45;20181;1049054;201138
655327;E ;60;20181;1080105;186791
655328;D ;60;20181;1080105;186791
655329;B ;60;20181;1100874;186791
655330;G ;60;20181;1079981;186791
655331;A ;60;20181;739022;186791
655332;B ;3;20181;150878;109100
655334;C ;1;20181;1077091;109100
655335;E ;3;20181;1096541;109100
655336;F ;4;20181;1061429;109100
655339;B ;30;20181;1048392;142204
655348;A ;40;20181;1014528;161519
655349;A ;40;20181;1095731;180971
655351;A ;45;20181;1058541;201227
655361;A ;40;20181;1094947;138673
655362;B ;40;20181;1037218;138673
655365;A ;10;20181;1008561;167703
655366;B ;10;20181;1103661;167703
655367;C ;10;20181;1076973;167703
655368;D ;10;20181;1076973;167703
655369;E ;10;20181;1103661;167703
655370;F ;10;20181;1103661;167703
655371;A ;60;20181;1098811;184233
655372;B ;60;20181;1078127;184233
655373;A ;36;20181;1064002;115134
655374;B ;60;20181;1105272;184926
655376;A ;8;20181;1034413;142760
655377;AA;20;20181;1047957;114634
655378;EE;20;20181;1047957;114634
655379;A ;50;20181;1063588;181200
655380;B ;50;20181;1070347;181382
655381;F ;12;20181;149021;100994
655382;A ;2;20181;954934;109100
655383;A ;40;20181;999946;155403
655385;A ;10;20181;83640;179621
655386;A ;28;20181;1048627;158143
655387;A ;40;20181;1017152;206075
655389;A ;12;20181;1063936;157082
655390;A ;32;20181;991317;158186
655391;B ;35;20181;1071793;146561
655399;A ;20;20181;1024353;201731
655400;A ;60;20181;1049151;180807
655401;B ;60;20181;1049151;180807
655402;A ;40;20181;25291;200913
655403;B ;25;20181;1106058;116831
655404;A ;60;20181;1078127;184365
655405;B ;60;20181;1105272;184365
655406;A ;60;20181;1083881;184926
655419;A ;40;20181;1042327;104574
655421;NN;24;20181;1050826;118010
655424;A ;50;20181;1106708;178942
655425;B ;60;20181;1042840;197033
655426;A ;24;20181;1076949;117706
655438;A ;30;20181;1111736;204471
655445;B ;40;20181;1111736;204471
655453;A ;40;20181;137570;133043
655456;D ;1;20181;1056123;109100
655457;A ;45;20181;1093029;208183
655458;A ;25;20181;1039261;107832
655459;A ;30;20181;710946;166049
655460;B ;30;20181;130303;166049
655461;A ;25;20181;148814;205907
655462;B ;25;20181;148814;205907
655464;A ;40;20181;1103008;153524
655465;A ;30;20181;987026;153613
655466;B ;41;20181;1012321;191060
655467;C ;40;20181;676331;191060
655468;A ;40;20181;1012321;191060
655472;B ;20;20181;801089;121886
655473;A ;20;20181;1073320;121886
655474;A ;27;20181;1037366;141313
655475;A ;3;20181;1018523;148458
655476;A ;40;20181;1089838;182036
655477;A ;40;20181;1017357;195561
655478;A ;20;20181;1027719;180564
655479;B ;20;20181;1027719;180564
655480;R ;24;20181;1101757;114634
655481;W ;24;20181;1103768;114634
655482;FF;20;20181;1047957;114634
655483;II;20;20181;1044575;114634
655484;CC;20;20181;1044575;114634
655485;DD;20;20181;1044745;114634
655486;V ;24;20181;1101757;114634
655487;N ;24;20181;1100904;114634
655488;S ;24;20181;1103768;114634
655489;U ;24;20181;1101757;114634
655490;F ;24;20181;1036297;114634
655491;A ;80;20181;1070347;181382
655498;A ;50;20181;994766;119946
655500;A ;14;20181;1084704;142174
655504;HH;24;20181;1010425;118010
655505;A ;40;20181;1096079;104213
655516;A ;25;20181;992887;170143
655517;A ;50;20181;1106724;181307
655518;B ;50;20181;141364;181307
655534;A ;30;20181;139211;177431
655535;E ;12;20181;992089;100994
655536;A ;12;20181;700819;100994
655537;B ;12;20181;1102133;100994
655538;C ;12;20181;1029495;100994
655539;D ;12;20181;1102133;100994
655540;A ;18;20181;1060872;209015
655541;B ;18;20181;1060872;209015
655542;A ;40;20181;1042009;195511
655543;A ;30;20181;1020013;146129
655546;A ;40;20181;1017225;207136
655547;A ;60;20181;1042840;197033
655548;A ;40;20181;1033051;196908
655549;A ;30;20181;1106805;150037
655551;A ;40;20181;1045369;101605
655552;C ;50;20181;679411;185001
655553;A ;50;20181;1080083;185001
655554;A ;18;20181;1036815;111783
655555;B ;18;20181;1036815;111783
655556;C ;18;20181;1048422;111783
655557;D ;18;20181;1048422;111783
655558;A ;35;20181;1011294;146811
655560;A ;20;20181;1043595;176362
655561;A ;15;20181;1063189;110736
655562;B ;15;20181;1063189;110736
655565;A ;23;20181;1000128;100773
655566;A ;25;20181;1000128;100790
655567;G ;10;20181;1103661;167703
