sigla_departamento;nome_departamento;cod_curso;nome_curso;vigencia_inicio;vigencia_fim;cod_habilitacao;nome_habilitacao;vigencia_habilitacao_inicio;vigencia_opcao_fim;cod_disciplina;periodo;prioridade
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;184080;7;8
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;186350;8;8
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;184691;8;10
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;181846;9;10
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;181862;9;10
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;186317;9;10
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;187208;10;11
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;187216;10;11
CCA         ;Depto de Ciências Contábeis e Atuariais           ;809;Ciências Contábeis                                                    ;19942;-;8583;BACHARELADO EM CIÊNCIAS CONTÁBEIS                                     ;20172;-;186724;11;12
CEN         ;Departamento de Artes Cênicas                     ;680;Artes Cênicas                                                         ;19891;-;5371;Interpretação Teatral                                                 ;20172;-;158143;1;1
CEN         ;Departamento de Artes Cênicas                     ;680;Artes Cênicas                                                         ;19891;-;5371;Interpretação Teatral                                                 ;20172;-;158178;1;2
